DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;NC2R_CE1_P1;NH_CGPRCFH_P1;NH_CGPRCFH_P1S1;NH_CGPRCFH_P1S2;NH_CGPRCFH_P2;NH_CGPRCFH_P3;NH_CGPRCFH_P4;NH_CGPRCFH_P5;NH_CGPRCFH_P6;NH_CGPRCFH_P7;NH_CGPRCFH_P8;FEX_C
443938;1;2;2;1;JUGO MORA;11110302;4;1;1;16;3000;9; ;2;241,077739612804
443938;3;3;1;2; ; ; ; ; ; ; ; ; ; ;241,077739612804
443938;4;4;1;2; ; ; ; ; ; ; ; ; ; ;241,077739612804
443938;5;5;1;2; ; ; ; ; ; ; ; ; ; ;241,077739612804
443939;2;2;1;2; ; ; ; ; ; ; ; ; ; ;179,242249883037
443940;1;2;4;1;POLLO ASADO CON PAPA Y PLATANO;11110102;2;1;1;18;10000;9; ;2;165,856403256639
443940;3;3;1;2; ; ; ; ; ; ; ; ; ; ;165,856403256639
443941;1;2;1;1;POLLO ASADO CON PAPA;11110105;2;1;1;18;8000;9; ;2;187,545852738207
443941;3;3;1;2; ; ; ; ; ; ; ; ; ; ;187,545852738207
443942;2;1;1;2; ; ; ; ; ; ; ; ; ; ;109,72625760194
443942;3;3;1;2; ; ; ; ; ; ; ; ; ; ;109,72625760194
443943;2;2;1;2; ; ; ; ; ; ; ; ; ; ;162,302083018773
443944;2;1;1;2; ; ; ; ; ; ; ; ; ; ;188,254670439864
443944;3;3;1;2; ; ; ; ; ; ; ; ; ; ;188,254670439864
444854;2;2;1;2; ; ; ; ; ; ; ; ; ; ;159,762758456382
444856;1;1;1;1;DIA;11110102;2;1;1;18;7000;3; ;2;191,143796413149
444857;2;2;1;2; ; ; ; ; ; ; ; ; ; ;131,316395422258
444858;2;1;1;2; ; ; ; ; ; ; ; ; ; ;131,316395422258
445990;2;1;1;2; ; ; ; ; ; ; ; ; ; ;411,582987642031
445990;3;3;1;2; ; ; ; ; ; ; ; ; ; ;411,582987642031
445991;2;1;1;2; ; ; ; ; ; ; ; ; ; ;315,329952058501
445992;2;1;1;2; ; ; ; ; ; ; ; ; ; ;302,096807172987
445994;2;1;1;2; ; ; ; ; ; ; ; ; ; ;683,556616306899
445994;3;3;1;2; ; ; ; ; ; ; ; ; ; ;683,556616306899
445996;1;3;2;1;ARROZ CARNE PAPA ENSALADA Y JUGO;11110102;2;5;2;19;25000;1; ;2;282,116185931606
445996;3;2;1;2; ; ; ; ; ; ; ; ; ; ;282,116185931606
445998;2;1;1;2; ; ; ; ; ; ; ; ; ; ;605,020771490995
446243;2;2;1;2; ; ; ; ; ; ; ; ; ; ;539,859857505521
446262;2;1;1;2; ; ; ; ; ; ; ; ; ; ;510,88971899429
446262;3;3;1;2; ; ; ; ; ; ; ; ; ; ;510,88971899429
446263;2;1;1;2; ; ; ; ; ; ; ; ; ; ;647,122702052151
446263;3;3;1;2; ; ; ; ; ; ; ; ; ; ;647,122702052151
446263;4;4;1;2; ; ; ; ; ; ; ; ; ; ;647,122702052151
446264;2;2;1;2; ; ; ; ; ; ; ; ; ; ;460,118153042844
446264;3;3;1;2; ; ; ; ; ; ; ; ; ; ;460,118153042844
446264;4;4;1;2; ; ; ; ; ; ; ; ; ; ;460,118153042844
446264;5;5;1;2; ; ; ; ; ; ; ; ; ; ;460,118153042844
446264;6;6;1;2; ; ; ; ; ; ; ; ; ; ;460,118153042844
446351;2;2;1;2; ; ; ; ; ; ; ; ; ; ;739,701157302879
446392;2;2;1;2; ; ; ; ; ; ; ; ; ; ;392,277346264563
446393;2;1;1;2; ; ; ; ; ; ; ; ; ; ;514,417470955059
446393;3;3;1;2; ; ; ; ; ; ; ; ; ; ;514,417470955059
446394;2;1;1;2; ; ; ; ; ; ; ; ; ; ;521,123166396353
446395;1;3;2;1;CHILLA DE ARROZ;11110301;1;1;1;20;500;2; ;2;605,86890284372
446395;2;4;1;1;BOLIS;11110401;4;1;1;20;500;2; ;2;605,86890284372
446395;4;1;1;2; ; ; ; ; ; ; ; ; ; ;605,86890284372
446396;1;4;1;1;DESAYUNO AREPA CON CAFE DE LECHE;11110101;1;1;1;1;4000;9; ;2;499,036094994283
446396;3;1;1;2; ; ; ; ; ; ; ; ; ; ;499,036094994283
446396;4;3;1;2; ; ; ; ; ; ; ; ; ; ;499,036094994283
446396;5;5;1;2; ; ; ; ; ; ; ; ; ; ;499,036094994283
446397;2;1;1;2; ; ; ; ; ; ; ; ; ; ;718,11813439114
446398;2;1;1;2; ; ; ; ; ; ; ; ; ; ;537,193643465367
446399;1;3;1;1;PAPAFRITA;11110301;4;1;1;6;500;2; ;2;585,439285976326
446399;3;1;1;2; ; ; ; ; ; ; ; ; ; ;585,439285976326
446400;1;2;1;1;ALMUERZO CON CARNE ARROZ Y JUGO;11110102;2;1;1;18;5000;2; ;2;434,030874306073
446401;1;1;1;1;EMPANADA DE CARNE;11110411;1;2;1;13;2400;9; ;2;604,512711018907
446401;3;5;1;2; ; ; ; ; ; ; ; ; ; ;604,512711018907
446770;2;2;1;2; ; ; ; ; ; ; ; ; ; ;252,620514194508
446770;3;3;1;2; ; ; ; ; ; ; ; ; ; ;252,620514194508
446770;4;4;1;2; ; ; ; ; ; ; ; ; ; ;252,620514194508
446770;5;5;1;2; ; ; ; ; ; ; ; ; ; ;252,620514194508
446770;6;6;1;2; ; ; ; ; ; ; ; ; ; ;252,620514194508
446820;2;2;1;2; ; ; ; ; ; ; ; ; ; ;490,974906832221
446820;3;3;1;2; ; ; ; ; ; ; ; ; ; ;490,974906832221
446820;4;4;1;2; ; ; ; ; ; ; ; ; ; ;490,974906832221
446820;5;5;1;2; ; ; ; ; ; ; ; ; ; ;490,974906832221
446821;2;2;1;2; ; ; ; ; ; ; ; ; ; ;276,182108925606
446821;3;3;1;2; ; ; ; ; ; ; ; ; ; ;276,182108925606
446822;2;2;1;2; ; ; ; ; ; ; ; ; ; ;313,430496516405
446822;3;3;1;2; ; ; ; ; ; ; ; ; ; ;313,430496516405
446823;2;2;1;2; ; ; ; ; ; ; ; ; ; ;492,585784600224
446823;3;3;1;2; ; ; ; ; ; ; ; ; ; ;492,585784600224
446823;4;4;1;2; ; ; ; ; ; ; ; ; ; ;492,585784600224
446824;2;2;1;2; ; ; ; ; ; ; ; ; ; ;154,505850347995
446824;3;3;1;2; ; ; ; ; ; ; ; ; ; ;154,505850347995
446824;4;4;1;2; ; ; ; ; ; ; ; ; ; ;154,505850347995
446825;1;2;1;1;DETODITO;11110414;4;2;1;4;3000;9; ;2;284,736760882301
446825;2;2;2;1;PLATANO CHICHARRON Y PAPAS;11110411;4;1;1;6;1500;9; ;2;284,736760882301
446827;2;1;1;2; ; ; ; ; ; ; ; ; ; ;417,742942808375
446828;2;1;1;2; ; ; ; ; ; ; ; ; ; ;387,120433458625
446829;1;3;1;1;POLLO FRITO;11110102;2;1;1;1;4000;9; ;2;313,430496516405
446829;3;2;1;2; ; ; ; ; ; ; ; ; ; ;313,430496516405
446850;2;2;1;2; ; ; ; ; ; ; ; ; ; ;516,820681681871
448529;2;2;1;2; ; ; ; ; ; ; ; ; ; ;279,606457426204
448530;1;2;1;1;GASEOSA;11110301;4;1;1;6;1500;3; ;2;222,218538801612
448530;2;2;2;1;MASA DE ARINA;11110411;1;2;1;13;1000;3; ;2;222,218538801612
448530;4;3;1;2; ; ; ; ; ; ; ; ; ; ;222,218538801612
448530;5;4;1;2; ; ; ; ; ; ; ; ; ; ;222,218538801612
448531;2;2;1;2; ; ; ; ; ; ; ; ; ; ;380,769534181822
448531;3;3;1;2; ; ; ; ; ; ; ; ; ; ;380,769534181822
448532;2;2;1;2; ; ; ; ; ; ; ; ; ; ;242,181751215596
448533;2;2;1;2; ; ; ; ; ; ; ; ; ; ;242,948659944001
448533;3;3;1;2; ; ; ; ; ; ; ; ; ; ;242,948659944001
448539;2;2;1;2; ; ; ; ; ; ; ; ; ; ;317,742223916109
448539;3;3;1;2; ; ; ; ; ; ; ; ; ; ;317,742223916109
448540;2;2;1;2; ; ; ; ; ; ; ; ; ; ;348,249430282807
448540;3;3;1;2; ; ; ; ; ; ; ; ; ; ;348,249430282807
448540;4;4;1;2; ; ; ; ; ; ; ; ; ; ;348,249430282807
448543;2;1;1;2; ; ; ; ; ; ; ; ; ; ;516,820681681871
448545;2;2;1;2; ; ; ; ; ; ; ; ; ; ;531,841315879295
448547;2;2;1;2; ; ; ; ; ; ; ; ; ; ;516,820681681871
448552;1;2;1;1;ARROZ CARNE VERDURAS JUGO DE TOMATE SOPA DE VERDURAS;11110102;2;1;3; ;99; ; ;2;424,798805765902
448553;2;2;1;2; ; ; ; ; ; ; ; ; ; ;516,820681681871
448554;2;2;1;2; ; ; ; ; ; ; ; ; ; ;516,820681681871
449110;2;2;1;2; ; ; ; ; ; ; ; ; ; ;282,116185931606
449110;3;3;1;2; ; ; ; ; ; ; ; ; ; ;282,116185931606
449110;4;4;1;2; ; ; ; ; ; ; ; ; ; ;282,116185931606
449111;1;1;2;1;ARROZ PAPA FRIJOL  Y POLLO GUIZADO;11110102;2;10;1;18;6000;1; ;2;605,020771490995
449111;2;1;3;1;ARROZ PAPA ARBEJA Y CARNE Y JUGO;11110102;2;1;1;18;5000;1; ;2;605,020771490995
449112;2;1;1;2; ; ; ; ; ; ; ; ; ; ;700,26726677062
449112;3;3;1;2; ; ; ; ; ; ; ; ; ; ;700,26726677062
449112;4;4;1;2; ; ; ; ; ; ; ; ; ; ;700,26726677062
449113;2;1;1;2; ; ; ; ; ; ; ; ; ; ;282,116185931606
449113;3;2;1;2; ; ; ; ; ; ; ; ; ; ;282,116185931606
449113;4;3;1;2; ; ; ; ; ; ; ; ; ; ;282,116185931606
449113;5;5;1;2; ; ; ; ; ; ; ; ; ; ;282,116185931606
449148;2;2;1;2; ; ; ; ; ; ; ; ; ; ;381,940197598013
449148;3;3;1;2; ; ; ; ; ; ; ; ; ; ;381,940197598013
449149;2;1;1;2; ; ; ; ; ; ; ; ; ; ;605,201812127144
449149;3;3;1;2; ; ; ; ; ; ; ; ; ; ;605,201812127144
449149;4;4;1;2; ; ; ; ; ; ; ; ; ; ;605,201812127144
449149;5;7;1;2; ; ; ; ; ; ; ; ; ; ;605,201812127144
449150;1;2;1;1;GASEOSA CON UN CHITO;11110301;4;1;1;6;1600;2; ;2;465,576030099642
449150;2;3;1;1;GASEOSA;11110301;4;5;1;6;6000;2; ;2;465,576030099642
449221;2;2;1;2; ; ; ; ; ; ; ; ; ; ;154,505850347995
449221;3;3;1;2; ; ; ; ; ; ; ; ; ; ;154,505850347995
449225;2;2;1;2; ; ; ; ; ; ; ; ; ; ;560,410181400435
449225;3;3;1;2; ; ; ; ; ; ; ; ; ; ;560,410181400435
449225;4;4;1;2; ; ; ; ; ; ; ; ; ; ;560,410181400435
449225;5;5;1;2; ; ; ; ; ; ; ; ; ; ;560,410181400435
449225;6;6;1;2; ; ; ; ; ; ; ; ; ; ;560,410181400435
449228;2;2;1;2; ; ; ; ; ; ; ; ; ; ;384,679241817213
449228;3;3;1;2; ; ; ; ; ; ; ; ; ; ;384,679241817213
449228;4;4;1;2; ; ; ; ; ; ; ; ; ; ;384,679241817213
449229;2;2;1;2; ; ; ; ; ; ; ; ; ; ;171,699914643193
449231;1;1;1;1;DESAYUNO Y ALMUERZO;11110102;1;1;1;13;16000;1; ;2;487,745699305272
449231;2;1;2;1;GASEOSA Y JUGOS NATUTALES;11110301;4;2;1;13;9000;1; ;2;487,745699305272
449231;4;3;1;2; ; ; ; ; ; ; ; ; ; ;487,745699305272
449231;5;6;1;2; ; ; ; ; ; ; ; ; ; ;487,745699305272
449231;6;7;1;2; ; ; ; ; ; ; ; ; ; ;487,745699305272
449231;7;8;1;2; ; ; ; ; ; ; ; ; ; ;487,745699305272
449240;2;1;1;2; ; ; ; ; ; ; ; ; ; ;607,830417366471
449426;2;1;1;2; ; ; ; ; ; ; ; ; ; ;529,901608573987
449427;2;1;1;2; ; ; ; ; ; ; ; ; ; ;954,272813818366
449444;2;2;1;2; ; ; ; ; ; ; ; ; ; ;385,899837637919
449444;3;5;1;2; ; ; ; ; ; ; ; ; ; ;385,899837637919
449529;2;1;1;2; ; ; ; ; ; ; ; ; ; ;529,901608573987
449581;1;2;2;1;PAN Y GASEOSA;11110102;2;1;1;6;2000;9; ;2;526,31413753284
449582;2;2;1;2; ; ; ; ; ; ; ; ; ; ;507,474573305899
449582;3;3;1;2; ; ; ; ; ; ; ; ; ; ;507,474573305899
449583;2;2;1;2; ; ; ; ; ; ; ; ; ; ;395,96555914557
449584;2;2;1;2; ; ; ; ; ; ; ; ; ; ;579,835392589537
449586;2;2;1;2; ; ; ; ; ; ; ; ; ; ;559,836340656229
449587;2;2;1;2; ; ; ; ; ; ; ; ; ; ;516,820681681871
449590;2;2;1;2; ; ; ; ; ; ; ; ; ; ;627,829469299778
449592;2;2;1;2; ; ; ; ; ; ; ; ; ; ;516,820681681871
449594;2;2;1;2; ; ; ; ; ; ; ; ; ; ;531,841315879295
450188;2;2;1;2; ; ; ; ; ; ; ; ; ; ;362,34196856823
450188;3;3;1;2; ; ; ; ; ; ; ; ; ; ;362,34196856823
450189;2;1;1;2; ; ; ; ; ; ; ; ; ; ;681,249857663368
450189;3;3;1;2; ; ; ; ; ; ; ; ; ; ;681,249857663368
450189;4;4;1;2; ; ; ; ; ; ; ; ; ; ;681,249857663368
450189;5;5;1;2; ; ; ; ; ; ; ; ; ; ;681,249857663368
450190;2;1;1;2; ; ; ; ; ; ; ; ; ; ;505,05268932734
450191;2;1;1;2; ; ; ; ; ; ; ; ; ; ;393,198023253562
450192;2;1;1;2; ; ; ; ; ; ; ; ; ; ;393,198023253562
450193;2;1;1;2; ; ; ; ; ; ; ; ; ; ;577,501690530677
450194;2;2;1;2; ; ; ; ; ; ; ; ; ; ;393,198023253562
450195;2;2;1;2; ; ; ; ; ; ; ; ; ; ;541,552783263748
450195;3;3;1;2; ; ; ; ; ; ; ; ; ; ;541,552783263748
450196;2;1;1;2; ; ; ; ; ; ; ; ; ; ;525,482306194734
450196;3;3;1;2; ; ; ; ; ; ; ; ; ; ;525,482306194734
450197;2;1;1;2; ; ; ; ; ; ; ; ; ; ;466,1718284441
450198;2;2;1;2; ; ; ; ; ; ; ; ; ; ;393,198023253562
450199;2;2;1;2; ; ; ; ; ; ; ; ; ; ;457,514142833535
450199;3;3;1;2; ; ; ; ; ; ; ; ; ; ;457,514142833535
450200;1;3;1;1;CARNE ENSALADA ARROZ TAJADA Y SOPA;11110102;2;2;1;18;10000;4; ;2;772,701289552029
450200;3;1;1;2; ; ; ; ; ; ; ; ; ; ;772,701289552029
450200;4;4;1;2; ; ; ; ; ; ; ; ; ; ;772,701289552029
450200;5;5;1;2; ; ; ; ; ; ; ; ; ; ;772,701289552029
450200;6;6;1;2; ; ; ; ; ; ; ; ; ; ;772,701289552029
450201;2;1;1;2; ; ; ; ; ; ; ; ; ; ;472,102357743362
450201;3;6;1;2; ; ; ; ; ; ; ; ; ; ;472,102357743362
450201;4;7;1;2; ; ; ; ; ; ; ; ; ; ;472,102357743362
450202;2;1;1;2; ; ; ; ; ; ; ; ; ; ;426,587093790945
450202;3;3;1;2; ; ; ; ; ; ; ; ; ; ;426,587093790945
450202;4;4;1;2; ; ; ; ; ; ; ; ; ; ;426,587093790945
450202;5;5;1;2; ; ; ; ; ; ; ; ; ; ;426,587093790945
450203;2;1;1;2; ; ; ; ; ; ; ; ; ; ;506,479875509411
450204;2;1;1;2; ; ; ; ; ; ; ; ; ; ;466,1718284441
450205;2;1;1;2; ; ; ; ; ; ; ; ; ; ;528,342967438927
450205;3;3;1;2; ; ; ; ; ; ; ; ; ; ;528,342967438927
450205;4;4;1;2; ; ; ; ; ; ; ; ; ; ;528,342967438927
450206;2;2;1;2; ; ; ; ; ; ; ; ; ; ;498,346993886046
450206;3;3;1;2; ; ; ; ; ; ; ; ; ; ;498,346993886046
450207;2;1;1;2; ; ; ; ; ; ; ; ; ; ;556,338360880066
450208;2;2;1;2; ; ; ; ; ; ; ; ; ; ;453,104299348655
450210;1;4;1;1;ARROZ CON CARNE MOLIDA ENSALADA TAJADAS SOPA Y AGUA DE PANELA;11110102;2;2;1;18;10000;9; ;2;391,321195620734
450210;2;5;1;1;ARROZ CARNE MOLIDA ENSALADA TAJADAS SOPA Y AGUA DE PANELA;11110102;2;1;3;24;5000;2; ;2;391,321195620734
450210;4;1;1;2; ; ; ; ; ; ; ; ; ; ;391,321195620734
450210;5;3;1;2; ; ; ; ; ; ; ; ; ; ;391,321195620734
450211;1;3;1;1;CARNE ASADA ARROZ JUGO DE COROSO TAJADA AMARILLA;11110102;2;1;1;18;6000;4; ;2;302,435692473138
450211;3;1;1;2; ; ; ; ; ; ; ; ; ; ;302,435692473138
450212;1;3;1;1;JUGO NARANJA Y EMPANADA DE POLLO;11110101;1;1;1;13;3600;9; ;2;403,174819620742
450212;2;1;1;1;ARROZ CARNE MOLIDA YUCA JUGO DE COROSO;11110102;2;1;1;13;6000;9; ;2;403,174819620742
450213;1;1;2;1;BOLLO SUERO QUESO CAFE DE LECHE;11110101;1;1;1;10;4000;9; ;2;892,076822509712
450213;2;1;3;1;YUCA PESCADO AVENA;11110101;1;1;1;10;4000;9; ;2;892,076822509712
450213;3;3;1;1;EMPANADA AVENA;11110101;1;1;1;10;2200;9; ;2;892,076822509712
450213;4;6;1;1;PAPA FRITA GASEOSA;11110101;1;1;1;10;2500;9; ;2;892,076822509712
450213;5;6;2;1;JUGO DE COROSO ALMOJABANA;11110414;4;1;1;10;2000;9; ;2;892,076822509712
450213;7;5;1;2; ; ; ; ; ; ; ; ; ; ;892,076822509712
450214;1;1;1;1;JUGO NATURAL DE COROSO;11110302;1;1;1;13;1200;9; ;2;525,482306194734
450214;3;3;1;2; ; ; ; ; ; ; ; ; ; ;525,482306194734
450216;2;1;1;2; ; ; ; ; ; ; ; ; ; ;808,011799397221
450216;3;3;1;2; ; ; ; ; ; ; ; ; ; ;808,011799397221
454108;2;1;1;2; ; ; ; ; ; ; ; ; ; ;758,675779223907
454108;3;3;1;2; ; ; ; ; ; ; ; ; ; ;758,675779223907
454109;2;1;1;2; ; ; ; ; ; ; ; ; ; ;302,096807172987
454111;2;2;1;2; ; ; ; ; ; ; ; ; ; ;455,751814905899
454111;3;3;1;2; ; ; ; ; ; ; ; ; ; ;455,751814905899
454112;2;1;1;2; ; ; ; ; ; ; ; ; ; ;352,167934884838
454112;3;3;1;2; ; ; ; ; ; ; ; ; ; ;352,167934884838
454112;4;4;1;2; ; ; ; ; ; ; ; ; ; ;352,167934884838
454112;5;5;1;2; ; ; ; ; ; ; ; ; ; ;352,167934884838
454114;2;2;1;2; ; ; ; ; ; ; ; ; ; ;589,610509732634
454115;2;2;1;2; ; ; ; ; ; ; ; ; ; ;525,129500787393
454116;2;1;1;2; ; ; ; ; ; ; ; ; ; ;494,676955195902
454116;3;3;1;2; ; ; ; ; ; ; ; ; ; ;494,676955195902
454116;4;4;1;2; ; ; ; ; ; ; ; ; ; ;494,676955195902
454118;2;1;1;2; ; ; ; ; ; ; ; ; ; ;738,547751258534
454118;3;3;1;2; ; ; ; ; ; ; ; ; ; ;738,547751258534
454123;2;1;1;2; ; ; ; ; ; ; ; ; ; ;529,901608573987
454125;1;4;1;1;PASTEL Y CAFE CON LECHE;11110101;1;1;1;18;3000;9; ;2;282,116185931606
454125;3;1;1;2; ; ; ; ; ; ; ; ; ; ;282,116185931606
454125;4;2;1;2; ; ; ; ; ; ; ; ; ; ;282,116185931606
454127;1;2;1;1;AREPA CON QUESO Y CHOCOLATE;11110101;1;1;3;19;3500;3; ;2;471,4930961207
454127;3;3;1;2; ; ; ; ; ; ; ; ; ; ;471,4930961207
454128;2;1;1;2; ; ; ; ; ; ; ; ; ; ;898,128272822385
454128;3;3;1;2; ; ; ; ; ; ; ; ; ; ;898,128272822385
454129;2;2;1;2; ; ; ; ; ; ; ; ; ; ;539,859857505521
454130;2;1;1;2; ; ; ; ; ; ; ; ; ; ;410,576447338125
454130;3;3;1;2; ; ; ; ; ; ; ; ; ; ;410,576447338125
454130;4;4;1;2; ; ; ; ; ; ; ; ; ; ;410,576447338125
454131;2;1;1;2; ; ; ; ; ; ; ; ; ; ;360,013731305391
454131;3;3;1;2; ; ; ; ; ; ; ; ; ; ;360,013731305391
454131;4;4;1;2; ; ; ; ; ; ; ; ; ; ;360,013731305391
454131;5;5;1;2; ; ; ; ; ; ; ; ; ; ;360,013731305391
454132;2;1;1;2; ; ; ; ; ; ; ; ; ; ;468,984959791413
454132;3;3;1;2; ; ; ; ; ; ; ; ; ; ;468,984959791413
460076;2;2;1;2; ; ; ; ; ; ; ; ; ; ;194,74947056335
460077;2;2;1;2; ; ; ; ; ; ; ; ; ; ;92,4726233962689
460077;3;3;1;2; ; ; ; ; ; ; ; ; ; ;92,4726233962689
460078;2;2;1;2; ; ; ; ; ; ; ; ; ; ;139,250593903302
460078;3;3;1;2; ; ; ; ; ; ; ; ; ; ;139,250593903302
460078;4;4;1;2; ; ; ; ; ; ; ; ; ; ;139,250593903302
460078;5;5;1;2; ; ; ; ; ; ; ; ; ; ;139,250593903302
460078;6;6;1;2; ; ; ; ; ; ; ; ; ; ;139,250593903302
460079;2;1;1;2; ; ; ; ; ; ; ; ; ; ;88,1361197816214
460079;3;3;1;2; ; ; ; ; ; ; ; ; ; ;88,1361197816214
460079;4;4;1;2; ; ; ; ; ; ; ; ; ; ;88,1361197816214
460080;2;1;1;2; ; ; ; ; ; ; ; ; ; ;109,72625760194
460080;3;3;1;2; ; ; ; ; ; ; ; ; ; ;109,72625760194
460081;2;2;1;2; ; ; ; ; ; ; ; ; ; ;135,28349466278
460081;3;3;1;2; ; ; ; ; ; ; ; ; ; ;135,28349466278
460081;4;4;1;2; ; ; ; ; ; ; ; ; ; ;135,28349466278
460082;2;2;1;2; ; ; ; ; ; ; ; ; ; ;206,958679471891
460082;3;3;1;2; ; ; ; ; ; ; ; ; ; ;206,958679471891
460082;4;4;1;2; ; ; ; ; ; ; ; ; ; ;206,958679471891
460084;2;2;1;2; ; ; ; ; ; ; ; ; ; ;154,714439955084
460085;2;2;1;2; ; ; ; ; ; ; ; ; ; ;159,762758456382
460086;2;2;1;2; ; ; ; ; ; ; ; ; ; ;163,726860511911
460086;3;3;1;2; ; ; ; ; ; ; ; ; ; ;163,726860511911
460087;2;1;1;2; ; ; ; ; ; ; ; ; ; ;281,471198126398
460087;3;3;1;2; ; ; ; ; ; ; ; ; ; ;281,471198126398
460087;4;4;1;2; ; ; ; ; ; ; ; ; ; ;281,471198126398
460087;5;5;1;2; ; ; ; ; ; ; ; ; ; ;281,471198126398
460087;6;6;1;2; ; ; ; ; ; ; ; ; ; ;281,471198126398
460088;2;1;1;2; ; ; ; ; ; ; ; ; ; ;191,143796413149
460089;2;2;1;2; ; ; ; ; ; ; ; ; ; ;159,762758456382
460091;2;1;1;2; ; ; ; ; ; ; ; ; ; ;163,368432606584
460092;2;2;1;2; ; ; ; ; ; ; ; ; ; ;187,896242534537
460093;2;2;1;2; ; ; ; ; ; ; ; ; ; ;114,062761216587
460094;1;3;1;1;ARROZ CON CARNE ASADA MADURO COCIDO ENSALADA Y LIMONADA;11110103;2;1;1;10;7000;3; ;2;213,811907500705
460094;3;2;1;2; ; ; ; ; ; ; ; ; ; ;213,811907500705
460094;4;4;1;2; ; ; ; ; ; ; ; ; ; ;213,811907500705
460097;2;2;1;2; ; ; ; ; ; ; ; ; ; ;132,766770248614
460097;3;3;1;2; ; ; ; ; ; ; ; ; ; ;132,766770248614
460098;2;2;1;2; ; ; ; ; ; ; ; ; ; ;203,662579458928
460099;2;2;1;2; ; ; ; ; ; ; ; ; ; ;114,062761216587
460100;2;1;1;2; ; ; ; ; ; ; ; ; ; ;187,896242534537
460101;2;1;1;2; ; ; ; ; ; ; ; ; ; ;173,060021081783
460102;1;2;1;1;POLLO ASADO CON PAPA;11110102;2;1;1;18;8000;9; ;2;131,316395422258
460103;2;2;1;2; ; ; ; ; ; ; ; ; ; ;138,172620636064
460103;3;3;1;2; ; ; ; ; ; ; ; ; ; ;138,172620636064
460104;2;2;1;2; ; ; ; ; ; ; ; ; ; ;124,835320144017
460104;3;3;1;2; ; ; ; ; ; ; ; ; ; ;124,835320144017
460104;4;4;1;2; ; ; ; ; ; ; ; ; ; ;124,835320144017
460104;5;6;1;2; ; ; ; ; ; ; ; ; ; ;124,835320144017
460104;6;7;1;2; ; ; ; ; ; ; ; ; ; ;124,835320144017
460105;1;4;1;1;AREPA CON MORTADELA Y GASEOSA;11110103;3;1;1;13;3000;9; ;2;264,926381622385
460105;3;2;1;2; ; ; ; ; ; ; ; ; ; ;264,926381622385
460105;4;3;1;2; ; ; ; ; ; ; ; ; ; ;264,926381622385
460105;5;6;1;2; ; ; ; ; ; ; ; ; ; ;264,926381622385
460105;6;7;1;2; ; ; ; ; ; ; ; ; ; ;264,926381622385
460107;2;1;1;2; ; ; ; ; ; ; ; ; ; ;203,86937147224
460107;3;3;1;2; ; ; ; ; ; ; ; ; ; ;203,86937147224
460108;2;1;1;2; ; ; ; ; ; ; ; ; ; ;189,604837585796
460109;2;1;1;2; ; ; ; ; ; ; ; ; ; ;182,07244163861
460109;3;3;1;2; ; ; ; ; ; ; ; ; ; ;182,07244163861
460110;2;2;1;2; ; ; ; ; ; ; ; ; ; ;194,74947056335
460111;2;1;1;2; ; ; ; ; ; ; ; ; ; ;188,254670439864
460111;3;3;1;2; ; ; ; ; ; ; ; ; ; ;188,254670439864
460114;2;1;1;2; ; ; ; ; ; ; ; ; ; ;173,418448987111
460114;3;3;1;2; ; ; ; ; ; ; ; ; ; ;173,418448987111
460117;2;1;1;2; ; ; ; ; ; ; ; ; ; ;131,316395422258
460118;1;2;1;1;EMPANADAS;11110405;4;2;1;19;1000;9; ;2;236,180524900644
460118;2;2;2;1;AVENA;11110305;4;1;1;19;1000;9; ;2;236,180524900644
460118;4;3;1;2; ; ; ; ; ; ; ; ; ; ;236,180524900644
460122;2;1;1;2; ; ; ; ; ; ; ; ; ; ;163,368432606584
466459;2;2;1;2; ; ; ; ; ; ; ; ; ; ;241,363175159203
466677;2;3;1;2; ; ; ; ; ; ; ; ; ; ;484,742640279212
466678;2;2;1;2; ; ; ; ; ; ; ; ; ; ;313,430496516405
466678;3;3;1;2; ; ; ; ; ; ; ; ; ; ;313,430496516405
466679;2;2;1;2; ; ; ; ; ; ; ; ; ; ;154,505850347995
466679;3;3;1;2; ; ; ; ; ; ; ; ; ; ;154,505850347995
466679;4;4;1;2; ; ; ; ; ; ; ; ; ; ;154,505850347995
466680;2;2;1;2; ; ; ; ; ; ; ; ; ; ;420,913912377971
466680;3;3;1;2; ; ; ; ; ; ; ; ; ; ;420,913912377971
466680;4;4;1;2; ; ; ; ; ; ; ; ; ; ;420,913912377971
466682;2;2;1;2; ; ; ; ; ; ; ; ; ; ;240,766014421242
466682;3;3;1;2; ; ; ; ; ; ; ; ; ; ;240,766014421242
466683;1;2;1;1;DESAYUNOS;11110101;1;7;1;1;20000;1; ;2;355,98550618311
466683;2;3;1;1;ALMUERZO;11110102;2;1;1;1;10000;5; ;2;355,98550618311
466684;2;2;1;2; ; ; ; ; ; ; ; ; ; ;280,425033482596
466685;2;2;1;2; ; ; ; ; ; ; ; ; ; ;154,505850347995
466685;3;3;1;2; ; ; ; ; ; ; ; ; ; ;154,505850347995
466687;2;2;1;2; ; ; ; ; ; ; ; ; ; ;419,498175583616
466687;3;3;1;2; ; ; ; ; ; ; ; ; ; ;419,498175583616
466687;4;4;1;2; ; ; ; ; ; ; ; ; ; ;419,498175583616
