DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;NC2R_CE1_P1;NH_CGPRCFH_P1;NH_CGPRCFH_P1S1;NH_CGPRCFH_P1S2;NH_CGPRCFH_P2;NH_CGPRCFH_P3;NH_CGPRCFH_P4;NH_CGPRCFH_P5;NH_CGPRCFH_P6;NH_CGPRCFH_P7;NH_CGPRCFH_P8;FEX_C
261976;2;2;1;1;EMPANADAS;11110405;4;1;1;13;500;2; ;2;439,484712715705
261976;3;2;2;1;JUGO NATURAL;11110302;4;1;1;20;2000;2; ;2;439,484712715705
261976;4;2;3;1;SOPA ARROZ YCARNE;11110102;2;1;3;6;5000;2; ;2;439,484712715705
263546;1;2;1;1;EMPANADAS GASEOSAS;11110414;4;1;1;6;2000;3; ;2;250,395411667428
263546;2;3;1;1;PAPITAS Y REFRESCO;11110414;4;3;1;20;2000;2; ;2;250,395411667428
263546;4;4;1;2; ; ; ; ; ; ; ; ; ; ;250,395411667428
263546;5;5;1;2; ; ; ; ; ; ; ; ; ; ;250,395411667428
263548;1;3;1;1;PASTEL DE POLLO;11110405;4;2;1;19;2000;3; ;2;273,562509125792
263548;2;3;2;1;GASEOSA;11110301;4;1;1;19;1500;3; ;2;273,562509125792
263548;3;4;1;1;PASTEL GALA Y REFRESCO;11110414;4;3;1;19;3600;2; ;2;273,562509125792
263548;5;2;1;2; ; ; ; ; ; ; ; ; ; ;273,562509125792
263550;1;5;1;1;GALLETAS DULCES REFRESCO;11110301;4;1;1;19;650;2; ;2;132,137309722481
263550;3;2;1;2; ; ; ; ; ; ; ; ; ; ;132,137309722481
263550;4;3;1;2; ; ; ; ; ; ; ; ; ; ;132,137309722481
263550;5;4;1;2; ; ; ; ; ; ; ; ; ; ;132,137309722481
263553;1;4;1;1;AREPA CON JAMON Y QUESO Y GASEOSA;11110414;4;1;3;6;2500;9; ;2;136,451262881602
263553;3;1;1;2; ; ; ; ; ; ; ; ; ; ;136,451262881602
263553;4;3;1;2; ; ; ; ; ; ; ; ; ; ;136,451262881602
263554;1;3;1;1;PASTEL Y REFRESCO Y GALLETAS;11110414;4;1;1;19;2300;4; ;2;169,763388809279
263554;3;2;1;2; ; ; ; ; ; ; ; ; ; ;169,763388809279
263554;4;4;1;2; ; ; ; ; ; ; ; ; ; ;169,763388809279
263554;5;5;1;2; ; ; ; ; ; ; ; ; ; ;169,763388809279
263595;2;2;1;2; ; ; ; ; ; ; ; ; ; ;202,001111953607
263595;3;3;1;2; ; ; ; ; ; ; ; ; ; ;202,001111953607
263595;4;4;1;2; ; ; ; ; ; ; ; ; ; ;202,001111953607
263597;1;3;1;1;PAPAS FRITAS CHITOS  BOMBONES CHICLES MAQUILLAJE;11110105;2;3;1;13;30000;5; ;2;226,705318029964
263597;2;4;1;1;PAPAS FRITAS PLATANITOS FRITOS CHOCLITOS BOMBONES GALLETAS DULCES CHICLES;11110105;2;1;1;6;20000;4; ;2;226,705318029964
263597;4;2;1;2; ; ; ; ; ; ; ; ; ; ;226,705318029964
263598;1;4;2;1;PAPAS FRITAS JUGOS ARTIFICIALES DULCES;11110405;2;1;1;6;2000;3; ;2;236,404489736025
263598;3;1;1;2; ; ; ; ; ; ; ; ; ; ;236,404489736025
263598;4;3;1;2; ; ; ; ; ; ; ; ; ; ;236,404489736025
263599;2;1;1;2; ; ; ; ; ; ; ; ; ; ;206,382198830177
263599;3;3;1;2; ; ; ; ; ; ; ; ; ; ;206,382198830177
263599;4;4;1;2; ; ; ; ; ; ; ; ; ; ;206,382198830177
265300;2;1;1;2; ; ; ; ; ; ; ; ; ; ;329,31153861655
265300;3;3;1;2; ; ; ; ; ; ; ; ; ; ;329,31153861655
265301;2;2;1;2; ; ; ; ; ; ; ; ; ; ;570,8967463183
265302;2;2;1;2; ; ; ; ; ; ; ; ; ; ;383,564374148823
265302;3;3;1;2; ; ; ; ; ; ; ; ; ; ;383,564374148823
265302;4;4;1;2; ; ; ; ; ; ; ; ; ; ;383,564374148823
265303;2;2;1;2; ; ; ; ; ; ; ; ; ; ;648,178985589027
265303;3;3;1;2; ; ; ; ; ; ; ; ; ; ;648,178985589027
265305;1;2;1;1;PIZZA DE CHAMPINONES Y GASEOSA;11110103;3;1;1;19;5000;9; ;2;376,09066488873
265306;1;1;1;1;HAMBURGUESA CON GASEOSA;11110103;3;2;1;19;11000;4; ;2;487,68218093341
265306;2;4;1;1;PAN AGUA DE PANELA CON LECHE Y BANANO;11110101;1;1;3;10;1500;3; ;2;487,68218093341
265306;4;3;1;2; ; ; ; ; ; ; ; ; ; ;487,68218093341
265307;1;4;2;1;AGUA SIN GAS EN BOLSA;01220101;4;2;1;6;2000;2; ;2;521,733674599851
265307;2;4;3;1;CHOCOCONO;11110401;4;1;1;6;2500;9; ;2;521,733674599851
265307;4;1;1;2; ; ; ; ; ; ; ; ; ; ;521,733674599851
265308;2;2;1;2; ; ; ; ; ; ; ; ; ; ;583,034779310716
265308;3;3;1;2; ; ; ; ; ; ; ; ; ; ;583,034779310716
265314;2;1;1;2; ; ; ; ; ; ; ; ; ; ;163,839839452328
265314;3;3;1;2; ; ; ; ; ; ; ; ; ; ;163,839839452328
265316;1;2;1;1;MANUTENCION DE HIJAS DEL HOGAR ANTERIOR;11110102;3;1;1;20;200000;5; ;2;267,638959768841
265317;2;2;1;2; ; ; ; ; ; ; ; ; ; ;191,227537464197
265318;2;2;1;2; ; ; ; ; ; ; ; ; ; ;196,077562596657
266081;1;4;1;1;GASEOSA;11110301;4;1;1;6;500;3; ;2;438,790649135772
266081;2;4;2;1;PAN;11110403;4;1;1;6;300;3; ;2;438,790649135772
266081;3;3;1;1;SOPAS Y ARROZ;11110102;2;1;1;18;4000;9; ;2;438,790649135772
266081;5;1;1;2; ; ; ; ; ; ; ; ; ; ;438,790649135772
266082;2;1;1;2; ; ; ; ; ; ; ; ; ; ;438,124330228756
266086;2;1;1;2; ; ; ; ; ; ; ; ; ; ;488,355267341008
266089;1;1;1;1;GASEOSA;11110301;4;1;1;6;3000;3; ;2;469,868999142335
266089;2;4;1;1;BOLI;11110401;4;1;1;16;500;3; ;2;469,868999142335
266089;3;4;2;1;EMPANADA;11110405;4;2;1;16;900;3; ;2;469,868999142335
266089;4;4;3;1;DEDITO;11110405;4;1;1;16;200;3; ;2;469,868999142335
266089;5;4;4;1;CRISPETAS;11110411;4;1;1;16;200;3; ;2;469,868999142335
266089;6;4;5;1;CHICHARRON;11110405;4;1;1;16;200;3; ;2;469,868999142335
266089;7;3;1;1;EMPANADA;11110105;4;2;1;16;10000;2; ;2;469,868999142335
266089;8;3;2;1;GASEOSA;11110301;4;1;1;16;1500;2; ;2;469,868999142335
266089;9;3;3;1;ARROZ CARNE SOPA TAJADA ENSALADA Y JUGO;11110102;2;1;1;18;5000;9; ;2;469,868999142335
266449;1;3;2;1;ENSALADA DE FRUTAS;11110402;4;1;1;16;7000;3; ;2;922,490853573396
266449;3;1;1;2; ; ; ; ; ; ; ; ; ; ;922,490853573396
266449;4;4;1;2; ; ; ; ; ; ; ; ; ; ;922,490853573396
266450;1;1;1;1;ARROZ SANCOCHO POLLO JUGO ENSALADA;11110102;2;5;1;18;25000;2; ;2;638,863309633705
266451;1;1;1;1;EMPANADA;11110105;4;1;1;13;1000;9; ;2;769,073894781406
266451;2;1;2;1;ARROZ HUEVO CAFE;11110101;1;1;1;13;4000;9; ;2;769,073894781406
266451;3;3;1;1;SOPA ARROZ CARNE JUGO;11110102;2;5;1;18;25000;3; ;2;769,073894781406
266452;1;2;1;1;SOPA ARROZ CARNE ENSALADA PLATANO JUGO;11110102;2;6;1;18;42000;1; ;2;630,239831285415
266452;2;2;2;1;EMPANADA;11110405;4;2;1;19;1000;9; ;2;630,239831285415
266452;3;3;1;1;PAN QUESO LECHE CHOCOLATE;11110101;1;5;3; ;10000; ; ;1;630,239831285415
266452;4;3;2;1;FRIJOLES ARROZ ENSALADA JUGO;11110102;2;5;3;19;25000;9; ;1;630,239831285415
266452;5;4;1;1;PAN QUESO LECHE;11110101;1;5;3;6;10000;9; ;1;630,239831285415
266452;6;4;2;1;FRIJOLES ARROZ PLATANO JUGO ENSALADA;11110102;2;5;3;18;25000;1; ;1;630,239831285415
266452;7;5;1;1;PAN QUESO CHOCOLATE LECHE;11110101;1;5;3; ;10000; ; ;1;630,239831285415
266452;8;5;2;1;ARROZ FRIJOLES ENSALADA PLATANO JUGO;11110102;2;5;3;16;25000;2; ;1;630,239831285415
266863;2;1;1;2; ; ; ; ; ; ; ; ; ; ;487,27097011501
266864;1;2;1;1;PAPAS;11110411;4;2;1;6;1000;9; ;2;498,332522260396
266864;2;2;2;1;CONFITES;11110412;4;1;1;6;500;9; ;2;498,332522260396
266892;1;3;2;1;POLLO ASADO PAPA AREPA;11110105;3;1;1;18;4500;3; ;2;270,408674557236
266892;2;4;1;1;PAPA FRITA;11110411;4;5;1;6;1200;3; ;2;270,408674557236
266892;3;4;2;1;HELADO;11110401;4;1;1;6;1000;3; ;2;270,408674557236
266892;4;5;1;1;EMPANADAS;11110405;4;2;1;19;2000;2; ;2;270,408674557236
266892;5;5;2;1;EMVUELTOS;11110405;4;3;1;19;1500;9; ;2;270,408674557236
266892;7;1;1;2; ; ; ; ; ; ; ; ; ; ;270,408674557236
266893;1;1;1;1;PAPA FRITA;11110411;4;1;1;6;1500;3; ;2;270,408674557236
266893;2;4;1;1;CHITOS;11110411;4;1;1;6;600;2; ;2;270,408674557236
266893;3;4;2;1;HELADOS;11110401;4;1;1;6;1000;3; ;2;270,408674557236
266893;5;3;1;2; ; ; ; ; ; ; ; ; ; ;270,408674557236
266896;1;2;1;1;ALMUERZO SOPA ARROZ CARNE;11110102;2;1;3;6;5000;2; ;2;484,582374904337
266896;3;3;1;2; ; ; ; ; ; ; ; ; ; ;484,582374904337
266897;1;1;1;1;ALMUERZO SOPA ARROZ;11110102;2;7;1;18;49000;3; ;2;670,472184949413
266897;3;3;1;2; ; ; ; ; ; ; ; ; ; ;670,472184949413
266898;1;2;1;1;CAFE CON EMPANADAS;11110414;4;1;1;19;2000;9; ;2;377,30223092834
266898;2;3;1;1;GASEOSAS;11110301;4;1;1;6;20000;3; ;2;377,30223092834
266898;4;4;1;2; ; ; ; ; ; ; ; ; ; ;377,30223092834
266900;1;5;3;1;EMPANADAS;11110405;4;1;1;20;300;3; ;2;270,408674557236
266900;2;3;1;1;PAPAS;11110411;4;2;1;6;2000;9; ;2;270,408674557236
266900;3;3;2;1;BOMBON;11110412;4;4;1;6;800;9; ;2;270,408674557236
266900;4;3;3;1;CHITOS;11110411;4;1;1;6;1000;9; ;2;270,408674557236
266900;5;3;4;1;SOPA ARROZ CARNE ZANAHORIA PAPA JUGO;11110102;2;1;3; ;5000; ; ;2;270,408674557236
266900;6;1;1;1;SOPA ARROZ FRIJOL CARNE JUGO;11110102;2;6;1;18;27000;3; ;2;270,408674557236
266900;7;6;1;1;PAPAS;11110411;4;2;1;6;2400;9; ;2;270,408674557236
266901;1;2;1;1;PAPAS;11110411;4;1;1;6;1500;9; ;2;367,643281209348
266901;2;2;2;1;JUGO;11110301;4;1;1;6;1500;9; ;2;367,643281209348
266902;1;2;1;1;PAPAS FRITAS;11110411;4;1;1;19;500;9; ;2;270,408674557236
266902;2;3;1;1;PAPAS FRITAS;11110411;4;1;1;19;600;9; ;2;270,408674557236
266902;3;3;2;1;JUGOS;11110301;4;1;1;19;500;9; ;2;270,408674557236
266902;5;4;1;2; ; ; ; ; ; ; ; ; ; ;270,408674557236
266933;1;1;1;1;ALMUERZO SOPA ARROZ CARNE PAPA;11110102;2;1;1;18;6000;3; ;2;300,500895180885
266934;2;2;1;2; ; ; ; ; ; ; ; ; ; ;490,78634528017
266936;1;3;2;1;PAPAS FRITAS;11110411;4;3;3;19;3000;3; ;2;421,377046185883
266936;3;1;1;2; ; ; ; ; ; ; ; ; ; ;421,377046185883
266937;1;2;1;1;PERRO CALIENTE CON GASEOSA;11110405;2;1;3;13;2500;2; ;2;362,687772932851
266937;2;2;2;1;FRITURAS;11110411;4;1;3; ;600; ; ;2;362,687772932851
266937;3;2;3;1;JUGOS EN BOLSA;11110301;4;2;3;13;200;9; ;2;362,687772932851
266937;4;2;4;1;BONBONBUM;11110412;4;2;1;6;400;9; ;2;362,687772932851
266937;6;3;1;2; ; ; ; ; ; ; ; ; ; ;362,687772932851
266937;7;4;1;2; ; ; ; ; ; ; ; ; ; ;362,687772932851
266939;1;1;2;1;SOPA ARROZ POLLO FRIJOL JUGO;11110102;2;2;1;18;12000;9; ;2;298,023141042636
266939;2;3;1;1;GASEOSA;11110301;4;2;1;6;2000;9; ;2;298,023141042636
266940;2;1;1;2; ; ; ; ; ; ; ; ; ; ;663,223092700937
266940;3;3;1;2; ; ; ; ; ; ; ; ; ; ;663,223092700937
266940;4;5;1;2; ; ; ; ; ; ; ; ; ; ;663,223092700937
274711;1;1;1;1;ARROZ CARNE ENSALADA JUGO;11110102;2;3;1;18;15000;2; ;2;633,165881636822
274714;1;2;1;1;SOPA ARROZ LENTEJAS CARNE JUGO;11110102;2;7;1;18;32000;3; ;2;641,920354460525
277772;1;1;1;1;AMBURGUESA;11110103;3;1;1;16;5000;9; ;2;844,720659315587
277772;2;1;2;1;SALCHI PAPAS;11110103;3;2;1;16;6000;9; ;2;844,720659315587
277772;3;1;3;1;GASEOSA;11110301;4;2;1;16;3200;9; ;2;844,720659315587
277773;1;1;4;1;HAMBURGUESA CON CARNE Y ENSALADA;11110103;3;1;6;19;6000;1; ;2;715,058784164329
277773;2;1;5;1;SALCHIPAPAS SALCHICHAS CON PAPAS FRITAS;11110103;4;1;1;16;4500;4; ;2;715,058784164329
277774;1;1;7;1;AMBURGUESA;11110414;4;1;1;13;5000;9; ;2;432,52637181996
277774;2;1;8;1;GASEOSA;11110301;4;1;1;13;1500;9; ;2;432,52637181996
277774;3;3;1;1;GASEOSA;11110301;4;3;2;19;10000;1; ;2;432,52637181996
277774;4;3;2;1;ARROZ CON CARNE Y PAPA;11110101;1;1;3; ;3000; ; ;2;432,52637181996
277774;5;3;3;1;JUGO;11110101;1;1;3; ;2000; ; ;2;432,52637181996
277774;6;4;1;1;JUGOS;11110302;1;1;1;6;800;2; ;2;432,52637181996
277774;7;4;2;1;EMPANADA;11110405;4;1;3;6;500;2; ;2;432,52637181996
277774;8;4;3;1;PAPAS FRITAS;11110412;4;1;3;13;1000;9; ;2;432,52637181996
277775;1;1;1;1;CAFE;11110201;4;1;1;16;800;4; ;2;660,11643302975
277775;2;1;2;1;GASEOSA;11110302;4;1;1;16;1500;3; ;2;660,11643302975
277775;3;1;3;1;EMPANADA;11110405;1;1;1;16;1500;3; ;2;660,11643302975
277776;1;2;1;1;GASEOSA;11110101;4;1;3;6;1000;3; ;2;639,257516758693
277776;2;2;2;1;EMPANADA;11110405;4;1;3;6;2000;9; ;2;639,257516758693
277776;3;2;3;1;DULCES;11110412;4;5;3;19;1500;2; ;2;639,257516758693
277777;2;1;1;2; ; ; ; ; ; ; ; ; ; ;851,780325045116
277779;1;1;6;1;SALCHIPAPAS CON GASEOSA;11110407;4;2;1;19;10000;4; ;2;646,698013723936
277780;1;4;4;1;AGUA SIN GAS;01220101;4;6;1;6;12000;3; ;2;664,570461458814
277780;2;5;1;1;BOLIS Y JUGOS EMPACADOS;11110301;4;5;1;6;2000;3; ;2;664,570461458814
277780;4;1;1;2; ; ; ; ; ; ; ; ; ; ;664,570461458814
277780;5;3;1;2; ; ; ; ; ; ; ; ; ; ;664,570461458814
277781;2;1;1;2; ; ; ; ; ; ; ; ; ; ;801,903957241865
277880;2;2;1;2; ; ; ; ; ; ; ; ; ; ;270,408674557236
277881;2;2;1;2; ; ; ; ; ; ; ; ; ; ;782,663395629526
277882;1;3;1;1;ALMUERZO SOPA ARROZ;11110102;2;1;1;18;4000;4; ;2;800,424105516105
277882;2;7;1;1;CHORIZO Y GASEOSA;11110407;4;1;1;19;3000;9; ;2;800,424105516105
277882;3;8;1;1;ALMUERZO SOPA ARROZ;11110102;2;2;1;18;8000;3; ;2;800,424105516105
277882;4;8;2;1;GASEOSA;11110301;4;3;1;6;3000;3; ;2;800,424105516105
277882;6;1;1;2; ; ; ; ; ; ; ; ; ; ;800,424105516105
277882;7;4;1;2; ; ; ; ; ; ; ; ; ; ;800,424105516105
277882;8;5;1;2; ; ; ; ; ; ; ; ; ; ;800,424105516105
277882;9;6;1;2; ; ; ; ; ; ; ; ; ; ;800,424105516105
277884;1;1;1;1;SOPA ARROZ CARNE LENTEJA PLATANO JUGO;11110102;2;2;1;18;16000;3; ;2;731,113515870292
277888;2;2;1;2; ; ; ; ; ; ; ; ; ; ;450,759836978342
277889;2;1;1;2; ; ; ; ; ; ; ; ; ; ;585,838420969342
277889;3;3;1;2; ; ; ; ; ; ; ; ; ; ;585,838420969342
277890;2;2;1;2; ; ; ; ; ; ; ; ; ; ;380,198600703807
277891;1;3;1;1;GASEOSA;11110301;4;1;1;6;500;2; ;2;350,362670407083
277891;2;3;2;1;PAN;11110404;4;1;1;6;300;2; ;2;350,362670407083
277891;4;1;1;2; ; ; ; ; ; ; ; ; ; ;350,362670407083
277892;1;2;1;1;GASEOSA;11110301;4;1;1;6;600;2; ;2;566,701514132433
277892;2;2;2;1;YUPIS;11110411;4;1;1;6;1000;2; ;2;566,701514132433
277892;3;4;1;1;SOPAS Y ARROZ;11110102;2;1;1;18;5000;1; ;2;566,701514132433
277892;5;3;1;2; ; ; ; ; ; ; ; ; ; ;566,701514132433
277892;6;5;1;2; ; ; ; ; ; ; ; ; ; ;566,701514132433
277893;1;1;1;1;EMPANADA;11110405;4;3;1;20;1500;3; ;2;442,3883809694
277893;2;1;2;1;GASEOSA;11110301;4;6;1;16;6000;3; ;2;442,3883809694
277893;3;1;3;1;TINTO;11110201;1;1;1;16;1600;3; ;2;442,3883809694
277893;4;1;4;1;FRUTAS;11110402;4;5;1;16;2500;3; ;2;442,3883809694
277893;5;1;5;1;PAN;11110404;1;3;1;6;1500;3; ;2;442,3883809694
277893;6;2;1;1;YOGURT;11110304;4;6;1;6;6000;3; ;2;442,3883809694
277893;7;2;2;1;AVENA;11110301;4;3;1;6;3600;3; ;2;442,3883809694
277917;2;1;1;2; ; ; ; ; ; ; ; ; ; ;602,070273857791
277918;2;1;1;2; ; ; ; ; ; ; ; ; ; ;1555,7643355385
277920;2;1;1;2; ; ; ; ; ; ; ; ; ; ;1192,04779602615
277920;3;3;1;2; ; ; ; ; ; ; ; ; ; ;1192,04779602615
277922;2;1;1;2; ; ; ; ; ; ; ; ; ; ;538,654093005558
277922;3;3;1;2; ; ; ; ; ; ; ; ; ; ;538,654093005558
277923;2;2;1;2; ; ; ; ; ; ; ; ; ; ;858,588118947358
277927;2;2;1;2; ; ; ; ; ; ; ; ; ; ;380,198600703807
277928;1;3;1;1;GASEOSA;11110301;4;1;1;6;600;2; ;2;773,393401886535
277928;2;3;2;1;GALLETAS;11110403;4;1;1;6;500;2; ;2;773,393401886535
277928;3;4;1;1;MEKATOS;11110411;4;1;1;6;200;1; ;2;773,393401886535
277928;4;4;2;1;DULCES;11110412;4;1;1;6;200;1; ;2;773,393401886535
277928;5;5;1;1;MEKATOS;11110411;4;1;1;19;1000;1; ;2;773,393401886535
277928;6;6;1;1;GALLETAS;11110403;4;1;1;19;500;1; ;2;773,393401886535
277928;7;6;2;1;GASEOSA;11110301;4;1;1;19;500;1; ;2;773,393401886535
277928;9;1;1;2; ; ; ; ; ; ; ; ; ; ;773,393401886535
277929;2;2;1;2; ; ; ; ; ; ; ; ; ; ;450,18373617552
277929;3;3;1;2; ; ; ; ; ; ; ; ; ; ;450,18373617552
277930;2;1;1;2; ; ; ; ; ; ; ; ; ; ;380,198600703807
277934;1;3;7;1;BOLIS;11110401;4;1;1;16;200;1; ;2;450,18373617552
277934;2;3;8;1;PAPITA;11110411;4;1;1;16;200;2; ;2;450,18373617552
277934;3;3;9;1;AGUA;01220101;4;,1;1;16;100;2; ;2;450,18373617552
277934;4;3;10;1;GALLETA;11110403;4;1;1;16;200;2; ;2;450,18373617552
277934;6;1;1;2; ; ; ; ; ; ; ; ; ; ;450,18373617552
277975;2;2;1;2; ; ; ; ; ; ; ; ; ; ;488,97904416111
277975;3;3;1;2; ; ; ; ; ; ; ; ; ; ;488,97904416111
277975;4;4;1;2; ; ; ; ; ; ; ; ; ; ;488,97904416111
277975;5;5;1;2; ; ; ; ; ; ; ; ; ; ;488,97904416111
277975;6;6;1;2; ; ; ; ; ; ; ; ; ; ;488,97904416111
279116;2;2;1;2; ; ; ; ; ; ; ; ; ; ;234,238835097936
279116;3;3;1;2; ; ; ; ; ; ; ; ; ; ;234,238835097936
279117;2;2;1;2; ; ; ; ; ; ; ; ; ; ;238,552788257057
279118;1;2;2;1;ARROZ FRIJOL CARNE DE CERDO TAJADAS MADURAS JUGO SOPA;11110102;2;2;1;18;12000;3; ;2;344,429564468431
279118;3;1;1;2; ; ; ; ; ; ; ; ; ; ;344,429564468431
279118;4;4;1;2; ; ; ; ; ; ; ; ; ; ;344,429564468431
279119;1;1;1;1;ARROZ FRIJOL SOPA CARNE CAFE TAJADAS DE PLATANO;11110102;2;5;1;20;12500;1; ;2;238,552788257057
279119;2;1;2;1;AREPA HUEVO CHOCOLATE;11110101;1;5;1;20;10000;1; ;2;238,552788257057
279119;3;1;3;1;ARROZ SOPA ENSALADA TAJADAS CARNE O POLLO CAFE;11110103;3;5;1;20;12500;1; ;2;238,552788257057
279120;2;1;1;2; ; ; ; ; ; ; ; ; ; ;244,476337614008
279120;3;3;1;2; ; ; ; ; ; ; ; ; ; ;244,476337614008
279120;4;4;1;2; ; ; ; ; ; ; ; ; ; ;244,476337614008
279121;2;1;1;2; ; ; ; ; ; ; ; ; ; ;163,839839452328
279121;3;3;1;2; ; ; ; ; ; ; ; ; ; ;163,839839452328
279122;2;1;1;2; ; ; ; ; ; ; ; ; ; ;194,451576676578
279122;3;3;1;2; ; ; ; ; ; ; ; ; ; ;194,451576676578
279123;2;2;1;2; ; ; ; ; ; ; ; ; ; ;170,314971946009
279124;2;1;1;2; ; ; ; ; ; ; ; ; ; ;196,077562596657
279125;2;1;1;2; ; ; ; ; ; ; ; ; ; ;258,407847759812
279127;1;4;1;1;ARROZ ENSALADA JUGO Y GRANOS SECOS CALDOS TAJADAS DE PLATANO MADURO;11110102;2;6;1;16;42000;2; ;2;207,924661310558
279127;3;1;1;2; ; ; ; ; ; ; ; ; ; ;207,924661310558
279127;4;3;1;2; ; ; ; ; ; ; ; ; ; ;207,924661310558
279127;5;5;1;2; ; ; ; ; ; ; ; ; ; ;207,924661310558
279127;6;6;1;2; ; ; ; ; ; ; ; ; ; ;207,924661310558
279128;2;1;1;2; ; ; ; ; ; ; ; ; ; ;487,27097011501
279129;1;1;1;1;CAFE CON PAN;11110414;4;6;3;13;6000;2; ;2;484,793215976762
279129;2;1;2;1;ALMUERZO SOPA ARROZ CARNE PAPA;11110102;2;6;3; ;30000; ; ;2;484,793215976762
279129;3;3;1;1;PAPAS FRITAS;11110412;4;4;1;6;1000;3; ;2;484,793215976762
279129;4;3;2;1;GASEOSA;11110301;4;4;1;6;4000;3; ;2;484,793215976762
279129;5;3;3;1;CHICLE;11110412;4;4;1;6;400;3; ;2;484,793215976762
279130;1;1;1;1;ALMUERZO SOPA ARROZ;11110102;2;1;1;18;5000;5; ;2;550,687139905888
279131;2;3;1;2; ; ; ; ; ; ; ; ; ; ;270,408674557236
279132;1;1;2;1;ARROZ HUEVOS PAPA CAFE;11110101;1;1;1;18;5000;3; ;2;421,377046185883
279132;2;1;3;1;SOPA ARROZ LENTEJA POLLO PAPA JUGO;11110102;2;1;1;18;8000;3; ;2;421,377046185883
279132;3;3;1;1;GALLETAS;11110403;4;1;1;6;1000;9; ;2;421,377046185883
279132;4;3;2;1;CHITO;11110411;4;1;1;6;1000;9; ;2;421,377046185883
279133;1;3;4;1;ARROZ HUEVOS PAPA FRITA CAFE;11110101;1;1;1;18;4000;3; ;2;270,408674557236
279133;2;3;5;1;SOPA ARROZ CARNE FRIJOL PAPA JUGO;11110102;2;1;1;18;8000;3; ;2;270,408674557236
279133;4;1;1;2; ; ; ; ; ; ; ; ; ; ;270,408674557236
279136;2;2;1;2; ; ; ; ; ; ; ; ; ; ;572,593733164467
279136;3;3;1;2; ; ; ; ; ; ; ; ; ; ;572,593733164467
279138;1;3;1;1;SOPAS CON HUESO Y  ARROZ;11110102;2;1;1;18;5000;9; ;2;413,794870382514
279138;3;1;1;2; ; ; ; ; ; ; ; ; ; ;413,794870382514
279138;4;2;1;2; ; ; ; ; ; ; ; ; ; ;413,794870382514
279138;5;5;1;2; ; ; ; ; ; ; ; ; ; ;413,794870382514
279139;2;1;1;2; ; ; ; ; ; ; ; ; ; ;292,436940882134
279139;3;3;1;2; ; ; ; ; ; ; ; ; ; ;292,436940882134
279140;1;3;1;1;SOPAS ARROZ CARNE TAJADAS JUGO;11110102;2;1;3;18;6000;3; ;2;638,97302633529
279140;2;4;1;1;GASEOSA;11110301;4;1;1;19;700;2; ;2;638,97302633529
279140;3;4;2;1;EMPANADAS;11110405;4;1;1;19;500;2; ;2;638,97302633529
279140;4;4;3;1;MEKATO;11110411;4;1;1;19;500;2; ;2;638,97302633529
279140;6;1;1;2; ; ; ; ; ; ; ; ; ; ;638,97302633529
279141;1;3;2;1;EMPANADA;11110405;4;1;1;19;500;2; ;2;504,578161234992
279141;2;3;3;1;JUGO;11110301;4;1;1;19;500;2; ;2;504,578161234992
279141;4;1;1;2; ; ; ; ; ; ; ; ; ; ;504,578161234992
279141;5;4;1;2; ; ; ; ; ; ; ; ; ; ;504,578161234992
279142;2;2;1;2; ; ; ; ; ; ; ; ; ; ;364,521843077501
279142;3;3;1;2; ; ; ; ; ; ; ; ; ; ;364,521843077501
279143;1;2;1;1;2;11110404;4;2;1;6;400;9; ;2;471,14449910464
279143;2;3;1;1;ARROZ CARNE TAJADA SOPAS Y JUGOS;11110102;2;1;1;1;5000;2; ;2;471,14449910464
279143;3;3;2;1;DEDITO;11110405;4;1;1;20;500;2; ;2;471,14449910464
279143;4;4;1;1;ARROZ CARNE SOPA TAJADA YJUGO;11110102;2;1;1;18;5000;2; ;2;471,14449910464
279143;5;4;2;1;EMPANADA;11110405;4;1;1;20;500;2; ;2;471,14449910464
279143;6;5;1;1;PAPITAS;11110411;4;1;1;6;200;2; ;2;471,14449910464
279143;7;5;2;1;PAN;11110404;4;1;1;6;300;2; ;2;471,14449910464
279144;1;4;1;1;PAN;11110404;4;1;1;6;200;2; ;2;472,530582402447
279144;2;4;2;1;JUGOS HIT;11110302;4;1;1;20;1000;2; ;2;472,530582402447
279144;3;4;3;1;BOLSAS DE AGUA;01220101;4;,2;1;16;200;2; ;2;472,530582402447
279144;4;5;1;1;EMPANADA;11110405;4;1;1;20;500;2; ;2;472,530582402447
279144;5;5;2;1;GASEOSA;11110301;4;1;1;6;1000;2; ;2;472,530582402447
279144;6;6;1;1;PAPITAS;11110411;4;1;1;6;200;9; ;2;472,530582402447
279144;7;9;1;1;EMPANADA;11110405;4;1;1;19;500;9; ;2;472,530582402447
279144;8;9;2;1;PONY MALTA;11110301;4;1;1;6;800;9; ;2;472,530582402447
279144;10;1;1;2; ; ; ; ; ; ; ; ; ; ;472,530582402447
279144;11;2;1;2; ; ; ; ; ; ; ; ; ; ;472,530582402447
279146;2;1;1;2; ; ; ; ; ; ; ; ; ; ;368,736866433679
279146;3;3;1;2; ; ; ; ; ; ; ; ; ; ;368,736866433679
279146;4;4;1;2; ; ; ; ; ; ; ; ; ; ;368,736866433679
279148;1;2;1;1;ARROZ CARNE Y SOPA;11110102;4;1;2;19;4500;1; ;2;508,109465700468
