DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;CAP;NC2R_CE_P1;NC2R_CE_P2;NC2R_CE_P4S1;NC2R_CE_P5S2;NC2R_CE_P6;NC2R_CE_P7;NC2R_CE_P8;FEX_C
266933;2;1;2;E2;2; ; ; ; ; ; ;300,500895180885
266934;1;2;1;E1;2; ; ; ; ; ; ;490,78634528017
266934;2;2;2;E2;2; ; ; ; ; ; ;490,78634528017
266936;1;1;1;E1;1;07220101;1;1; ;8000;3;421,377046185883
266936;2;1;2;E2;2; ; ; ; ; ; ;421,377046185883
266936;3;3;1;E1;1;08300305;1;1; ;1000;9;421,377046185883
266936;4;3;2;E2;2; ; ; ; ; ; ;421,377046185883
266937;1;2;3;E1;2; ; ; ; ; ; ;362,687772932851
266937;2;2;4;E2;1;08300303;1;1; ;500;2;362,687772932851
266937;3;3;1;E1;2; ; ; ; ; ; ;362,687772932851
266937;4;3;2;E2;2; ; ; ; ; ; ;362,687772932851
266937;5;4;1;E1;2; ; ; ; ; ; ;362,687772932851
266937;6;4;2;E2;2; ; ; ; ; ; ;362,687772932851
266939;1;1;3;E1;1;07320207;4;1; ;24000;9;298,023141042636
266939;2;1;4;E2;2; ; ; ; ; ; ;298,023141042636
266939;3;3;1;E1;2; ; ; ; ; ; ;298,023141042636
266939;4;3;2;E2;2; ; ; ; ; ; ;298,023141042636
266940;1;1;1;E1;1;07220101;1;1; ;8000;4;663,223092700937
266940;2;1;2;E2;2; ; ; ; ; ; ;663,223092700937
266940;3;3;1;E1;1;08300305;1;1; ;5000;3;663,223092700937
266940;4;3;2;E2;1;02130101;5;1;6;12000;3;663,223092700937
266940;5;3;3;E2;2; ; ; ; ; ; ;663,223092700937
266940;6;5;1;E1;2; ; ; ; ; ; ;663,223092700937
266940;7;5;2;E2;2; ; ; ; ; ; ;663,223092700937
274711;1;1;1;E1;1;07320101;2;1; ;3600;1;633,165881636822
274711;2;1;2;E2;2; ; ; ; ; ; ;633,165881636822
274714;1;2;1;E1;1;07220101;1,6;1; ;12000;3;641,920354460525
274714;2;2;2;E2;2; ; ; ; ; ; ;641,920354460525
277772;1;1;1;E1;1;07220101;4;1; ;40000;5;844,720659315587
277772;2;1;2;E2;2; ; ; ; ; ; ;844,720659315587
277773;1;1;5;E1;1;07320207;8,33333333333333;1; ;50000;3;715,058784164329
277773;2;1;6;E1;1;08300305;1;1; ;5000;4;715,058784164329
277773;3;1;7;E2;1;02130102;2;1;16;6600;9;715,058784164329
277774;1;1;10;E1;1;07320199;2;1; ;6000;3;432,52637181996
277774;2;1;11;E1;1;08300305;3;1; ;15000;4;432,52637181996
277774;3;1;12;E2;1;02130101;4;1;16;8000;9;432,52637181996
277774;4;3;1;E1;1;08300203;2;1; ;1200;9;432,52637181996
277774;5;3;2;E2;1;08300303;4;1; ;2400;2;432,52637181996
277774;6;4;1;E1;2; ; ; ; ; ; ;432,52637181996
277774;7;4;2;E2;1;08300303;2;1; ;1200;2;432,52637181996
277775;1;1;1;E1;2; ; ; ; ; ; ;660,11643302975
277775;2;1;2;E2;1;03220101;1;1; ;2000;4;660,11643302975
277776;1;2;1;E1;2; ; ; ; ; ; ;639,257516758693
277776;2;2;2;E2;1;08300303;2;1; ;1400;2;639,257516758693
277777;1;1;3;E1;1;07220101;1;1; ;10000;3;851,780325045116
277777;2;1;4;E2;2; ; ; ; ; ; ;851,780325045116
277779;1;1;8;E1;1;07220101;1;1; ;15000;3;646,698013723936
277779;2;1;9;E2;2; ; ; ; ; ; ;646,698013723936
277780;1;1;1;E1;2; ; ; ; ; ; ;664,570461458814
277780;2;1;2;E2;2; ; ; ; ; ; ;664,570461458814
277780;3;3;1;E1;1;07220101;1;1; ;20000;3;664,570461458814
277780;4;3;2;E2;2; ; ; ; ; ; ;664,570461458814
277780;5;4;1;E1;2; ; ; ; ; ; ;664,570461458814
277780;6;4;2;E2;2; ; ; ; ; ; ;664,570461458814
277780;7;5;1;E1;2; ; ; ; ; ; ;664,570461458814
277780;8;5;2;E2;2; ; ; ; ; ; ;664,570461458814
277781;1;1;1;E1;1;07220101;1;1; ;10000;3;801,903957241865
277781;2;1;2;E2;2; ; ; ; ; ; ;801,903957241865
277880;1;2;1;E1;2; ; ; ; ; ; ;270,408674557236
277880;2;2;2;E2;2; ; ; ; ; ; ;270,408674557236
277881;1;2;1;E1;1;07320207;5;1; ;20000;3;782,663395629526
277881;2;2;2;E2;2; ; ; ; ; ; ;782,663395629526
277882;1;7;2;E2;2; ; ; ; ; ; ;800,424105516105
277882;2;8;1;E1;1;07320207;10;3; ;40000;1;800,424105516105
277882;3;8;2;E2;2; ; ; ; ; ; ;800,424105516105
277882;4;1;3;E2;2; ; ; ; ; ; ;800,424105516105
277882;5;3;1;E1;1;08300203;1;1; ;2000;4;800,424105516105
277882;6;3;2;E1;1;08300305;1;1; ;2000;3;800,424105516105
277882;7;3;3;E2;2; ; ; ; ; ; ;800,424105516105
277882;8;4;1;E1;2; ; ; ; ; ; ;800,424105516105
277882;9;4;2;E2;2; ; ; ; ; ; ;800,424105516105
277882;10;5;1;E1;2; ; ; ; ; ; ;800,424105516105
277882;11;5;2;E2;2; ; ; ; ; ; ;800,424105516105
277882;12;6;1;E1;2; ; ; ; ; ; ;800,424105516105
277882;13;6;2;E2;2; ; ; ; ; ; ;800,424105516105
277882;14;7;1;E1;1;07320207;10;1; ;40000;3;800,424105516105
277884;1;1;1;E1;1;07220101;2;1; ;14000;3;731,113515870292
277884;2;1;2;E1;1;07320199;4;1; ;40000;3;731,113515870292
277884;3;1;3;E1;1;08300305;1;1; ;10000;9;731,113515870292
277884;4;1;4;E2;2; ; ; ; ; ; ;731,113515870292
277888;1;2;1;E1;1;07320199;2;1; ;10000;3;450,759836978342
277888;2;2;2;E2;2; ; ; ; ; ; ;450,759836978342
277889;1;1;1;E1;2; ; ; ; ; ; ;585,838420969342
277889;2;1;2;E2;2; ; ; ; ; ; ;585,838420969342
277889;3;3;1;E1;1;08300203;16,6666666666667;1; ;10000;3;585,838420969342
277889;4;3;2;E1;1;08300305;2;1; ;10000;3;585,838420969342
277889;5;3;3;E2;2; ; ; ; ; ; ;585,838420969342
277890;1;2;1;E1;2; ; ; ; ; ; ;380,198600703807
277890;2;2;2;E2;2; ; ; ; ; ; ;380,198600703807
277891;1;1;1;E1;2; ; ; ; ; ; ;350,362670407083
277891;2;1;2;E2;2; ; ; ; ; ; ;350,362670407083
277891;3;3;1;E1;2; ; ; ; ; ; ;350,362670407083
277891;4;3;2;E2;2; ; ; ; ; ; ;350,362670407083
277892;1;2;1;E1;2; ; ; ; ; ; ;566,701514132433
277892;2;2;2;E2;2; ; ; ; ; ; ;566,701514132433
277892;3;3;1;E1;2; ; ; ; ; ; ;566,701514132433
277892;4;3;2;E2;2; ; ; ; ; ; ;566,701514132433
277892;5;4;1;E1;2; ; ; ; ; ; ;566,701514132433
277892;6;4;2;E2;2; ; ; ; ; ; ;566,701514132433
277892;7;5;1;E1;2; ; ; ; ; ; ;566,701514132433
277892;8;5;2;E2;2; ; ; ; ; ; ;566,701514132433
277893;1;1;3;E1;1;07320199;14;1; ;42000;3;442,3883809694
277893;2;1;4;E2;1;09430101;1;1; ;3000;1;442,3883809694
277893;3;2;1;E1;2; ; ; ; ; ; ;442,3883809694
277893;4;2;2;E2;2; ; ; ; ; ; ;442,3883809694
277917;1;1;5;E1;2; ; ; ; ; ; ;602,070273857791
277917;2;1;6;E2;1;02130101;10;1;6;25000;3;602,070273857791
277918;1;1;1;E1;1;08300305;1;1; ;10000;5;1555,7643355385
277918;2;1;2;E2;2; ; ; ; ; ; ;1555,7643355385
277920;1;1;1;E1;1;08300305;1;1; ;5000;9;1192,04779602615
277920;2;1;2;E2;2; ; ; ; ; ; ;1192,04779602615
277920;3;3;1;E1;1;08300305;1;1; ;10000;9;1192,04779602615
277920;4;3;2;E2;2; ; ; ; ; ; ;1192,04779602615
277922;1;1;7;E1;2; ; ; ; ; ; ;538,654093005558
277922;2;1;8;E2;2; ; ; ; ; ; ;538,654093005558
277922;3;3;1;E1;2; ; ; ; ; ; ;538,654093005558
277922;4;3;2;E2;2; ; ; ; ; ; ;538,654093005558
277923;1;2;1;E1;2; ; ; ; ; ; ;858,588118947358
277923;2;2;2;E2;2; ; ; ; ; ; ;858,588118947358
277927;1;2;1;E1;2; ; ; ; ; ; ;380,198600703807
277927;2;2;2;E2;2; ; ; ; ; ; ;380,198600703807
277928;1;1;1;E1;2; ; ; ; ; ; ;773,393401886535
277928;2;1;2;E2;2; ; ; ; ; ; ;773,393401886535
277928;3;3;1;E1;1;07320103;2;1; ;10000;3;773,393401886535
277928;4;3;2;E2;2; ; ; ; ; ; ;773,393401886535
277928;5;4;1;E1;2; ; ; ; ; ; ;773,393401886535
277928;6;4;2;E2;2; ; ; ; ; ; ;773,393401886535
277928;7;5;1;E1;2; ; ; ; ; ; ;773,393401886535
277928;8;5;2;E2;2; ; ; ; ; ; ;773,393401886535
277928;9;6;1;E1;2; ; ; ; ; ; ;773,393401886535
277928;10;6;2;E2;2; ; ; ; ; ; ;773,393401886535
277929;1;2;3;E1;2; ; ; ; ; ; ;450,18373617552
277929;2;2;4;E2;2; ; ; ; ; ; ;450,18373617552
277929;3;3;1;E1;2; ; ; ; ; ; ;450,18373617552
277929;4;3;2;E2;2; ; ; ; ; ; ;450,18373617552
277930;1;1;1;E1;2; ; ; ; ; ; ;380,198600703807
277930;2;1;2;E2;2; ; ; ; ; ; ;380,198600703807
277934;1;1;1;E1;1;07320199;2;1; ;6000;5;450,18373617552
277934;2;1;2;E2;2; ; ; ; ; ; ;450,18373617552
277934;3;3;1;E1;2; ; ; ; ; ; ;450,18373617552
277934;4;3;2;E2;1;08300303;2;1; ;2000;3;450,18373617552
277975;1;2;1;E1;2; ; ; ; ; ; ;488,97904416111
277975;2;2;2;E2;2; ; ; ; ; ; ;488,97904416111
277975;3;3;1;E1;2; ; ; ; ; ; ;488,97904416111
277975;4;3;2;E2;2; ; ; ; ; ; ;488,97904416111
277975;5;4;1;E1;2; ; ; ; ; ; ;488,97904416111
277975;6;4;2;E2;2; ; ; ; ; ; ;488,97904416111
277975;7;5;1;E1;2; ; ; ; ; ; ;488,97904416111
277975;8;5;2;E2;2; ; ; ; ; ; ;488,97904416111
277975;9;6;1;E1;2; ; ; ; ; ; ;488,97904416111
277975;10;6;2;E2;2; ; ; ; ; ; ;488,97904416111
279116;1;2;1;E1;1;07320101;10;1; ;10000;3;234,238835097936
279116;2;2;2;E2;2; ; ; ; ; ; ;234,238835097936
279116;3;3;1;E1;1;07320101;10;3; ;10000;3;234,238835097936
279116;4;3;2;E2;2; ; ; ; ; ; ;234,238835097936
279117;1;2;3;E1;1;07320101;4;1; ;6000;3;238,552788257057
279117;2;2;4;E2;1;09430101;5;1; ;5000;3;238,552788257057
279118;1;1;1;E1;1;07320101;4;1; ;8000;4;344,429564468431
279118;2;1;2;E2;2; ; ; ; ; ; ;344,429564468431
279118;3;2;1;E1;1;07220101;1;1; ;7600;3;344,429564468431
279118;4;2;2;E2;2; ; ; ; ; ; ;344,429564468431
279118;5;4;1;E1;2; ; ; ; ; ; ;344,429564468431
279118;6;4;2;E2;2; ; ; ; ; ; ;344,429564468431
279119;1;1;1;E1;1;07320101;2;1; ;2000;3;238,552788257057
279119;2;1;2;E2;2; ; ; ; ; ; ;238,552788257057
279120;1;1;3;E1;1;07320101;5;1; ;10000;4;244,476337614008
279120;2;1;4;E2;2; ; ; ; ; ; ;244,476337614008
279120;3;3;1;E1;1;07320101;10;1; ;10000;3;244,476337614008
279120;4;3;2;E2;2; ; ; ; ; ; ;244,476337614008
279120;5;4;1;E1;1;07320101;8;1; ;12000;3;244,476337614008
279120;6;4;2;E2;2; ; ; ; ; ; ;244,476337614008
279121;1;1;1;E1;1;07320101;2;1; ;3400;4;163,839839452328
279121;2;1;2;E2;2; ; ; ; ; ; ;163,839839452328
279121;3;3;1;E1;2; ; ; ; ; ; ;163,839839452328
279121;4;3;2;E2;2; ; ; ; ; ; ;163,839839452328
279122;1;1;1;E1;2; ; ; ; ; ; ;194,451576676578
279122;2;1;2;E2;2; ; ; ; ; ; ;194,451576676578
279122;3;3;1;E1;2; ; ; ; ; ; ;194,451576676578
279122;4;3;2;E2;2; ; ; ; ; ; ;194,451576676578
279123;1;2;1;E1;2; ; ; ; ; ; ;170,314971946009
279123;2;2;2;E2;2; ; ; ; ; ; ;170,314971946009
279124;1;1;1;E1;2; ; ; ; ; ; ;196,077562596657
279124;2;1;2;E2;1;09430101;1;1; ;4000;3;196,077562596657
279125;1;1;3;E1;1;08300305;1;1; ;5000;4;258,407847759812
279125;2;1;4;E2;1;09410107;1;1; ;7000;4;258,407847759812
279127;1;1;1;E1;2; ; ; ; ; ; ;207,924661310558
279127;2;1;2;E2;2; ; ; ; ; ; ;207,924661310558
279127;3;3;1;E1;2; ; ; ; ; ; ;207,924661310558
279127;4;3;2;E2;2; ; ; ; ; ; ;207,924661310558
279127;5;4;1;E1;2; ; ; ; ; ; ;207,924661310558
279127;6;4;2;E2;2; ; ; ; ; ; ;207,924661310558
279127;7;5;1;E1;2; ; ; ; ; ; ;207,924661310558
279127;8;5;2;E2;2; ; ; ; ; ; ;207,924661310558
279127;9;6;1;E1;2; ; ; ; ; ; ;207,924661310558
279127;10;6;2;E2;2; ; ; ; ; ; ;207,924661310558
279128;1;1;4;E1;2; ; ; ; ; ; ;487,27097011501
279128;2;1;5;E2;2; ; ; ; ; ; ;487,27097011501
279129;1;1;1;E1;1;07320199;3;1; ;15000;3;484,793215976762
279129;2;1;2;E2;2; ; ; ; ; ; ;484,793215976762
279129;3;3;1;E1;1;07320199;3;1; ;6000;3;484,793215976762
279129;4;3;2;E2;1;08300303;4;1; ;4000;3;484,793215976762
279130;1;1;1;E1;1;07320207;2;1; ;8000;5;550,687139905888
279130;2;1;2;E1;1;08300305;1;1; ;5000;5;550,687139905888
279130;3;1;3;E2;2; ; ; ; ; ; ;550,687139905888
279131;1;3;4;E1;2; ; ; ; ; ; ;270,408674557236
279131;2;3;5;E2;2; ; ; ; ; ; ;270,408674557236
279132;1;1;6;E1;1;07220101;1;1; ;8000;3;421,377046185883
279132;2;1;7;E1;1;07320207;1;1; ;10000;3;421,377046185883
279132;3;1;8;E1;1;08300305;1;1; ;10000;3;421,377046185883
279132;4;1;9;E2;2; ; ; ; ; ; ;421,377046185883
279132;5;3;1;E1;1;08300305;1;1; ;1000;3;421,377046185883
279132;6;3;2;E2;2; ; ; ; ; ; ;421,377046185883
279133;1;1;1;E1;2; ; ; ; ; ; ;270,408674557236
279133;2;1;2;E2;2; ; ; ; ; ; ;270,408674557236
279133;3;3;1;E1;1;07320207;2;1; ;20000;3;270,408674557236
279133;4;3;2;E1;1;08300305;1;1; ;2000;3;270,408674557236
279133;5;3;3;E2;2; ; ; ; ; ; ;270,408674557236
279136;1;2;3;E1;2; ; ; ; ; ; ;572,593733164467
279136;2;2;4;E2;1;09430101;,666666666666666;1; ;1000;3;572,593733164467
279136;3;2;5;E2;2; ; ; ; ; ; ;572,593733164467
279136;4;3;1;E1;1;07220101;1;1; ;7530;1;572,593733164467
279136;5;3;2;E1;1;08300305;1;1; ;1000;4;572,593733164467
279136;6;3;3;E2;2; ; ; ; ; ; ;572,593733164467
279138;1;3;3;E2;2; ; ; ; ; ; ;413,794870382514
279138;2;5;2;E2;2; ; ; ; ; ; ;413,794870382514
279138;3;2;1;E1;2; ; ; ; ; ; ;413,794870382514
279138;4;2;2;E2;2; ; ; ; ; ; ;413,794870382514
279138;5;1;2;E1;2; ; ; ; ; ; ;413,794870382514
279139;1;1;1;E1;2; ; ; ; ; ; ;292,436940882134
279139;2;1;2;E2;2; ; ; ; ; ; ;292,436940882134
279139;3;3;1;E1;2; ; ; ; ; ; ;292,436940882134
279139;4;3;2;E2;2; ; ; ; ; ; ;292,436940882134
279140;1;1;1;E1;1;07220101;1;1; ;7000;1;638,97302633529
279140;2;1;2;E2;2; ; ; ; ; ; ;638,97302633529
279140;3;3;1;E1;2; ; ; ; ; ; ;638,97302633529
279140;4;3;2;E2;2; ; ; ; ; ; ;638,97302633529
279140;5;4;1;E1;2; ; ; ; ; ; ;638,97302633529
279140;6;4;2;E2;2; ; ; ; ; ; ;638,97302633529
279141;1;4;2;E2;2; ; ; ; ; ; ;504,578161234992
279141;2;1;1;E1;2; ; ; ; ; ; ;504,578161234992
279141;3;1;2;E2;2; ; ; ; ; ; ;504,578161234992
279141;4;3;1;E1;2; ; ; ; ; ; ;504,578161234992
279141;5;3;2;E2;2; ; ; ; ; ; ;504,578161234992
279141;6;4;1;E1;2; ; ; ; ; ; ;504,578161234992
279142;1;2;1;E1;2; ; ; ; ; ; ;364,521843077501
279142;2;2;2;E2;2; ; ; ; ; ; ;364,521843077501
279142;3;3;1;E1;1;07320199;2;1; ;8000;3;364,521843077501
279142;4;3;2;E2;2; ; ; ; ; ; ;364,521843077501
279143;1;2;1;E1;2; ; ; ; ; ; ;471,14449910464
279143;2;2;2;E2;2; ; ; ; ; ; ;471,14449910464
279143;3;3;1;E1;1;07320199;1;1; ;3000;2;471,14449910464
279143;4;3;2;E2;2; ; ; ; ; ; ;471,14449910464
279143;5;4;1;E1;1;07320199;1;1; ;3000;2;471,14449910464
279143;6;4;2;E2;2; ; ; ; ; ; ;471,14449910464
279143;7;5;1;E1;2; ; ; ; ; ; ;471,14449910464
279143;8;5;2;E2;2; ; ; ; ; ; ;471,14449910464
279144;1;1;1;E1;2; ; ; ; ; ; ;472,530582402447
279144;2;1;2;E2;2; ; ; ; ; ; ;472,530582402447
279144;3;2;1;E1;2; ; ; ; ; ; ;472,530582402447
279144;4;2;2;E2;2; ; ; ; ; ; ;472,530582402447
279144;5;4;1;E1;1;07220101;1;1; ;6000;1;472,530582402447
279144;6;4;2;E1;1;08300305;2;1; ;6000;2;472,530582402447
279144;7;4;3;E2;2; ; ; ; ; ; ;472,530582402447
279144;8;5;1;E1;1;07220101;1;1; ;5000;2;472,530582402447
279144;9;5;2;E1;1;08300305;1;1; ;2000;2;472,530582402447
279144;10;5;3;E2;2; ; ; ; ; ; ;472,530582402447
279144;11;6;1;E1;1;07320199;2;3; ;4000; ;472,530582402447
279144;12;6;2;E2;2; ; ; ; ; ; ;472,530582402447
279144;13;9;1;E1;1;07320199;2;3; ;4000; ;472,530582402447
279144;14;9;2;E1;1;08300305;1;3; ;2000; ;472,530582402447
279144;15;9;3;E2;2; ; ; ; ; ; ;472,530582402447
279146;1;1;1;E1;2; ; ; ; ; ; ;368,736866433679
279146;2;1;2;E2;2; ; ; ; ; ; ;368,736866433679
279146;3;3;1;E1;2; ; ; ; ; ; ;368,736866433679
279146;4;3;2;E2;2; ; ; ; ; ; ;368,736866433679
279146;5;4;1;E1;2; ; ; ; ; ; ;368,736866433679
279146;6;4;2;E2;2; ; ; ; ; ; ;368,736866433679
279148;1;2;1;E1;2; ; ; ; ; ; ;508,109465700468
279148;2;2;2;E2;2; ; ; ; ; ; ;508,109465700468
279148;3;3;1;E1;2; ; ; ; ; ; ;508,109465700468
279148;4;3;2;E2;2; ; ; ; ; ; ;508,109465700468
279150;1;1;1;E1;1;07220101;2;1; ;6000;3;500,072955914288
279150;2;1;2;E1;1;07320207;2;1; ;10000;3;500,072955914288
279150;3;1;3;E1;1;08300305;1;1; ;3000;3;500,072955914288
279150;4;1;4;E2;2; ; ; ; ; ; ;500,072955914288
279150;5;2;1;E1;1;07320207;2;1; ;10000;2;500,072955914288
279150;6;2;2;E2;1;09430101;1;1; ;5000;3;500,072955914288
279150;7;3;1;E1;1;08300203;2;1; ;2000;3;500,072955914288
279150;8;3;2;E2;1;02130101;2;1;16;4000;3;500,072955914288
279150;9;4;1;E1;2; ; ; ; ; ; ;500,072955914288
279150;10;4;2;E2;2; ; ; ; ; ; ;500,072955914288
279150;11;7;1;E1;1;07320199;2;1; ;4000;3;500,072955914288
279150;12;7;2;E2;2; ; ; ; ; ; ;500,072955914288
279151;1;2;1;E1;2; ; ; ; ; ; ;484,793215976762
279151;2;2;2;E2;2; ; ; ; ; ; ;484,793215976762
279151;3;3;1;E1;1;08300305;1;1; ;2000;9;484,793215976762
279151;4;3;2;E2;2; ; ; ; ; ; ;484,793215976762
279152;1;1;1;E1;1;07320207;2;1; ;8000;3;298,023141042636
279152;2;1;2;E2;2; ; ; ; ; ; ;298,023141042636
279152;3;3;1;E1;2; ; ; ; ; ; ;298,023141042636
279152;4;3;2;E2;2; ; ; ; ; ; ;298,023141042636
279153;1;6;1;E1;2; ; ; ; ; ; ;604,32297837548
279153;2;6;2;E2;2; ; ; ; ; ; ;604,32297837548
279153;3;1;1;E1;1;07320207;1;1; ;8000;3;604,32297837548
279153;4;1;2;E1;2; ; ; ; ; ; ;604,32297837548
279153;5;1;3;E2;2; ; ; ; ; ; ;604,32297837548
279153;6;4;1;E1;2; ; ; ; ; ; ;604,32297837548
279153;7;4;2;E2;2; ; ; ; ; ; ;604,32297837548
279153;8;5;1;E1;2; ; ; ; ; ; ;604,32297837548
279153;9;5;2;E2;2; ; ; ; ; ; ;604,32297837548
279155;1;1;1;E1;2; ; ; ; ; ; ;576,783246069698
279155;2;1;2;E2;2; ; ; ; ; ; ;576,783246069698
279155;3;3;1;E1;2; ; ; ; ; ; ;576,783246069698
279155;4;3;2;E2;2; ; ; ; ; ; ;576,783246069698
281073;1;2;1;E1;1;07320101;3;1; ;6000;1;350,06554375835
281073;2;2;2;E2;2; ; ; ; ; ; ;350,06554375835
281073;3;3;1;E1;1;07320101;2;1; ;4000;3;350,06554375835
281073;4;3;2;E1;1;08300305;3;1; ;6000;3;350,06554375835
281073;5;3;3;E2;2; ; ; ; ; ; ;350,06554375835
281074;1;2;1;E1;1;07320101;4;1; ;8000;2;435,482283216463
281074;2;2;2;E1;1;08300305;3;1; ;6000;2;435,482283216463
281074;3;2;3;E2;2; ; ; ; ; ; ;435,482283216463
281074;4;3;1;E1;1;07320101;2;1; ;4000;1;435,482283216463
281074;5;3;2;E2;1;08300303;3;1; ;2000;2;435,482283216463
281075;1;2;1;E1;2; ; ; ; ; ; ;435,482283216463
281075;2;2;2;E2;2; ; ; ; ; ; ;435,482283216463
281076;1;1;1;E1;1;07320199;1;1; ;1500;3;313,70658267201
281076;2;1;2;E1;1;07320207;2;1; ;5000;3;313,70658267201
281076;3;1;3;E2;2; ; ; ; ; ; ;313,70658267201
281076;4;3;1;E1;1;07320101;12;1; ;21600;3;313,70658267201
281076;5;3;2;E1;1;07320199;3;1; ;7500;2;313,70658267201
281076;6;3;3;E2;2; ; ; ; ; ; ;313,70658267201
281076;7;4;1;E1;2; ; ; ; ; ; ;313,70658267201
281076;8;4;2;E2;2; ; ; ; ; ; ;313,70658267201
281077;1;1;1;E1;1;07220101;,8;1; ;5000;1;491,72254246846
281077;2;1;2;E2;1;02130101;5;1;16;10000;9;491,72254246846
281078;1;2;3;E1;1;07220101;3,3;1; ;25000;3;500,477015292164
281078;2;2;4;E2;1;02130101;2;1;16;3500;9;500,477015292164
284039;1;2;1;E1;2; ; ; ; ; ; ;650,434760605418
284039;2;2;2;E2;2; ; ; ; ; ; ;650,434760605418
284066;1;1;1;E1;2; ; ; ; ; ; ;484,582374904337
284066;2;1;2;E2;2; ; ; ; ; ; ;484,582374904337
284066;3;3;1;E1;2; ; ; ; ; ; ;484,582374904337
284066;4;3;2;E2;2; ; ; ; ; ; ;484,582374904337
284067;1;1;1;E1;2; ; ; ; ; ; ;1081,63469822894
284067;2;1;2;E2;2; ; ; ; ; ; ;1081,63469822894
284067;3;3;1;E1;1;08300203;2;1; ;1000;3;1081,63469822894
284067;4;3;2;E2;2; ; ; ; ; ; ;1081,63469822894
284067;5;4;1;E1;2; ; ; ; ; ; ;1081,63469822894
284067;6;4;2;E2;2; ; ; ; ; ; ;1081,63469822894
284067;7;5;1;E1;2; ; ; ; ; ; ;1081,63469822894
284067;8;5;2;E2;2; ; ; ; ; ; ;1081,63469822894
284068;1;1;1;E1;1;07220101;2;1; ;12000;3;378,892219331808
284068;2;1;2;E1;1;08300201;3;1; ;1000;3;378,892219331808
284068;3;1;3;E1;1;08300305;2;1; ;5000;3;378,892219331808
284068;4;1;4;E2;2; ; ; ; ; ; ;378,892219331808
284068;5;3;1;E1;1;07320207;2;1; ;6000;3;378,892219331808
284068;6;3;2;E1;1;08300305;2;1; ;5000;3;378,892219331808
284068;7;3;3;E2;2; ; ; ; ; ; ;378,892219331808
284068;8;4;1;E1;2; ; ; ; ; ; ;378,892219331808
284068;9;4;2;E2;2; ; ; ; ; ; ;378,892219331808
284068;10;5;1;E1;2; ; ; ; ; ; ;378,892219331808
284068;11;5;2;E2;2; ; ; ; ; ; ;378,892219331808
284069;1;1;1;E1;1;07220101;1;1; ;5000;4;673,247023819412
284069;2;1;2;E2;2; ; ; ; ; ; ;673,247023819412
284069;3;3;1;E1;2; ; ; ; ; ; ;673,247023819412
284069;4;3;2;E2;2; ; ; ; ; ; ;673,247023819412
284069;5;4;1;E1;2; ; ; ; ; ; ;673,247023819412
284069;6;4;2;E2;2; ; ; ; ; ; ;673,247023819412
284070;1;2;1;E1;1;07320207;6;1; ;30000;9;553,61933491375
284070;2;2;2;E1;1;08300305;1;1; ;4000;4;553,61933491375
284070;3;2;3;E2;2; ; ; ; ; ; ;553,61933491375
284070;4;3;1;E1;1;07320207;2;3; ;10000;3;553,61933491375
284070;5;3;2;E1;1;08300305;1;3; ;1000;3;553,61933491375
284070;6;3;3;E2;2; ; ; ; ; ; ;553,61933491375
284070;7;4;1;E1;1;07320207;2;3; ;20000;2;553,61933491375
284070;8;4;2;E1;1;08300305;1;3; ;3000;3;553,61933491375
284070;9;4;3;E2;2; ; ; ; ; ; ;553,61933491375
284071;1;2;1;E1;2; ; ; ; ; ; ;500,656136071587
284071;2;2;2;E2;2; ; ; ; ; ; ;500,656136071587
284071;3;4;1;E1;2; ; ; ; ; ; ;500,656136071587
284071;4;4;2;E2;2; ; ; ; ; ; ;500,656136071587
284071;5;3;1;E1;2; ; ; ; ; ; ;500,656136071587
284071;6;3;2;E2;1;02130101;4;1;6;8000;9;500,656136071587
284072;1;2;1;E1;1;07320199;2;1; ;20000;3;846,082781231208
284072;2;2;2;E2;2; ; ; ; ; ; ;846,082781231208
284072;3;3;1;E1;1;07320199;1;1; ;10000;3;846,082781231208
284072;4;3;2;E2;2; ; ; ; ; ; ;846,082781231208
284072;5;4;1;E1;1;07320199;1;1; ;10000;3;846,082781231208
284072;6;4;2;E2;2; ; ; ; ; ; ;846,082781231208
284072;7;5;1;E1;2; ; ; ; ; ; ;846,082781231208
284072;8;5;2;E2;2; ; ; ; ; ; ;846,082781231208
284072;9;7;1;E1;2; ; ; ; ; ; ;846,082781231208
284072;10;7;2;E2;2; ; ; ; ; ; ;846,082781231208
284073;1;1;1;E1;2; ; ; ; ; ; ;593,261426230094
284073;2;1;2;E2;2; ; ; ; ; ; ;593,261426230094
284073;3;3;1;E1;1;07320199;1;1; ;6000;9;593,261426230094
284073;4;3;2;E2;1;02130101;5;1;6;10000;9;593,261426230094
284073;5;4;1;E1;2; ; ; ; ; ; ;593,261426230094
284073;6;4;2;E2;2; ; ; ; ; ; ;593,261426230094
284073;7;5;1;E1;2; ; ; ; ; ; ;593,261426230094
284073;8;5;2;E2;2; ; ; ; ; ; ;593,261426230094
284073;9;6;1;E1;2; ; ; ; ; ; ;593,261426230094
284073;10;6;2;E2;2; ; ; ; ; ; ;593,261426230094
284074;1;1;1;E1;1;07320101;8;1; ;16000;2;707,646806704519
284074;2;1;2;E1;1;07320199;2;1; ;6000;2;707,646806704519
284074;3;1;3;E1;1;08300305;1;1; ;2000;3;707,646806704519
