DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;CAP;NC2R_CE_P1;NC2R_CE_P2;NC2R_CE_P4S1;NC2R_CE_P5S2;NC2R_CE_P6;NC2R_CE_P7;NC2R_CE_P8;FEX_C
583675;5;3;1;E1;2; ; ; ; ; ; ;324,522767511076
583675;6;3;2;E2;2; ; ; ; ; ; ;324,522767511076
583675;7;5;1;E1;2; ; ; ; ; ; ;324,522767511076
583675;8;5;2;E2;1;09430101;1;1; ;1000;2;324,522767511076
583676;1;2;1;E1;2; ; ; ; ; ; ;486,018576694896
583676;2;2;2;E2;2; ; ; ; ; ; ;486,018576694896
583676;3;3;1;E1;2; ; ; ; ; ; ;486,018576694896
583676;4;3;2;E2;2; ; ; ; ; ; ;486,018576694896
583676;5;4;1;E1;2; ; ; ; ; ; ;486,018576694896
583676;6;4;2;E2;2; ; ; ; ; ; ;486,018576694896
583677;3;1;1;E1;1;08300305;1;1; ;3000;2;293,576205517684
583677;4;1;2;E2;1;09430101;1;1; ;1000;2;293,576205517684
583677;5;3;1;E1;2; ; ; ; ; ; ;293,576205517684
583677;6;3;2;E2;2; ; ; ; ; ; ;293,576205517684
583678;2;1;1;E1;1;08300305;1;1; ;3000;2;465,30317039736
583678;3;1;2;E2;2; ; ; ; ; ; ;465,30317039736
583678;4;3;1;E1;2; ; ; ; ; ; ;465,30317039736
583678;5;3;2;E2;2; ; ; ; ; ; ;465,30317039736
583678;6;4;1;E1;2; ; ; ; ; ; ;465,30317039736
583678;7;4;2;E2;2; ; ; ; ; ; ;465,30317039736
583678;8;5;1;E1;2; ; ; ; ; ; ;465,30317039736
583678;9;5;2;E2;2; ; ; ; ; ; ;465,30317039736
583679;1;2;1;E1;2; ; ; ; ; ; ;252,306044505896
583679;2;2;2;E2;2; ; ; ; ; ; ;252,306044505896
583680;2;1;1;E1;1;07220101;2;1; ;16000;4;441,445109422053
583680;3;1;2;E2;2; ; ; ; ; ; ;441,445109422053
583680;4;3;1;E1;2; ; ; ; ; ; ;441,445109422053
583680;5;3;2;E2;2; ; ; ; ; ; ;441,445109422053
583680;6;4;1;E1;2; ; ; ; ; ; ;441,445109422053
583680;7;4;2;E2;2; ; ; ; ; ; ;441,445109422053
583681;2;2;1;E1;1;08300305;1;1; ;3000;3;305,071454910402
583681;3;2;2;E2;2; ; ; ; ; ; ;305,071454910402
583681;4;3;1;E1;2; ; ; ; ; ; ;305,071454910402
583681;5;3;2;E2;2; ; ; ; ; ; ;305,071454910402
583682;3;1;1;E1;1;07220101;1,6;1; ;5000;3;305,071454910402
583682;4;1;2;E2;1;09430101;1;1; ;500;3;305,071454910402
583683;3;1;3;E1;1;07220101;,8;1; ;10000;2;330,08975031825
583683;4;1;4;E2;1;02130101;10;1;16;12000;9;330,08975031825
583683;5;3;1;E1;2; ; ; ; ; ; ;330,08975031825
583683;6;3;2;E2;2; ; ; ; ; ; ;330,08975031825
583684;4;1;1;E1;1;08300305;1;1; ;2000;3;251,101727779327
583684;5;1;2;E2;1;02130101;4;3;6;4800;4;251,101727779327
583684;6;2;1;E1;2; ; ; ; ; ; ;251,101727779327
583684;7;2;2;E2;2; ; ; ; ; ; ;251,101727779327
583684;8;4;1;E1;1;07220101;1,6;1; ;5000;2;251,101727779327
583684;9;4;2;E2;2; ; ; ; ; ; ;251,101727779327
583684;10;5;1;E1;2; ; ; ; ; ; ;251,101727779327
583684;11;5;2;E2;2; ; ; ; ; ; ;251,101727779327
583685;3;1;1;E1;1;08300305;1;1; ;2000;9;288,819589306463
583685;4;1;2;E2;1;09430101;1;1; ;1000;3;288,819589306463
583699;3;1;1;E1;2; ; ; ; ; ; ;410,923798459404
583699;4;1;2;E2;1;02130101;10;1;16;25000;9;410,923798459404
583699;5;5;1;E1;1;07320199;2;1; ;6000;9;410,923798459404
583699;6;5;2;E2;2; ; ; ; ; ; ;410,923798459404
583700;4;1;1;E1;2; ; ; ; ; ; ;321,300357657211
583700;5;1;2;E2;1;09430101;6;1; ;6000;2;321,300357657211
583700;6;3;1;E1;1;07220101;2;1; ;20000;3;321,300357657211
583700;7;3;2;E1;1;08300305;1;1; ;10000;3;321,300357657211
583700;8;3;3;E2;2; ; ; ; ; ; ;321,300357657211
583701;3;1;1;E1;1;07220101;1;1; ;8000;3;339,025418169662
583701;4;1;2;E2;1;09430101;7;1; ;14000;3;339,025418169662
583701;5;3;1;E1;2; ; ; ; ; ; ;339,025418169662
583701;6;3;2;E2;2; ; ; ; ; ; ;339,025418169662
583701;7;6;1;E1;2; ; ; ; ; ; ;339,025418169662
583701;8;6;2;E2;2; ; ; ; ; ; ;339,025418169662
583702;3;1;1;E1;1;08300305;1;1; ;2000;3;437,142220311741
583702;4;1;2;E2;2; ; ; ; ; ; ;437,142220311741
583702;5;3;1;E1;1;07320199;2;1; ;8000;9;437,142220311741
583702;6;3;2;E1;1;08300305;1;1; ;3000;9;437,142220311741
583702;7;3;3;E2;2; ; ; ; ; ; ;437,142220311741
583702;8;4;1;E1;2; ; ; ; ; ; ;437,142220311741
583702;9;4;2;E2;2; ; ; ; ; ; ;437,142220311741
583702;10;5;1;E1;2; ; ; ; ; ; ;437,142220311741
583702;11;5;2;E2;2; ; ; ; ; ; ;437,142220311741
584116;2;1;1;E1;1;07320199;12;1; ;67000;3;10,4832817616497
584116;3;1;2;E2;2; ; ; ; ; ; ;10,4832817616497
584116;4;3;1;E1;1;07320199;12;1; ;33600;3;10,4832817616497
584116;5;3;2;E2;2; ; ; ; ; ; ;10,4832817616497
584116;6;4;1;E1;1;07320199;10;1; ;15000;3;10,4832817616497
584116;7;4;2;E2;2; ; ; ; ; ; ;10,4832817616497
584117;2;2;1;E1;2; ; ; ; ; ; ;9,9102322001229
584117;3;2;2;E2;2; ; ; ; ; ; ;9,9102322001229
584117;4;3;1;E1;1;07320101;30;1; ;3000;2;9,9102322001229
584117;5;3;2;E2;2; ; ; ; ; ; ;9,9102322001229
584120;3;2;1;E1;1;07320207;10,2857142857143;1; ;36000;3;20,8604898808612
584120;4;2;2;E2;2; ; ; ; ; ; ;20,8604898808612
584120;5;3;1;E1;2; ; ; ; ; ; ;20,8604898808612
584120;6;3;2;E2;2; ; ; ; ; ; ;20,8604898808612
584120;7;5;1;E1;1;07320207;4;1; ;6000;2;20,8604898808612
584120;8;5;2;E1;1;08300305;1;1; ;10000;3;20,8604898808612
584120;9;5;3;E2;2; ; ; ; ; ; ;20,8604898808612
584121;2;2;1;E1;2; ; ; ; ; ; ;12,5736690105399
584121;3;2;2;E2;2; ; ; ; ; ; ;12,5736690105399
584121;4;3;1;E1;1;07320207;2;1; ;4000;1;12,5736690105399
584121;5;3;2;E2;2; ; ; ; ; ; ;12,5736690105399
584121;6;4;1;E1;1;07320207;2;1; ;4000;1;12,5736690105399
584121;7;4;2;E2;2; ; ; ; ; ; ;12,5736690105399
584121;8;6;1;E1;1;07320207;2;1; ;4000;2;12,5736690105399
584121;9;6;2;E2;2; ; ; ; ; ; ;12,5736690105399
584122;1;2;1;E1;2; ; ; ; ; ; ;17,5014151287513
584122;2;2;2;E2;2; ; ; ; ; ; ;17,5014151287513
584123;1;2;3;E1;2; ; ; ; ; ; ;33,4498574012129
584123;2;2;4;E2;2; ; ; ; ; ; ;33,4498574012129
584123;3;4;1;E1;2; ; ; ; ; ; ;33,4498574012129
584123;4;4;2;E2;2; ; ; ; ; ; ;33,4498574012129
584123;5;5;1;E1;2; ; ; ; ; ; ;33,4498574012129
584123;6;5;2;E2;2; ; ; ; ; ; ;33,4498574012129
585831;3;1;1;E1;2; ; ; ; ; ; ;15,7791067329592
585831;4;1;2;E2;1;09430101;1;1; ;3000;3;15,7791067329592
585831;5;3;1;E1;1;07320101;2;1; ;5000;2;15,7791067329592
585831;6;3;2;E2;2; ; ; ; ; ; ;15,7791067329592
585831;7;4;1;E1;2; ; ; ; ; ; ;15,7791067329592
585831;8;4;2;E2;2; ; ; ; ; ; ;15,7791067329592
585831;9;6;1;E1;1;07320101;2;1; ;8000;1;15,7791067329592
585831;10;6;2;E2;2; ; ; ; ; ; ;15,7791067329592
585831;11;7;1;E1;1;07320101;2;1; ;5000;1;15,7791067329592
585831;12;7;2;E2;2; ; ; ; ; ; ;15,7791067329592
585832;2;1;1;E1;1;07320207;2;1; ;4000;1;18,01310550407
585832;3;1;2;E2;2; ; ; ; ; ; ;18,01310550407
585833;3;2;3;E1;1;07320101;15;1; ;30000;2;11,6140955594292
585833;4;2;4;E1;1;07320207;15;1; ;15000;2;11,6140955594292
585833;5;2;5;E2;2; ; ; ; ; ; ;11,6140955594292
585833;6;3;1;E1;1;07320207;10;1; ;6000;1;11,6140955594292
585833;7;3;2;E2;2; ; ; ; ; ; ;11,6140955594292
585834;2;2;1;E1;2; ; ; ; ; ; ;12,6098218502358
585834;3;2;2;E2;2; ; ; ; ; ; ;12,6098218502358
585834;4;3;1;E1;1;07320207;2;1; ;2000;9;12,6098218502358
585834;5;3;2;E2;2; ; ; ; ; ; ;12,6098218502358
585835;2;2;1;E1;1;07320207;6;1; ;6000;2;8,78686559813882
585835;3;2;2;E2;2; ; ; ; ; ; ;8,78686559813882
585835;4;3;1;E1;1;07320207;6;1; ;6000;2;8,78686559813882
585835;5;3;2;E2;2; ; ; ; ; ; ;8,78686559813882
585835;6;4;1;E1;1;07320207;4;1; ;4000;2;8,78686559813882
585835;7;4;2;E2;2; ; ; ; ; ; ;8,78686559813882
585835;8;5;1;E1;2; ; ; ; ; ; ;8,78686559813882
585835;9;5;2;E2;2; ; ; ; ; ; ;8,78686559813882
585835;10;6;1;E1;2; ; ; ; ; ; ;8,78686559813882
585835;11;6;2;E2;2; ; ; ; ; ; ;8,78686559813882
585836;2;2;1;E1;1;07320207;8;1; ;8000;2;8,37405779413257
585836;3;2;2;E2;2; ; ; ; ; ; ;8,37405779413257
585837;2;2;1;E1;2; ; ; ; ; ; ;13,5280860444074
585837;3;2;2;E2;2; ; ; ; ; ; ;13,5280860444074
585837;4;3;1;E1;1;07320101;2;1; ;4000;2;13,5280860444074
585837;5;3;2;E2;2; ; ; ; ; ; ;13,5280860444074
585840;1;1;1;E1;2; ; ; ; ; ; ;16,1604742052999
585840;2;1;2;E2;2; ; ; ; ; ; ;16,1604742052999
585840;3;3;1;E1;2; ; ; ; ; ; ;16,1604742052999
585840;4;3;2;E2;2; ; ; ; ; ; ;16,1604742052999
585841;3;2;1;E1;1;07320101;2;1; ;2000;3;8,37405779413257
585841;4;2;2;E1;1;07320102;2;1; ;4400;3;8,37405779413257
585841;5;2;3;E2;2; ; ; ; ; ; ;8,37405779413257
585841;6;3;1;E1;1;07320101;2;1; ;2000;1;8,37405779413257
585841;7;3;2;E2;2; ; ; ; ; ; ;8,37405779413257
585842;2;2;1;E1;1;07320101;2;1; ;5200;1;22,0982079686743
585842;3;2;2;E2;2; ; ; ; ; ; ;22,0982079686743
585843;2;1;1;E1;1;07320101;2;1; ;4000;1;17,9588380949703
585843;3;1;2;E2;2; ; ; ; ; ; ;17,9588380949703
585844;3;2;1;E1;1;07320101;2;1; ;2000;1;18,4818288811318
585844;4;2;2;E1;1;07320102;2;1; ;4400;1;18,4818288811318
585844;5;2;3;E2;2; ; ; ; ; ; ;18,4818288811318
585844;6;3;1;E1;1;07320101;2;1; ;2000;1;18,4818288811318
585844;7;3;2;E2;2; ; ; ; ; ; ;18,4818288811318
585844;8;4;1;E1;1;07320101;2;1; ;2000;1;18,4818288811318
585844;9;4;2;E2;2; ; ; ; ; ; ;18,4818288811318
585845;2;2;3;E1;2; ; ; ; ; ; ;30,0524866571523
585845;3;2;4;E2;2; ; ; ; ; ; ;30,0524866571523
585845;4;3;1;E1;1;07320207;12;1; ;12000;3;30,0524866571523
585845;5;3;2;E2;2; ; ; ; ; ; ;30,0524866571523
585845;6;4;1;E1;2; ; ; ; ; ; ;30,0524866571523
585845;7;4;2;E2;2; ; ; ; ; ; ;30,0524866571523
585846;1;1;1;E1;2; ; ; ; ; ; ;22,5942303868799
585846;2;1;2;E2;2; ; ; ; ; ; ;22,5942303868799
585846;3;3;1;E1;2; ; ; ; ; ; ;22,5942303868799
585846;4;3;2;E2;2; ; ; ; ; ; ;22,5942303868799
585847;1;1;1;E1;2; ; ; ; ; ; ;15,729075170746
585847;2;1;2;E2;2; ; ; ; ; ; ;15,729075170746
585848;1;2;1;E1;2; ; ; ; ; ; ;12,036772288709
585848;2;2;2;E2;2; ; ; ; ; ; ;12,036772288709
585850;2;1;1;E1;1;07320207;12;1; ;44000;3;16,2250975889516
585850;3;1;2;E2;2; ; ; ; ; ; ;16,2250975889516
585850;4;3;1;E1;2; ; ; ; ; ; ;16,2250975889516
585850;5;3;2;E2;2; ; ; ; ; ; ;16,2250975889516
585851;2;2;3;E1;2; ; ; ; ; ; ;8,37405779413257
585851;3;2;4;E2;2; ; ; ; ; ; ;8,37405779413257
585851;4;3;1;E1;1;07320101;2;1; ;5800;1;8,37405779413257
585851;5;3;2;E2;2; ; ; ; ; ; ;8,37405779413257
585851;6;4;1;E1;1;07320101;2;1; ;4000;1;8,37405779413257
585851;7;4;2;E2;2; ; ; ; ; ; ;8,37405779413257
585851;8;5;1;E1;2; ; ; ; ; ; ;8,37405779413257
585851;9;5;2;E2;2; ; ; ; ; ; ;8,37405779413257
585852;3;1;1;E1;1;07320101;2;1; ;4000;1;18,4818288811318
585852;4;1;2;E1;1;07320102;2;1; ;4400;1;18,4818288811318
585852;5;1;3;E2;2; ; ; ; ; ; ;18,4818288811318
585852;6;3;1;E1;2; ; ; ; ; ; ;18,4818288811318
585852;7;3;2;E2;2; ; ; ; ; ; ;18,4818288811318
585852;8;4;1;E1;1;07320101;2;1; ;4000;1;18,4818288811318
585852;9;4;2;E2;2; ; ; ; ; ; ;18,4818288811318
585853;4;1;1;E1;2; ; ; ; ; ; ;8,37405779413257
585853;5;1;2;E2;2; ; ; ; ; ; ;8,37405779413257
585853;6;3;1;E1;1;07320101;2;1; ;5700;1;8,37405779413257
585853;7;3;2;E1;1;07320102;2;1; ;4400;1;8,37405779413257
585853;8;3;3;E2;1;08300303;6;1; ;6000;2;8,37405779413257
589230;3;2;1;E1;1;07320199;10;3; ;30000;9;228,353105059356
589230;4;2;2;E2;2; ; ; ; ; ; ;228,353105059356
589230;5;3;1;E1;1;07220101;1;1; ;5000;3;228,353105059356
589230;6;3;2;E2;2; ; ; ; ; ; ;228,353105059356
589231;4;1;1;E1;1;07220101;2;1; ;20000;3;313,731072859262
589231;5;1;2;E2;2; ; ; ; ; ; ;313,731072859262
589231;6;3;1;E1;2; ; ; ; ; ; ;313,731072859262
589231;7;3;2;E2;1;11110601;8;1;6;20000;9;313,731072859262
589231;8;4;1;E1;1;07320199;10;3; ;30000; ;313,731072859262
589231;9;4;2;E2;2; ; ; ; ; ; ;313,731072859262
589235;1;1;3;E1;2; ; ; ; ; ; ;249,187268518746
589235;2;1;4;E2;2; ; ; ; ; ; ;249,187268518746
589236;1;2;1;E1;2; ; ; ; ; ; ;150,549768269851
589236;2;2;2;E2;2; ; ; ; ; ; ;150,549768269851
589236;3;3;1;E1;2; ; ; ; ; ; ;150,549768269851
589236;4;3;2;E2;2; ; ; ; ; ; ;150,549768269851
589236;5;4;1;E1;2; ; ; ; ; ; ;150,549768269851
589236;6;4;2;E2;2; ; ; ; ; ; ;150,549768269851
589236;7;5;1;E1;2; ; ; ; ; ; ;150,549768269851
589236;8;5;2;E2;2; ; ; ; ; ; ;150,549768269851
589236;9;6;1;E1;2; ; ; ; ; ; ;150,549768269851
589236;10;6;2;E2;2; ; ; ; ; ; ;150,549768269851
589236;11;7;1;E1;2; ; ; ; ; ; ;150,549768269851
589236;12;7;2;E2;2; ; ; ; ; ; ;150,549768269851
589237;1;1;1;E1;2; ; ; ; ; ; ;221,435025309289
589237;2;1;2;E2;2; ; ; ; ; ; ;221,435025309289
589239;3;1;3;E1;1;07220101;2;1; ;18300;4;270,35681327208
589239;4;1;4;E2;1;09430101;1;1; ;1500;4;270,35681327208
589240;1;1;5;E1;2; ; ; ; ; ; ;189,192460514512
589240;2;1;6;E2;2; ; ; ; ; ; ;189,192460514512
589241;4;2;9;E1;1;07320199;2;3; ;20000; ;218,20076296785
589241;5;2;10;E2;1;11110601;2;3; ;5000; ;218,20076296785
589241;6;3;1;E1;2; ; ; ; ; ; ;218,20076296785
589241;7;3;2;E2;1;11110601;10;1;6;25000;9;218,20076296785
589241;8;4;1;E1;2; ; ; ; ; ; ;218,20076296785
589241;9;4;2;E2;1;11110601;5;1;6;12500;9;218,20076296785
589241;10;4;3;E2;1;09410205;2;1; ;1000;4;218,20076296785
589241;11;6;1;E1;2; ; ; ; ; ; ;218,20076296785
589241;12;6;2;E2;2; ; ; ; ; ; ;218,20076296785
589242;2;2;1;E1;1;07320199;10;3; ;30000; ;248,328706674085
589242;3;2;2;E2;2; ; ; ; ; ; ;248,328706674085
589243;5;1;1;E1;1;07220101;5;1; ;50000;3;213,251823084719
589243;6;1;2;E2;1;11110601;15;1;6;37500;9;213,251823084719
589243;7;3;1;E1;1;07320207;5;3; ;30000; ;213,251823084719
589243;8;3;2;E2;1;08300303;1;1; ;1200;3;213,251823084719
589243;9;4;1;E1;1;07320207;5;3; ;30000; ;213,251823084719
589243;10;4;2;E2;2; ; ; ; ; ; ;213,251823084719
589244;1;2;1;E1;2; ; ; ; ; ; ;204,420814473105
589244;2;2;2;E2;2; ; ; ; ; ; ;204,420814473105
589245;1;2;3;E1;2; ; ; ; ; ; ;181,867820134603
589245;2;2;4;E2;2; ; ; ; ; ; ;181,867820134603
589245;3;3;1;E1;2; ; ; ; ; ; ;181,867820134603
589245;4;3;2;E2;2; ; ; ; ; ; ;181,867820134603
589245;5;4;1;E1;2; ; ; ; ; ; ;181,867820134603
589245;6;4;2;E2;2; ; ; ; ; ; ;181,867820134603
589246;4;2;1;E1;1;08300305;1;1; ;5000;3;273,119559104997
589246;5;2;2;E2;1;08300303;1;1; ;1200;3;273,119559104997
589246;6;3;1;E1;1;07320199;10;3; ;30000; ;273,119559104997
589246;7;3;2;E2;2; ; ; ; ; ; ;273,119559104997
589247;3;2;1;E1;1;08300203;1;1; ;5000;9;228,353105059356
589247;4;2;2;E2;2; ; ; ; ; ; ;228,353105059356
589247;5;3;1;E1;2; ; ; ; ; ; ;228,353105059356
589247;6;3;2;E2;1;11110601;10;1;16;25000;9;228,353105059356
589248;2;2;1;E1;1;08300203;1;1; ;2000;9;201,720184745464
589248;3;2;2;E2;2; ; ; ; ; ; ;201,720184745464
589248;4;3;1;E1;2; ; ; ; ; ; ;201,720184745464
589248;5;3;2;E2;2; ; ; ; ; ; ;201,720184745464
589250;2;2;3;E1;1;07320199;6,66666666666667;1; ;20000;9;208,175811217632
589250;3;2;4;E2;2; ; ; ; ; ; ;208,175811217632
589251;2;2;5;E1;1;08300305;1;1; ;5000;9;261,587920765742
589251;3;2;6;E2;2; ; ; ; ; ; ;261,587920765742
589252;2;2;7;E1;1;08300305;1;1; ;10000;3;249,187268518746
589252;3;2;8;E2;2; ; ; ; ; ; ;249,187268518746
589261;1;1;1;E1;2; ; ; ; ; ; ;228,353105059356
589261;2;1;2;E2;2; ; ; ; ; ; ;228,353105059356
589261;3;3;1;E1;2; ; ; ; ; ; ;228,353105059356
589261;4;3;2;E2;2; ; ; ; ; ; ;228,353105059356
589262;1;1;1;E1;2; ; ; ; ; ; ;133,942118063509
589262;2;1;2;E2;2; ; ; ; ; ; ;133,942118063509
589262;3;3;1;E1;2; ; ; ; ; ; ;133,942118063509
589262;4;3;2;E2;2; ; ; ; ; ; ;133,942118063509
589262;5;4;1;E1;2; ; ; ; ; ; ;133,942118063509
589262;6;4;2;E2;2; ; ; ; ; ; ;133,942118063509
589263;1;1;1;E1;2; ; ; ; ; ; ;204,420814473105
589263;2;1;2;E2;2; ; ; ; ; ; ;204,420814473105
589264;1;1;3;E1;2; ; ; ; ; ; ;200,724098853767
589264;2;1;4;E2;2; ; ; ; ; ; ;200,724098853767
589264;3;3;1;E1;2; ; ; ; ; ; ;200,724098853767
589264;4;3;2;E2;2; ; ; ; ; ; ;200,724098853767
589265;1;2;1;E1;2; ; ; ; ; ; ;137,63499870276
589265;2;2;2;E2;2; ; ; ; ; ; ;137,63499870276
589267;2;2;3;E1;2; ; ; ; ; ; ;215,107617302092
589267;3;2;4;E2;2; ; ; ; ; ; ;215,107617302092
589267;4;3;1;E1;2; ; ; ; ; ; ;215,107617302092
589267;5;3;2;E2;2; ; ; ; ; ; ;215,107617302092
589267;6;5;1;E1;2; ; ; ; ; ; ;215,107617302092
589267;7;5;2;E2;1;11110601;12;1;6;30000;9;215,107617302092
589267;8;6;1;E1;2; ; ; ; ; ; ;215,107617302092
589267;9;6;2;E2;1;11110601;16;1;6;40000;9;215,107617302092
589268;3;1;1;E1;1;07320199;10;3; ;30000; ;305,222153705109
589268;4;1;2;E2;2; ; ; ; ; ; ;305,222153705109
589268;5;2;1;E1;2; ; ; ; ; ; ;305,222153705109
589268;6;2;2;E2;2; ; ; ; ; ; ;305,222153705109
589268;7;3;1;E1;1;07320199;10;3; ;30000; ;305,222153705109
589268;8;3;2;E2;2; ; ; ; ; ; ;305,222153705109
589268;9;4;1;E1;1;07220101;1;1; ;10000;3;305,222153705109
589268;10;4;2;E2;2; ; ; ; ; ; ;305,222153705109
589268;11;6;1;E1;2; ; ; ; ; ; ;305,222153705109
589268;12;6;2;E2;2; ; ; ; ; ; ;305,222153705109
589268;13;7;1;E1;2; ; ; ; ; ; ;305,222153705109
589268;14;7;2;E2;2; ; ; ; ; ; ;305,222153705109
589269;5;2;1;E1;1;07320199;2;3; ;20000; ;275,764371453023
589269;6;2;2;E2;2; ; ; ; ; ; ;275,764371453023
589269;7;3;1;E1;2; ; ; ; ; ; ;275,764371453023
589269;8;3;2;E2;2; ; ; ; ; ; ;275,764371453023
589269;9;6;1;E1;1;07220101;1;1; ;10000;3;275,764371453023
589269;10;6;2;E1;1;08300305;1;1; ;10000;5;275,764371453023
589269;11;6;3;E2;1;11110601;16;1;6;40000;7;275,764371453023
589270;2;2;1;E1;1;07320199;2;3; ;20000; ;203,906378795678
589270;3;2;2;E2;2; ; ; ; ; ; ;203,906378795678
589270;4;3;1;E1;2; ; ; ; ; ; ;203,906378795678
589270;5;3;2;E2;2; ; ; ; ; ; ;203,906378795678
589271;3;2;1;E1;2; ; ; ; ; ; ;200,724098853767
589271;4;2;2;E2;1;02130102;1;1;16;3000;9;200,724098853767
589271;5;3;1;E1;1;08300305;1;1; ;2000;3;200,724098853767
589271;6;3;2;E2;1;02130102;1;1;16;5000;9;200,724098853767
589273;2;2;1;E1;2; ; ; ; ; ; ;208,175811217632
589273;3;2;2;E2;1;02130102;1;3; ;2000; ;208,175811217632
589274;4;2;3;E1;1;08300201;1;1; ;3000;9;221,893643607101
589274;5;2;4;E2;2; ; ; ; ; ; ;221,893643607101
589274;6;3;1;E1;1;07320199;2;1; ;24000;9;221,893643607101
589274;7;3;2;E2;1;02130102;3;1;16;6000;9;221,893643607101
589275;2;2;1;E1;1;07320199;2;1; ;20000;9;204,420814473105
589275;3;2;2;E2;2; ; ; ; ; ; ;204,420814473105
589338;2;1;1;E1;2; ; ; ; ; ; ;168,444569734581
589338;3;1;2;E2;2; ; ; ; ; ; ;168,444569734581
589338;4;3;1;E1;1;08300305;1;1; ;2000;3;168,444569734581
589338;5;3;2;E2;2; ; ; ; ; ; ;168,444569734581
589341;1;2;1;E1;2; ; ; ; ; ; ;128,287900439133
589341;2;2;2;E2;2; ; ; ; ; ; ;128,287900439133
589341;3;3;1;E1;2; ; ; ; ; ; ;128,287900439133
589341;4;3;2;E2;2; ; ; ; ; ; ;128,287900439133
591042;2;1;1;E1;1;08300305;1;1; ;10000;3;273,391436081898
591042;3;1;2;E2;2; ; ; ; ; ; ;273,391436081898
591045;1;1;1;E1;1;07340201;2;1; ;32000;9;302,919021664844
591045;2;1;3;E1;1;07340201;2;3; ;32000;1;302,919021664844
591045;3;1;4;E2;2; ; ; ; ; ; ;302,919021664844
591610;2;2;1;E1;1;07320199;2;1; ;5000;3;799,575388558341
591610;3;2;2;E2;2; ; ; ; ; ; ;799,575388558341
591611;1;1;1;E1;2; ; ; ; ; ; ;977,667423967488
591611;2;1;2;E2;2; ; ; ; ; ; ;977,667423967488
593553;2;1;5;E1;1;07320103;1;3; ;8000;3;144,984587328085
593553;3;1;6;E2;2; ; ; ; ; ; ;144,984587328085
593791;6;1;4;E1;2; ; ; ; ; ; ;280,28105612706
593791;7;1;5;E2;2; ; ; ; ; ; ;280,28105612706
593791;8;3;1;E1;2; ; ; ; ; ; ;280,28105612706
593791;9;3;2;E2;1;11110601;10;1;6;10500;9;280,28105612706
593791;10;4;1;E1;1;07320101;2;1; ;10000;9;280,28105612706
593791;11;4;2;E1;1;07320199;4;1; ;6000;9;280,28105612706
593791;12;4;3;E1;1;08300305;1;1; ;3000;3;280,28105612706
593791;13;4;4;E2;2; ; ; ; ; ; ;280,28105612706
593791;14;6;1;E1;1;07320101;10;1; ;20000;9;280,28105612706
593791;15;6;2;E2;1;08300303;3;1; ;3000;2;280,28105612706
593793;1;2;5;E1;2; ; ; ; ; ; ;349,018469620021
593793;2;2;6;E2;2; ; ; ; ; ; ;349,018469620021
593793;3;3;1;E1;2; ; ; ; ; ; ;349,018469620021
593793;4;3;2;E2;2; ; ; ; ; ; ;349,018469620021
593793;5;4;1;E1;2; ; ; ; ; ; ;349,018469620021
593793;6;4;2;E2;2; ; ; ; ; ; ;349,018469620021
593794;1;2;1;E1;2; ; ; ; ; ; ;278,656605244496
593794;2;2;2;E2;2; ; ; ; ; ; ;278,656605244496
593796;1;2;1;E1;2; ; ; ; ; ; ;189,864638838815
593796;2;2;2;E2;2; ; ; ; ; ; ;189,864638838815
593796;3;3;1;E1;2; ; ; ; ; ; ;189,864638838815
593796;4;3;2;E2;2; ; ; ; ; ; ;189,864638838815
593796;5;4;1;E1;2; ; ; ; ; ; ;189,864638838815
593796;6;4;2;E2;2; ; ; ; ; ; ;189,864638838815
593796;7;5;1;E1;2; ; ; ; ; ; ;189,864638838815
593796;8;5;2;E2;2; ; ; ; ; ; ;189,864638838815
593797;1;2;1;E1;2; ; ; ; ; ; ;201,500433156853
593797;2;2;2;E2;2; ; ; ; ; ; ;201,500433156853
593798;1;2;1;E1;2; ; ; ; ; ; ;217,816119246306
593798;2;2;2;E2;2; ; ; ; ; ; ;217,816119246306
593799;1;2;1;E1;2; ; ; ; ; ; ;195,367727471159
593799;2;2;2;E2;2; ; ; ; ; ; ;195,367727471159
593799;3;4;1;E1;2; ; ; ; ; ; ;195,367727471159
593799;4;4;2;E2;2; ; ; ; ; ; ;195,367727471159
593802;1;2;3;E1;2; ; ; ; ; ; ;323,503214380174
593802;2;2;4;E2;2; ; ; ; ; ; ;323,503214380174
594390;1;1;1;E1;2; ; ; ; ; ; ;369,073022532741
594390;2;1;2;E2;2; ; ; ; ; ; ;369,073022532741
594456;1;2;3;E1;2; ; ; ; ; ; ;234,472572554198
594456;2;2;4;E2;2; ; ; ; ; ; ;234,472572554198
594459;1;2;1;E1;2; ; ; ; ; ; ;284,390015094345
594459;2;2;2;E2;2; ; ; ; ; ; ;284,390015094345
594459;3;3;1;E1;2; ; ; ; ; ; ;284,390015094345
594459;4;3;2;E2;2; ; ; ; ; ; ;284,390015094345
594461;1;2;1;E1;2; ; ; ; ; ; ;278,656605244496
594461;2;2;2;E2;2; ; ; ; ; ; ;278,656605244496
594462;1;2;3;E1;2; ; ; ; ; ; ;359,827173022431
594462;2;2;4;E2;2; ; ; ; ; ; ;359,827173022431
594462;3;3;1;E1;2; ; ; ; ; ; ;359,827173022431
