DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;CAP;NC2R_CA_P3;NC2R_CJ_P4_S1A2;NC2R_CA_P4_S1;NC2R_CA_P5_S1;NC2R_CA_P6_S1;NC2R_CA_P7_S1;NC2R_CA_P8_S1;FEX_C
445997;1;1;1;J1; ; ; ; ; ; ; ;583,538013240681
445998;1;1;1;J1;11110102;2;1;1;16;21000;3;605,020771490995
446243;1;1;1;J1; ; ; ; ; ; ; ;539,859857505521
446244;1;1;1;J1; ; ; ; ; ; ; ;583,538013240681
446262;1;1;1;J1; ; ; ; ; ; ; ;510,88971899429
446263;1;1;1;J1; ; ; ; ; ; ; ;647,122702052151
446264;1;1;1;J1; ; ; ; ; ; ; ;460,118153042844
446351;1;1;1;J1; ; ; ; ; ; ; ;739,701157302879
446392;1;1;1;J1; ; ; ; ; ; ; ;392,277346264563
446393;1;1;1;J1; ; ; ; ; ; ; ;514,417470955059
446394;1;1;1;J1; ; ; ; ; ; ; ;521,123166396353
446395;1;1;1;J1; ; ; ; ; ; ; ;605,86890284372
446396;1;1;1;J1; ; ; ; ; ; ; ;499,036094994283
446397;1;1;1;J1;11110102;2;1;1;20;3600;9;718,11813439114
446398;1;1;1;J1; ; ; ; ; ; ; ;537,193643465367
446399;1;1;1;J1; ; ; ; ; ; ; ;585,439285976326
446400;1;1;1;J1; ; ; ; ; ; ; ;434,030874306073
446401;1;1;1;J1; ; ; ; ; ; ; ;604,512711018907
446770;1;1;1;J1; ; ; ; ; ; ; ;252,620514194508
446818;1;1;1;J1; ; ; ; ; ; ; ;213,488015581493
446819;1;1;1;J1; ; ; ; ; ; ; ;213,488015581493
446820;1;1;1;J1; ; ; ; ; ; ; ;490,974906832221
446821;1;1;1;J1; ; ; ; ; ; ; ;276,182108925606
446822;1;1;1;J1; ; ; ; ; ; ; ;313,430496516405
446823;1;1;1;J1; ; ; ; ; ; ; ;492,585784600224
446824;1;1;1;J1; ; ; ; ; ; ; ;154,505850347995
446825;1;1;1;J1; ; ; ; ; ; ; ;284,736760882301
446826;1;1;1;J1; ; ; ; ; ; ; ;175,244733314492
446827;1;1;1;J1; ; ; ; ; ; ; ;417,742942808375
446828;1;1;1;J1; ; ; ; ; ; ; ;387,120433458625
446829;1;1;1;J1; ; ; ; ; ; ; ;313,430496516405
446850;1;1;1;J1; ; ; ; ; ; ; ;516,820681681871
448529;1;1;1;J1; ; ; ; ; ; ; ;279,606457426204
448530;1;1;1;J1; ; ; ; ; ; ; ;222,218538801612
448531;1;1;1;J1; ; ; ; ; ; ; ;380,769534181822
448532;1;1;1;J1; ; ; ; ; ; ; ;242,181751215596
448533;1;1;1;J1; ; ; ; ; ; ; ;242,948659944001
448536;1;1;1;J1; ; ; ; ; ; ; ;317,377334952017
448537;1;1;1;J1; ; ; ; ; ; ; ;247,714074436007
448539;1;1;1;J1; ; ; ; ; ; ; ;317,742223916109
448540;1;1;1;J1; ; ; ; ; ; ; ;348,249430282807
448543;1;1;1;J1; ; ; ; ; ; ; ;516,820681681871
448545;1;1;1;J1; ; ; ; ; ; ; ;531,841315879295
448547;1;1;1;J1; ; ; ; ; ; ; ;516,820681681871
448551;1;1;1;J1;11110105;2;1;1;1;10500;9;512,128826623196
448552;1;1;1;J1;11110102;2;2;1;18;25000;2;424,798805765902
448553;1;1;1;J1;11110102;2;1;1;18;10000;9;516,820681681871
448554;1;1;1;J1; ; ; ; ; ; ; ;516,820681681871
449110;1;1;1;J1; ; ; ; ; ; ; ;282,116185931606
449111;1;1;1;J1; ; ; ; ; ; ; ;605,020771490995
449112;1;1;1;J1; ; ; ; ; ; ; ;700,26726677062
449113;1;1;1;J1; ; ; ; ; ; ; ;282,116185931606
449148;1;1;1;J1; ; ; ; ; ; ; ;381,940197598013
449149;1;1;1;J1; ; ; ; ; ; ; ;605,201812127144
449150;1;1;1;J1; ; ; ; ; ; ; ;465,576030099642
449151;1;1;1;J1; ; ; ; ; ; ; ;477,429654099649
449221;1;1;1;J1; ; ; ; ; ; ; ;154,505850347995
449222;1;1;1;J1; ; ; ; ; ; ; ;213,488015581493
449223;1;1;1;J1; ; ; ; ; ; ; ;213,488015581493
449224;1;1;1;J1; ; ; ; ; ; ; ;213,488015581493
449225;1;1;1;J1; ; ; ; ; ; ; ;560,410181400435
449227;1;1;1;J1; ; ; ; ; ; ; ;375,948718597094
449228;1;1;1;J1; ; ; ; ; ; ; ;384,679241817213
449229;1;1;1;J1; ; ; ; ; ; ; ;171,699914643193
449231;1;1;1;J1; ; ; ; ; ; ; ;487,745699305272
449232;1;1;1;J1; ; ; ; ; ; ; ;305,46688202469
449240;1;1;1;J1;11110102;2;2;1;18;20000;1;607,830417366471
449426;1;1;1;J1; ; ; ; ; ; ; ;529,901608573987
449427;1;1;1;J1;11110102;2;2;1;18;16000;9;954,272813818366
449443;1;1;1;J1; ; ; ; ; ; ; ;211,47940387525
449444;1;1;1;J1; ; ; ; ; ; ; ;385,899837637919
449529;1;1;1;J1; ; ; ; ; ; ; ;529,901608573987
449530;1;1;1;J1;11110101;1;6;1;20;24500;1;583,538013240681
449530;2;1;2;J1;11110102;2;5;1;20;28000;1;583,538013240681
449530;3;1;3;J1;11110103;3;5;1;20;21000;1;583,538013240681
449581;1;1;1;J1; ; ; ; ; ; ; ;526,31413753284
449582;1;1;1;J1;11110102;2;1;1;18;7000;9;507,474573305899
449583;1;1;1;J1; ; ; ; ; ; ; ;395,96555914557
449584;1;1;1;J1; ; ; ; ; ; ; ;579,835392589537
449586;1;1;1;J1; ; ; ; ; ; ; ;559,836340656229
449587;1;1;1;J1; ; ; ; ; ; ; ;516,820681681871
449588;1;1;1;J1;11110105;3;1;1;16;20000;9;465,808054691544
449589;1;1;1;J1;11110101;1;1;1;20;1000;1;520,343353362886
449589;2;1;2;J1;11110102;2;1;1;20;2000;1;520,343353362886
449589;3;1;3;J1;11110103;3;1;1;20;2000;1;520,343353362886
449590;1;1;1;J1; ; ; ; ; ; ; ;627,829469299778
449592;1;1;1;J1; ; ; ; ; ; ; ;516,820681681871
449594;1;1;1;J1;11110102;2;2;1;16;14000;2;531,841315879295
450188;1;1;1;J1; ; ; ; ; ; ; ;362,34196856823
450189;1;1;1;J1; ; ; ; ; ; ; ;681,249857663368
450190;1;1;1;J1; ; ; ; ; ; ; ;505,05268932734
450191;1;1;1;J1; ; ; ; ; ; ; ;393,198023253562
450192;1;1;1;J1; ; ; ; ; ; ; ;393,198023253562
450193;1;1;1;J1; ; ; ; ; ; ; ;577,501690530677
450194;1;1;1;J1; ; ; ; ; ; ; ;393,198023253562
450195;1;1;1;J1; ; ; ; ; ; ; ;541,552783263748
450196;1;1;1;J1; ; ; ; ; ; ; ;525,482306194734
450197;1;1;1;J1; ; ; ; ; ; ; ;466,1718284441
450198;1;1;1;J1; ; ; ; ; ; ; ;393,198023253562
450199;1;1;1;J1; ; ; ; ; ; ; ;457,514142833535
450200;1;1;1;J1; ; ; ; ; ; ; ;772,701289552029
450201;1;1;1;J1; ; ; ; ; ; ; ;472,102357743362
450202;1;1;1;J1; ; ; ; ; ; ; ;426,587093790945
450203;1;1;1;J1; ; ; ; ; ; ; ;506,479875509411
450204;1;1;1;J1; ; ; ; ; ; ; ;466,1718284441
450205;1;1;1;J1; ; ; ; ; ; ; ;528,342967438927
450206;1;1;1;J1; ; ; ; ; ; ; ;498,346993886046
450207;1;1;1;J1; ; ; ; ; ; ; ;556,338360880066
450208;1;1;1;J1; ; ; ; ; ; ; ;453,104299348655
450209;1;1;1;J1; ; ; ; ; ; ; ;477,429654099649
450210;1;1;1;J1; ; ; ; ; ; ; ;391,321195620734
450211;1;1;1;J1; ; ; ; ; ; ; ;302,435692473138
450212;1;1;1;J1; ; ; ; ; ; ; ;403,174819620742
450213;1;1;1;J1; ; ; ; ; ; ; ;892,076822509712
450214;1;1;1;J1; ; ; ; ; ; ; ;525,482306194734
450216;1;1;1;J1; ; ; ; ; ; ; ;808,011799397221
454106;1;1;1;J1; ; ; ; ; ; ; ;675,895669205104
454107;1;1;1;J1; ; ; ; ; ; ; ;570,304868355166
454108;1;1;1;J1; ; ; ; ; ; ; ;758,675779223907
454109;1;1;1;J1; ; ; ; ; ; ; ;302,096807172987
454110;1;1;1;J1; ; ; ; ; ; ; ;570,304868355166
454111;1;1;1;J1; ; ; ; ; ; ; ;455,751814905899
454112;1;1;1;J1; ; ; ; ; ; ; ;352,167934884838
454113;1;1;1;J1; ; ; ; ; ; ; ;570,304868355166
454114;1;1;1;J1; ; ; ; ; ; ; ;589,610509732634
454115;1;1;1;J1; ; ; ; ; ; ; ;525,129500787393
454116;1;1;1;J1; ; ; ; ; ; ; ;494,676955195902
454117;1;1;1;J1; ; ; ; ; ; ; ;608,357745216009
454118;1;1;1;J1; ; ; ; ; ; ; ;738,547751258534
454123;1;1;1;J1; ; ; ; ; ; ; ;529,901608573987
454124;2;1;2;J1;11110101;1;6;2; ;24000; ;717,887379596125
454124;3;1;3;J1;11110102;2;6;2; ;36000; ;717,887379596125
454125;1;1;1;J1; ; ; ; ; ; ; ;282,116185931606
454126;1;1;1;J1; ; ; ; ; ; ; ;583,538013240681
454127;1;1;1;J1; ; ; ; ; ; ; ;471,4930961207
454128;1;1;1;J1; ; ; ; ; ; ; ;898,128272822385
454129;1;1;1;J1; ; ; ; ; ; ; ;539,859857505521
454130;1;1;1;J1; ; ; ; ; ; ; ;410,576447338125
454131;1;1;1;J1; ; ; ; ; ; ; ;360,013731305391
454132;1;1;1;J1;11110414;4;5;1;20;8000;9;468,984959791413
460076;1;1;1;J1; ; ; ; ; ; ; ;194,74947056335
460077;1;1;1;J1; ; ; ; ; ; ; ;92,4726233962689
460078;1;1;1;J1; ; ; ; ; ; ; ;139,250593903302
460079;1;1;1;J1; ; ; ; ; ; ; ;88,1361197816214
460080;1;1;1;J1; ; ; ; ; ; ; ;109,72625760194
460081;1;1;1;J1; ; ; ; ; ; ; ;135,28349466278
460082;1;1;1;J1; ; ; ; ; ; ; ;206,958679471891
460083;1;1;1;J1; ; ; ; ; ; ; ;143,993424346998
460084;1;1;1;J1; ; ; ; ; ; ; ;154,714439955084
460085;1;1;1;J1; ; ; ; ; ; ; ;159,762758456382
460086;1;1;1;J1; ; ; ; ; ; ; ;163,726860511911
460087;1;1;1;J1; ; ; ; ; ; ; ;281,471198126398
460088;1;1;1;J1; ; ; ; ; ; ; ;191,143796413149
460089;1;1;1;J1; ; ; ; ; ; ; ;159,762758456382
460091;1;1;1;J1; ; ; ; ; ; ; ;163,368432606584
460092;1;1;1;J1; ; ; ; ; ; ; ;187,896242534537
460093;1;1;1;J1;11110103;2;1;1;18;8000;9;114,062761216587
460094;1;1;1;J1; ; ; ; ; ; ; ;213,811907500705
460097;1;1;1;J1; ; ; ; ; ; ; ;132,766770248614
460098;1;1;1;J1; ; ; ; ; ; ; ;203,662579458928
460099;1;1;1;J1; ; ; ; ; ; ; ;114,062761216587
460100;1;1;1;J1; ; ; ; ; ; ; ;187,896242534537
460101;1;1;1;J1; ; ; ; ; ; ; ;173,060021081783
460102;1;1;1;J1; ; ; ; ; ; ; ;131,316395422258
460103;1;1;1;J1; ; ; ; ; ; ; ;138,172620636064
460104;1;1;1;J1; ; ; ; ; ; ; ;124,835320144017
460105;1;1;1;J1;11110102;2;1;1;18;8000;9;264,926381622385
460107;1;1;1;J1; ; ; ; ; ; ; ;203,86937147224
460108;1;1;1;J1; ; ; ; ; ; ; ;189,604837585796
460109;1;1;1;J1; ; ; ; ; ; ; ;182,07244163861
460110;1;1;1;J1; ; ; ; ; ; ; ;194,74947056335
460111;1;1;1;J1; ; ; ; ; ; ; ;188,254670439864
460112;1;1;1;J1; ; ; ; ; ; ; ;160,851708192417
460113;1;1;1;J1; ; ; ; ; ; ; ;178,105342398088
460114;1;1;1;J1; ; ; ; ; ; ; ;173,418448987111
460115;1;1;1;J1; ; ; ; ; ; ; ;178,105342398088
460116;1;1;1;J1;11110102;2;1;1;18;8000;9;178,105342398088
460117;1;1;1;J1; ; ; ; ; ; ; ;131,316395422258
460118;1;1;1;J1; ; ; ; ; ; ; ;236,180524900644
460119;1;1;1;J1; ; ; ; ; ; ; ;208,46409531179
460122;1;1;1;J1; ; ; ; ; ; ; ;163,368432606584
460123;1;1;1;J1; ; ; ; ; ; ; ;178,105342398088
460124;1;1;1;J1;11110102;2;1;1;18;9000;9;178,105342398088
466459;1;1;1;J1; ; ; ; ; ; ; ;241,363175159203
466676;1;1;1;J1; ; ; ; ; ; ; ;305,46688202469
466677;1;1;1;J1; ; ; ; ; ; ; ;484,742640279212
466678;1;1;1;J1; ; ; ; ; ; ; ;313,430496516405
466679;1;1;1;J1; ; ; ; ; ; ; ;154,505850347995
466680;1;1;1;J1; ; ; ; ; ; ; ;420,913912377971
466682;1;1;1;J1; ; ; ; ; ; ; ;240,766014421242
466683;1;1;1;J1; ; ; ; ; ; ; ;355,98550618311
466684;1;1;1;J1; ; ; ; ; ; ; ;280,425033482596
466685;1;1;1;J1; ; ; ; ; ; ; ;154,505850347995
466686;1;1;1;J1; ; ; ; ; ; ; ;175,244733314492
466687;1;1;1;J1; ; ; ; ; ; ; ;419,498175583616
466688;1;1;1;J1; ; ; ; ; ; ; ;452,757017548426
466689;1;1;1;J1; ; ; ; ; ; ; ;246,493478615301
466690;1;1;1;J1; ; ; ; ; ; ; ;283,321024087947
466691;1;1;1;J1; ; ; ; ; ; ; ;284,736760882301
466692;1;1;1;J1; ; ; ; ; ; ; ;171,699914643193
466735;1;1;1;J1; ; ; ; ; ; ; ;242,181751215596
466736;1;1;1;J1; ; ; ; ; ; ; ;420,913912377971
466743;1;1;1;J1; ; ; ; ; ; ; ;202,974029738296
466744;1;1;1;J1; ; ; ; ; ; ; ;154,505850347995
466745;1;1;1;J1; ; ; ; ; ; ; ;187,204464061561
466746;1;1;1;J1; ; ; ; ; ; ; ;209,943196910193
466747;1;1;1;J1; ; ; ; ; ; ; ;451,511028744515
466748;1;1;1;J1; ; ; ; ; ; ; ;213,488015581493
466749;1;1;1;J1; ; ; ; ; ; ; ;420,549023413878
466750;1;1;1;J1; ; ; ; ; ; ; ;451,421118744668
466751;1;1;1;J1; ; ; ; ; ; ; ;451,421118744668
466752;1;1;1;J1; ; ; ; ; ; ; ;383,093757032415
466753;1;1;1;J1;11110102;2;1;1;1;9000;3;380,260445996798
466754;1;1;1;J1; ; ; ; ; ; ; ;317,742223916109
466759;1;1;1;J1; ; ; ; ; ; ; ;558,824696615637
466804;1;1;1;J1;11110102;2;3;1;18;34500;5;1311,6541031246
466805;1;1;1;J1; ; ; ; ; ; ; ;1588,43792230238
466806;1;1;1;J1;11110102;2;6;1;18;74000;9;1476,28271465382
466807;1;1;1;J1; ; ; ; ; ; ; ;1439,87054484249
466808;1;1;1;J1;11110404;1;1;1;19;500;2;1588,43792230238
466809;1;1;1;J1; ; ; ; ; ; ; ;1476,38346258614
466810;1;1;1;J1; ; ; ; ; ; ; ;742,833793617146
466811;1;1;1;J1; ; ; ; ; ; ; ;1922,23230253873
466812;1;1;1;J1; ; ; ; ; ; ; ;731,535571304946
466813;1;1;1;J1; ; ; ; ; ; ; ;1036,93438415765
466814;1;1;1;J1; ; ; ; ; ; ; ;1439,87054484249
468019;1;1;1;J1; ; ; ; ; ; ; ;585,698440509783
468020;1;1;1;J1; ; ; ; ; ; ; ;609,433294120454
468021;1;1;1;J1; ; ; ; ; ; ; ;319,873629986945
468022;1;1;1;J1; ; ; ; ; ; ; ;625,904141987717
468023;1;1;1;J1; ; ; ; ; ; ; ;565,270805737012
468024;1;1;1;J1; ; ; ; ; ; ; ;556,347020857503
468025;1;1;1;J1; ; ; ; ; ; ; ;595,840977160166
468026;1;1;1;J1; ; ; ; ; ; ; ;627,174274921429
468176;1;1;1;J1; ; ; ; ; ; ; ;297,822655048795
468177;1;1;1;J1; ; ; ; ; ; ; ;223,589210485113
468178;1;1;1;J1; ; ; ; ; ; ; ;457,763828047824
468179;1;1;1;J1; ; ; ; ; ; ; ;653,544980498977
468180;1;1;1;J1; ; ; ; ; ; ; ;85,8611931225599
468181;1;1;1;J1; ; ; ; ; ; ; ;119,493016165194
468182;1;1;1;J1; ; ; ; ; ; ; ;208,870084237819
468183;1;1;1;J1; ; ; ; ; ; ; ;225,312076149512
468184;1;1;1;J1; ; ; ; ; ; ; ;183,269120301391
468185;1;1;1;J1; ; ; ; ; ; ; ;61,749251018276
468186;1;1;1;J1; ; ; ; ; ; ; ;98,4252676562188
468226;1;1;1;J1; ; ; ; ; ; ; ;844,744031063069
468227;1;1;1;J1; ; ; ; ; ; ; ;864,190738396699
468228;1;1;1;J1; ; ; ; ; ; ; ;872,538098725523
468229;1;1;1;J1; ; ; ; ; ; ; ;872,538098725523
468230;1;1;1;J1; ; ; ; ; ; ; ;723,157198616506
468232;1;1;1;J1; ; ; ; ; ; ; ;734,471889629057
468233;1;1;1;J1; ; ; ; ; ; ; ;409,217875441229
468359;1;1;1;J1; ; ; ; ; ; ; ;646,161174204952
468360;1;1;1;J1; ; ; ; ; ; ; ;608,173694001064
468361;1;1;1;J1; ; ; ; ; ; ; ;519,619140773005
469031;1;1;1;J1; ; ; ; ; ; ; ;246,997004073104
469032;1;1;1;J1; ; ; ; ; ; ; ;99,7544083751428
469033;1;1;1;J1; ; ; ; ; ; ; ;195,833395501417
469034;1;1;1;J1; ; ; ; ; ; ; ;119,641832961576
469048;1;1;1;J1; ; ; ; ; ; ; ;590,372323136161
469049;1;1;1;J1; ; ; ; ; ; ; ;718,261497791225
469094;1;1;1;J1; ; ; ; ; ; ; ;427,905503585959
469095;1;1;1;J1; ; ; ; ; ; ; ;460,654264114266
469096;1;1;1;J1; ; ; ; ; ; ; ;460,654264114266
469097;1;1;1;J1; ; ; ; ; ; ; ;713,935580439781
469098;1;1;1;J1; ; ; ; ; ; ; ;459,870905010874
469099;1;1;1;J1; ; ; ; ; ; ; ;506,715118658841
469100;1;1;1;J1; ; ; ; ; ; ; ;513,646410763839
469101;1;1;1;J1; ; ; ; ; ; ; ;457,304746555246
469102;1;1;1;J1; ; ; ; ; ; ; ;506,715118658841
469103;1;1;1;J1; ; ; ; ; ; ; ;682,037480988105
469104;1;1;1;J1; ; ; ; ; ; ; ;483,003922102907
469106;1;1;1;J1; ; ; ; ; ; ; ;561,443979764114
469107;1;1;1;J1; ; ; ; ; ; ; ;561,443979764114
469108;1;1;1;J1; ; ; ; ; ; ; ;631,001100894327
469109;1;1;1;J1; ; ; ; ; ; ; ;571,757118970032
469110;1;1;1;J1; ; ; ; ; ; ; ;475,418078491709
469111;1;1;1;J1; ; ; ; ; ; ; ;605,606468147556
469243;1;1;1;J1; ; ; ; ; ; ; ;410,385439896247
471884;1;1;1;J1; ; ; ; ; ; ; ;400,854493984954
471885;1;1;1;J1; ; ; ; ; ; ; ;223,589210485113
472053;1;1;1;J1; ; ; ; ; ; ; ;348,418412343901
473667;2;1;2;J1;11110103;3;1;1;19;6500;3;506,282828989678
473668;1;1;1;J1; ; ; ; ; ; ; ;779,654758828668
473669;1;1;1;J1;11110101;1;2;1;18;10000;2;506,282828989678
473670;1;1;1;J1;11110101;1;7;3; ;28000; ;506,282828989678
473670;2;1;2;J1;11110102;2;7;3; ;42000; ;506,282828989678
473670;3;1;3;J1;11110103;3;5;3; ;21000; ;506,282828989678
473671;1;1;1;J1; ; ; ; ; ; ; ;718,261497791225
473672;1;1;1;J1;11110301;4;1;1;6;2500;3;404,322174615948
473672;2;1;2;J1;11110404;4;1;1;19;1200;2;404,322174615948
473673;1;1;1;J1; ; ; ; ; ; ; ;557,036967656144
473674;1;1;1;J1;11110101;1;3;1;19;12000;3;800,726096816836
473674;2;1;2;J1;11110102;2;3;1;18;24000;3;800,726096816836
473674;3;1;3;J1;11110404;1;2;1;19;4800;3;800,726096816836
473909;1;1;1;J1; ; ; ; ; ; ; ;590,372323136161
473953;1;1;1;J1; ; ; ; ; ; ; ;883,733404753253
473954;1;1;1;J1; ; ; ; ; ; ; ;654,776362576594
473955;1;1;1;J1; ; ; ; ; ; ; ;730,15464525519
473956;1;1;1;J1; ; ; ; ; ; ; ;405,36835298057
473957;1;1;1;J1; ; ; ; ; ; ; ;794,466933958048
473958;1;1;1;J1; ; ; ; ; ; ; ;727,717966078419
473959;1;1;1;J1; ; ; ; ; ; ; ;655,613535523135
474845;1;1;1;J1;11110102;2;2;1;18;14000;2;183,269120301391
474847;1;1;1;J1; ; ; ; ; ; ; ;80,6753833286604
474924;1;1;1;J1;11110301;4;1;1;19;2000;3;203,463004507565
474924;2;1;2;J1;11110405;4;1;1;19;2000;3;203,463004507565
474925;1;1;1;J1; ; ; ; ; ; ; ;127,724097571064
474926;1;1;1;J1;11110201;4;1;1;19;1200;9;190,202094925204
474926;2;1;2;J1;11110414;4;1;1;19;200;9;190,202094925204
474927;1;1;1;J1; ; ; ; ; ; ; ;132,426217824757
474944;1;1;1;J1; ; ; ; ; ; ; ;77,0820934643702
474945;1;1;1;J1; ; ; ; ; ; ; ;61,749251018276
474946;1;1;1;J1; ; ; ; ; ; ; ;221,126739544904
474955;1;1;1;J1; ; ; ; ; ; ; ;102,650863190731
474956;1;1;1;J1; ; ; ; ; ; ; ;69,0190401480962
477561;1;1;1;J1;11110101;2;1;1;16;3500;1;544,044623453994
477561;2;1;2;J1;11110102;2;1;1;18;8000;1;544,044623453994
477561;3;1;3;J1;11110103;3;1;1;18;6000;1;544,044623453994
477561;4;1;4;J1;11110105;4;1;1;18;8000;4;544,044623453994
477561;5;1;5;J1;11110301;4;3;1;19;6000;1;544,044623453994
477561;6;1;6;J1;11110401;4;2;1;19;4500;4;544,044623453994
477561;7;1;7;J1;11110405;4;3;1;18;7000;3;544,044623453994
477561;8;1;8;J1;01220101;4;1;1;7;2000;2;544,044623453994
477562;1;1;1;J1; ; ; ; ; ; ; ;548,235482580455
477906;1;1;1;J1; ; ; ; ; ; ; ;223,589210485113
477907;1;1;1;J1; ; ; ; ; ; ; ;355,922772750113
477921;1;1;1;J1;11110105;3;1;1;19;10000;5;909,418927287295
477922;1;1;1;J1; ; ; ; ; ; ; ;608,207610094865
477923;1;1;1;J1; ; ; ; ; ; ; ;664,754518321516
477924;1;1;1;J1; ; ; ; ; ; ; ;872,538098725523
477925;1;1;1;J1; ; ; ; ; ; ; ;458,095637244202
477926;1;1;1;J1; ; ; ; ; ; ; ;778,043338453742
477927;1;1;1;J1; ; ; ; ; ; ; ;795,830395991555
477928;1;1;1;J1; ; ; ; ; ; ; ;718,261497791225
477929;1;1;1;J1; ; ; ; ; ; ; ;768,786553237665
477930;1;1;1;J1; ; ; ; ; ; ; ;718,261497791225
477989;1;1;1;J1; ; ; ; ; ; ; ;508,915761891201
477990;1;1;1;J1; ; ; ; ; ; ; ;355,922772750113
477991;1;1;1;J1; ; ; ; ; ; ; ;510,025574346277
477992;1;1;1;J1; ; ; ; ; ; ; ;442,203568156283
477993;1;1;1;J1; ; ; ; ; ; ; ;449,229827468387
477994;1;1;1;J1; ; ; ; ; ; ; ;515,155368501279
478035;1;1;1;J1; ; ; ; ; ; ; ;303,813956158585
478036;1;1;1;J1; ; ; ; ; ; ; ;348,418412343901
478037;1;1;1;J1; ; ; ; ; ; ; ;459,812575531441
478038;1;1;1;J1; ; ; ; ; ; ; ;303,813956158585
478039;1;1;1;J1; ; ; ; ; ; ; ;735,61834699235
478040;1;1;1;J1; ; ; ; ; ; ; ;391,261584735605
478041;1;1;1;J1; ; ; ; ; ; ; ;506,715118658841
478042;1;1;1;J1;11110102;2;1;1;20;4000;2;465,129778328517
478044;1;1;1;J1;11110102;2;1;1;6;4000;2;587,352274655079
478044;2;1;2;J1;11110302;4;1;1;13;1500;9;587,352274655079
478044;3;1;3;J1;11110405;4;2;1;13;2000;9;587,352274655079
478045;1;1;1;J1;11110401;4;1;1;20;2000;9;654,776362576594
478046;1;1;1;J1; ; ; ; ; ; ; ;492,69501467984
478047;1;1;1;J1; ; ; ; ; ; ; ;384,567971472939
478048;1;1;1;J1; ; ; ; ; ; ; ;501,061046729862
478049;1;1;1;J1; ; ; ; ; ; ; ;506,715118658841
478050;1;1;1;J1;11110102;2;1;1;6;4000;2;513,646410763839
478051;1;1;1;J1; ; ; ; ; ; ; ;492,69501467984
478052;1;1;1;J1;11110102;2;1;1;18;2000;2;481,629020704103
478053;1;1;1;J1; ; ; ; ; ; ; ;506,715118658841
478065;1;1;1;J1; ; ; ; ; ; ; ;519,619140773005
478066;1;1;1;J1; ; ; ; ; ; ; ;495,884287162333
478067;1;1;1;J1; ; ; ; ; ; ; ;609,433294120454
478068;1;1;1;J1; ; ; ; ; ; ; ;461,476756951959
478069;1;1;1;J1; ; ; ; ; ; ; ;609,433294120454
478070;1;1;1;J1; ; ; ; ; ; ; ;391,960484170261
478071;1;1;1;J1; ; ; ; ; ; ; ;551,290910299408
478072;1;1;1;J1; ; ; ; ; ; ; ;550,031310180018
478073;1;1;1;J1; ; ; ; ; ; ; ;565,270805737012
478074;1;1;1;J1; ; ; ; ; ; ; ;561,443979764114
478075;1;1;1;J1; ; ; ; ; ; ; ;435,250950911628
478076;1;1;1;J1; ; ; ; ; ; ; ;385,60392514426
478077;1;1;1;J1; ; ; ; ; ; ; ;638,557297761185
478078;1;1;1;J1; ; ; ; ; ; ; ;506,715118658841
478079;1;1;1;J1; ; ; ; ; ; ; ;643,032811975436
478080;1;1;1;J1; ; ; ; ; ; ; ;570,296036893129
478081;1;1;1;J1; ; ; ; ; ; ; ;528,915524982322
478082;1;1;1;J1; ; ; ; ; ; ; ;558,964323584912
478083;1;1;1;J1; ; ; ; ; ; ; ;506,715118658841
479595;1;1;1;J1; ; ; ; ; ; ; ;88,7576479381476
479596;1;1;1;J1; ; ; ; ; ; ; ;150,641551534033
479598;1;1;1;J1; ; ; ; ; ; ; ;119,641832961576
479599;1;1;1;J1; ; ; ; ; ; ; ;241,754068061204
482774;1;1;1;J1; ; ; ; ; ; ; ;607,066112172646
482775;1;1;1;J1; ; ; ; ; ; ; ;607,066112172646
482776;1;1;1;J1;11110105;2;1;1;6;15000;5;663,729799749773
482777;1;1;1;J1; ; ; ; ; ; ; ;400,680158642353
482778;1;1;1;J1; ; ; ; ; ; ; ;558,44513220347
482779;1;1;1;J1;11110102;2;1;1;6;2000;2;513,646410763839
482780;1;1;1;J1;11110102;2;1;1;20;3000;2;496,439158425521
482783;1;1;1;J1;11110101;1;1;1;20;3500;1;800,726096816836
482783;2;1;2;J1;11110102;2;1;1;20;6000;1;800,726096816836
482783;3;1;3;J1;11110103;3;1;1;20;5000;1;800,726096816836
482784;1;1;1;J1; ; ; ; ; ; ; ;788,44860457904
482785;1;1;1;J1; ; ; ; ; ; ; ;396,242416039264
482786;2;1;2;J1;11110102;2;3;1;18;24000;2;800,726096816836
482787;1;1;1;J1; ; ; ; ; ; ; ;358,318301335176
482788;1;1;1;J1; ; ; ; ; ; ; ;820,172804150466
482789;1;1;1;J1; ; ; ; ; ; ; ;718,261497791225
482790;1;1;1;J1; ; ; ; ; ; ; ;567,689564773067
482791;1;1;1;J1; ; ; ; ; ; ; ;823,672693074901
482797;2;1;2;J1;11110102;2;1;1;18;7000;3;647,15043254784
482803;1;1;1;J1;11110405;4;1;1;20;300;2;625,976574213486
482805;1;1;1;J1; ; ; ; ; ; ; ;545,971762744272
482806;1;1;1;J1; ; ; ; ; ; ; ;559,283856760541
482807;1;1;1;J1; ; ; ; ; ; ; ;477,710501876216
482809;1;1;1;J1;11110102;2;1;1;20;3000;2;570,296036893129
482810;1;1;1;J1;11110102;2;1;1;20;3000;9;397,073345879978
482811;1;1;1;J1; ; ; ; ; ; ; ;624,537193782185
