DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;CAP;NC2R_CA_P3;NC2R_CJ_P4_S1A2;NC2R_CA_P4_S1;NC2R_CA_P5_S1;NC2R_CA_P6_S1;NC2R_CA_P7_S1;NC2R_CA_P8_S1;FEX_C
329321;1;1;1;J1; ; ; ; ; ; ; ;455,254168072643
329322;1;1;1;J1; ; ; ; ; ; ; ;601,195314960667
333406;1;1;1;J1; ; ; ; ; ; ; ;24,8028300809056
333407;1;1;1;J1; ; ; ; ; ; ; ;24,8028300809056
333408;1;1;1;J1; ; ; ; ; ; ; ;13,8405785162327
333409;1;1;1;J1; ; ; ; ; ; ; ;33,6773510265185
333410;1;1;1;J1;11110102;2;2;1;18;13000;9;24,8136217554778
333411;1;1;1;J1; ; ; ; ; ; ; ;25,120373662818
333419;1;1;1;J1; ; ; ; ; ; ; ;449,730886391061
333420;1;1;1;J1; ; ; ; ; ; ; ;903,592499425485
333421;1;1;1;J1; ; ; ; ; ; ; ;462,42932735883
333422;1;1;1;J1; ; ; ; ; ; ; ;784,495471971896
333428;1;1;1;J1; ; ; ; ; ; ; ;291,692140899838
333429;1;1;1;J1; ; ; ; ; ; ; ;436,613441884453
333430;1;1;1;J1; ; ; ; ; ; ; ;556,526065574045
333431;1;1;1;J1; ; ; ; ; ; ; ;695,584015936321
333432;1;1;1;J1; ; ; ; ; ; ; ;771,89057911858
333433;1;1;1;J1; ; ; ; ; ; ; ;867,216412505897
333434;1;1;1;J1; ; ; ; ; ; ; ;690,94704667457
333435;1;1;1;J1; ; ; ; ; ; ; ;878,013921127328
333439;1;1;1;J1; ; ; ; ; ; ; ;822,147856830676
333440;1;1;1;J1; ; ; ; ; ; ; ;768,255377330991
333441;1;1;1;J1; ; ; ; ; ; ; ;1022,35167494489
333442;1;1;1;J1; ; ; ; ; ; ; ;570,395474994228
333443;1;1;1;J1; ; ; ; ; ; ; ;631,44578059033
333444;1;1;1;J1; ; ; ; ; ; ; ;597,671362949913
333446;1;1;1;J1; ; ; ; ; ; ; ;415,506008242628
333447;1;1;1;J1; ; ; ; ; ; ; ;804,373710748857
333449;1;1;1;J1; ; ; ; ; ; ; ;988,577257304471
333450;1;1;1;J1; ; ; ; ; ; ; ;705,637510585311
333451;1;1;1;J1; ; ; ; ; ; ; ;813,603658220709
333452;1;1;1;J1; ; ; ; ; ; ; ;568,82791384465
333453;1;1;1;J1; ; ; ; ; ; ; ;867,216412505897
333454;1;1;1;J1; ; ; ; ; ; ; ;597,486724238827
333455;1;1;1;J1; ; ; ; ; ; ; ;811,571733145548
333457;1;1;1;J1; ; ; ; ; ; ; ;943,215526732764
333459;1;1;1;J1; ; ; ; ; ; ; ;892,461619607294
333460;1;1;1;J1; ; ; ; ; ; ; ;896,339586825658
333461;1;1;1;J1; ; ; ; ; ; ; ;782,68808774001
333462;1;1;1;J1; ; ; ; ; ; ; ;818,75153095474
334119;1;1;1;J1; ; ; ; ; ; ; ;1488,44572069714
334120;1;1;1;J1; ; ; ; ; ; ; ;1488,44572069714
334121;1;1;1;J1; ; ; ; ; ; ; ;515,532787274871
334122;1;1;1;J1; ; ; ; ; ; ; ;515,532787274871
334123;1;1;1;J1; ; ; ; ; ; ; ;515,532787274871
334124;1;1;1;J1; ; ; ; ; ; ; ;576,226878153601
334125;1;1;1;J1; ; ; ; ; ; ; ;1351,71329541244
334126;1;1;1;J1; ; ; ; ; ; ; ;857,012591152337
334127;1;1;1;J1; ; ; ; ; ; ; ;515,532787274871
334128;1;1;1;J1; ; ; ; ; ; ; ;515,532787274871
334129;1;1;1;J1; ; ; ; ; ; ; ;776,299467391603
334130;1;1;1;J1; ; ; ; ; ; ; ;750,278186225559
334131;1;1;1;J1; ; ; ; ; ; ; ;576,226878153601
334132;1;1;1;J1; ; ; ; ; ; ; ;1042,16231836781
334133;1;1;1;J1; ; ; ; ; ; ; ;832,830639150139
336716;1;1;1;J1; ; ; ; ; ; ; ;422,34536027671
336754;1;1;1;J1; ; ; ; ; ; ; ;663,889293596832
336755;1;1;1;J1; ; ; ; ; ; ; ;963,02313545739
336756;1;1;1;J1; ; ; ; ; ; ; ;1205,73322327821
336757;1;1;1;J1; ; ; ; ; ; ; ;445,795107181054
336758;1;1;1;J1; ; ; ; ; ; ; ;690,122705216126
336759;1;1;1;J1; ; ; ; ; ; ; ;849,29945039812
336760;1;1;1;J1; ; ; ; ; ; ; ;539,692540529267
336761;1;1;1;J1; ; ; ; ; ; ; ;860,362177936536
336762;1;1;1;J1; ; ; ; ; ; ; ;709,760801395538
336768;1;1;1;J1;11110105;2;1;1;18;19000;4;458,37200225009
336771;1;1;1;J1;11110102;2;1;3; ;5000; ;292,594070502257
338603;1;1;1;J1; ; ; ; ; ; ; ;868,970904311231
338604;1;1;1;J1; ; ; ; ; ; ; ;783,426342235231
338605;1;1;1;J1; ; ; ; ; ; ; ;893,047130501107
338606;1;1;1;J1; ; ; ; ; ; ; ;887,001292082886
338607;1;1;1;J1; ; ; ; ; ; ; ;627,229510325062
338608;1;1;1;J1; ; ; ; ; ; ; ;1066,66203154999
338609;1;1;1;J1; ; ; ; ; ; ; ;729,067359230719
339366;1;1;1;J1;11110101;1;1;1;20;1000;2;1055,32961062458
339366;2;1;2;J1;11110102;2;1;1;20;3000;2;1055,32961062458
339366;3;1;3;J1;11110103;3;1;1;20;4000;2;1055,32961062458
339456;1;1;1;J1; ; ; ; ; ; ; ;937,673478821724
339457;1;1;1;J1; ; ; ; ; ; ; ;800,497676855363
339458;1;1;1;J1; ; ; ; ; ; ; ;711,640869545925
339460;1;1;1;J1; ; ; ; ; ; ; ;1055,32961062458
339461;1;1;1;J1; ; ; ; ; ; ; ;1270,89939157746
339462;1;1;1;J1; ; ; ; ; ; ; ;991,925214789842
339463;1;1;1;J1; ; ; ; ; ; ; ;937,673478821724
339464;1;1;1;J1; ; ; ; ; ; ; ;1203,0986129149
339465;1;1;1;J1; ; ; ; ; ; ; ;1216,30396383323
340224;1;1;1;J1; ; ; ; ; ; ; ;1094,69024711638
340225;1;1;1;J1; ; ; ; ; ; ; ;990,845769599634
340226;1;1;1;J1; ; ; ; ; ; ; ;729,067359230719
340227;1;1;1;J1; ; ; ; ; ; ; ;878,948825053573
340235;1;1;1;J1; ; ; ; ; ; ; ;982,793302570321
340236;1;1;1;J1; ; ; ; ; ; ; ;773,178893823796
340238;1;1;1;J1; ; ; ; ; ; ; ;1228,90143516812
340239;1;1;1;J1; ; ; ; ; ; ; ;633,275348743284
340240;1;1;1;J1; ; ; ; ; ; ; ;887,001292082886
340241;1;1;1;J1; ; ; ; ; ; ; ;1137,04477371506
341644;1;1;1;J1; ; ; ; ; ; ; ;1115,57085442709
341645;1;1;1;J1; ; ; ; ; ; ; ;868,970904311231
341650;1;1;1;J1;11110101;1;6;2; ;24000; ;1026,88819682126
341650;2;1;2;J1;11110102;2;4;2; ;24000; ;1026,88819682126
341650;3;1;3;J1;11110103;3;6;2; ;24000; ;1026,88819682126
341650;4;1;4;J1;11110201;4;1;2; ;1200; ;1026,88819682126
341651;1;1;1;J1; ; ; ; ; ; ; ;627,229510325062
341660;1;1;1;J1; ; ; ; ; ; ; ;878,948825053573
342909;1;1;1;J1; ; ; ; ; ; ; ;554,152454056054
342910;1;1;1;J1; ; ; ; ; ; ; ;517,500923713546
342911;1;1;1;J1; ; ; ; ; ; ; ;517,500923713546
342912;1;1;1;J1; ; ; ; ; ; ; ;1376,76653902388
342913;1;1;1;J1; ; ; ; ; ; ; ;1391,67986852994
342914;1;1;1;J1;11110105;3;2;1;20;12000;9;1356,87369695626
343403;1;1;1;J1; ; ; ; ; ; ; ;1070,41522582908
343404;1;1;1;J1; ; ; ; ; ; ; ;963,273343673344
343405;1;1;1;J1;11110105;3;1;1;16;21000;9;1741,11142719728
343406;1;1;1;J1; ; ; ; ; ; ; ;1046,14095500242
343407;1;1;1;J1;11110405;3;1;1;16;25000;9;1076,86070486967
343665;1;1;1;J1; ; ; ; ; ; ; ;1467,18586398121
343666;1;1;1;J1; ; ; ; ; ; ; ;1165,06596275866
343667;1;1;1;J1; ; ; ; ; ; ; ;1192,317496635
343668;1;1;1;J1; ; ; ; ; ; ; ;1311,33611797142
343669;1;1;1;J1; ; ; ; ; ; ; ;578,426724882716
343670;1;1;1;J1;11110101;1;7;3; ;28000; ;1316,8595089165
343670;2;1;2;J1;11110102;2;7;3; ;49000; ;1316,8595089165
343670;3;1;3;J1;11110103;3;7;3; ;35000; ;1316,8595089165
343671;1;1;1;J1; ; ; ; ; ; ; ;1741,11310891858
343672;1;1;1;J1; ; ; ; ; ; ; ;719,575476938514
343731;1;1;1;J1; ; ; ; ; ; ; ;1189,39246839598
343732;1;1;1;J1;11110201;4;2;1;19;2400;9;1072,4801284532
343733;1;1;1;J1;11110105;4;2;1;18;9000;9;1056,03498454498
343735;1;1;1;J1; ; ; ; ; ; ; ;814,253966787741
343736;1;1;1;J1;11110105;3;1;1;18;10000;5;923,693309311907
343737;1;1;1;J1;11110105;2;1;1;18;6000;9;589,293039213927
343738;1;1;1;J1; ; ; ; ; ; ; ;967,389987096462
343739;1;1;1;J1; ; ; ; ; ; ; ;1741,11310891858
343740;1;1;1;J1; ; ; ; ; ; ; ;927,858283550059
343741;1;1;1;J1; ; ; ; ; ; ; ;1526,98866665216
343742;1;1;1;J1; ; ; ; ; ; ; ;705,222988574064
343743;1;1;1;J1; ; ; ; ; ; ; ;1325,76607844689
343744;1;1;1;J1; ; ; ; ; ; ; ;1173,59475181147
343745;1;1;1;J1; ; ; ; ; ; ; ;1221,48736383637
343766;1;1;1;J1; ; ; ; ; ; ; ;719,575476938514
343767;1;1;1;J1; ; ; ; ; ; ; ;517,500923713546
343768;1;1;1;J1; ; ; ; ; ; ; ;517,500923713546
343769;1;1;1;J1; ; ; ; ; ; ; ;754,988855340504
343770;1;1;1;J1; ; ; ; ; ; ; ;1002,68032488479
343771;1;1;1;J1; ; ; ; ; ; ; ;589,293039213927
343772;1;1;1;J1; ; ; ; ; ; ; ;800,733851118545
343777;1;1;1;J1;11110102;2;1;1;18;1500;3;1165,06596275866
343778;1;1;1;J1; ; ; ; ; ; ; ;814,253966787741
343782;1;1;1;J1; ; ; ; ; ; ; ;926,618337550927
343785;1;1;1;J1; ; ; ; ; ; ; ;907,698530954862
343786;1;1;1;J1; ; ; ; ; ; ; ;1710,63182391971
343787;1;1;1;J1; ; ; ; ; ; ; ;589,293039213927
343788;1;1;1;J1;11110102;2;1;1;18;5000;3;1165,06596275866
343789;1;1;1;J1; ; ; ; ; ; ; ;1455,73905480376
343790;1;1;1;J1; ; ; ; ; ; ; ;589,293039213927
343791;1;1;1;J1; ; ; ; ; ; ; ;814,253966787741
344252;1;1;1;J1; ; ; ; ; ; ; ;887,001292082886
344341;1;1;1;J1; ; ; ; ; ; ; ;1165,06596275866
344342;1;1;1;J1; ; ; ; ; ; ; ;1461,13874573063
344343;1;1;1;J1; ; ; ; ; ; ; ;912,89392745817
344344;1;1;1;J1; ; ; ; ; ; ; ;795,334160191676
344355;1;1;1;J1; ; ; ; ; ; ; ;589,293039213927
345190;1;1;1;J1;11110201;4;2;1;19;4500;4;581,738924713328
345192;1;1;1;J1;11110201;4;1;1;19;600;3;925,3198755847
345193;1;1;1;J1; ; ; ; ; ; ; ;775,168882092753
345195;1;1;1;J1; ; ; ; ; ; ; ;895,053759112198
345196;1;1;1;J1; ; ; ; ; ; ; ;641,202339967906
345213;1;1;1;J1; ; ; ; ; ; ; ;1327,59331381103
345214;1;1;1;J1;11110102;2;1;1;18;5000;6;814,253966787741
345215;1;1;1;J1; ; ; ; ; ; ; ;1195,43958664656
345216;1;1;1;J1;11110101;2;1;1;18;4000;4;1173,59475181147
345217;1;1;1;J1; ; ; ; ; ; ; ;589,293039213927
345218;1;1;1;J1;11110414;4;1;1;19;2000;3;801,193330373652
345219;1;1;1;J1; ; ; ; ; ; ; ;910,173193642711
345220;1;1;1;J1;11110102;2;2;1;18;10000;6;800,733851118545
347371;1;1;1;J1;11110101;1;2;1;18;14000;3;907,019960143952
347371;2;1;2;J1;11110102;2;2;1;18;14000;3;907,019960143952
347371;3;1;3;J1;11110103;3;2;1;19;11000;3;907,019960143952
347372;1;1;1;J1; ; ; ; ; ; ; ;1006,80858751144
347950;1;1;1;J1; ; ; ; ; ; ; ;1035,0001657058
347995;1;1;1;J1;11110102;2;1;3; ;5500; ;1454,3958486662
347996;1;1;1;J1; ; ; ; ; ; ; ;1092,65044969223
347997;1;1;1;J1; ; ; ; ; ; ; ;777,217118646861
347998;1;1;1;J1; ; ; ; ; ; ; ;716,755154531962
348000;1;1;1;J1; ; ; ; ; ; ; ;1453,42148556413
348005;1;1;1;J1; ; ; ; ; ; ; ;1654,76378596087
348007;1;1;1;J1; ; ; ; ; ; ; ;915,563070606058
348009;1;1;1;J1; ; ; ; ; ; ; ;1336,72324324768
348011;1;1;1;J1; ; ; ; ; ; ; ;1032,04905241608
348022;1;1;1;J1; ; ; ; ; ; ; ;887,001292082886
348023;1;1;1;J1; ; ; ; ; ; ; ;878,948825053573
348024;1;1;1;J1; ; ; ; ; ; ; ;893,047130501107
348025;1;1;1;J1; ; ; ; ; ; ; ;982,793302570321
348026;1;1;1;J1; ; ; ; ; ; ; ;960,827565764284
348027;1;1;1;J1;11110414;4;3;1;16;15000;9;912,780682136825
348028;1;1;1;J1; ; ; ; ; ; ; ;878,948825053573
348029;1;1;1;J1; ; ; ; ; ; ; ;701,05578400646
348031;1;1;1;J1; ; ; ; ; ; ; ;867,025543545805
348032;2;1;2;J1;11110102;2;4;2; ;48000; ;982,793302570321
348033;1;1;1;J1;11110105;2;1;1;16;13000;9;960,827565764284
348034;1;1;1;J1; ; ; ; ; ; ; ;988,839140988543
348047;1;1;1;J1;11110201;4;1;1;19;2000;9;729,067359230719
348047;2;1;2;J1;11110404;4;1;1;19;500;9;729,067359230719
348049;1;1;1;J1; ; ; ; ; ; ; ;820,924020683772
348050;1;1;1;J1; ; ; ; ; ; ; ;1132,7393029491
348051;1;1;1;J1; ; ; ; ; ; ; ;701,05578400646
348052;1;1;1;J1;11110101;1;5;1;20;21000;1;988,839140988543
348052;2;1;2;J1;11110102;2;4;1;20;21000;1;988,839140988543
348052;3;1;3;J1;11110103;3;5;1;20;21000;1;988,839140988543
348053;1;1;1;J1; ; ; ; ; ; ; ;887,001292082886
348054;1;1;1;J1;11110201;4;1;1;13;500;9;729,067359230719
349513;1;1;1;J1; ; ; ; ; ; ; ;491,213117886827
356130;1;1;1;J1;11110101;1;2;1;18;16000;4;571,743025444012
356131;1;1;1;J1; ; ; ; ; ; ; ;757,135336830264
356801;1;1;1;J1; ; ; ; ; ; ; ;734,98896623328
356802;1;1;1;J1;11110102;2;10;1;18;100000;3;611,503166387652
356804;1;1;1;J1; ; ; ; ; ; ; ;439,777985216704
356805;1;1;1;J1; ; ; ; ; ; ; ;641,597845430128
356807;1;1;1;J1; ; ; ; ; ; ; ;889,022106747594
356947;1;1;1;J1; ; ; ; ; ; ; ;494,478393583565
358322;1;1;1;J1; ; ; ; ; ; ; ;432,086994496532
358323;1;1;1;J1; ; ; ; ; ; ; ;632,88185140022
358324;1;1;1;J1;11110102;2;2;1;18;16000;3;1055,49795752729
358325;1;1;1;J1; ; ; ; ; ; ; ;629,745439883128
358326;1;1;1;J1; ; ; ; ; ; ; ;979,353176568693
358327;1;1;1;J1; ; ; ; ; ; ; ;797,671052644129
358328;1;1;1;J1; ; ; ; ; ; ; ;633,383280609484
359162;1;1;1;J1; ; ; ; ; ; ; ;633,488610685316
359163;1;1;1;J1; ; ; ; ; ; ; ;603,814102641868
359165;1;1;1;J1; ; ; ; ; ; ; ;623,767933069329
359166;1;1;1;J1; ; ; ; ; ; ; ;566,552568673857
360214;1;1;1;J1; ; ; ; ; ; ; ;715,267875638786
360215;1;1;1;J1; ; ; ; ; ; ; ;801,745073425503
360216;1;1;1;J1; ; ; ; ; ; ; ;1148,60563177694
360217;1;1;1;J1; ; ; ; ; ; ; ;1070,21982314963
360218;1;1;1;J1; ; ; ; ; ; ; ;1166,52915807062
360219;1;1;1;J1; ; ; ; ; ; ; ;1170,60317885199
360220;1;1;1;J1; ; ; ; ; ; ; ;622,303977169652
360221;1;1;1;J1; ; ; ; ; ; ; ;441,195669061904
360222;1;1;1;J1; ; ; ; ; ; ; ;397,014245230812
360223;1;1;1;J1; ; ; ; ; ; ; ;718,905716365142
360224;1;1;1;J1; ; ; ; ; ; ; ;475,117732430078
360225;1;1;1;J1; ; ; ; ; ; ; ;532,188938656579
360226;1;1;1;J1; ; ; ; ; ; ; ;548,573294674664
360227;1;1;1;J1; ; ; ; ; ; ; ;812,824376865336
360429;1;1;1;J1; ; ; ; ; ; ; ;571,743025444012
360898;1;1;1;J1; ; ; ; ; ; ; ;892,572561759413
360899;1;1;1;J1; ; ; ; ; ; ; ;801,745073425503
360900;1;1;1;J1; ; ; ; ; ; ; ;980,749989626336
360901;1;1;1;J1; ; ; ; ; ; ; ;976,675968844963
361805;1;1;1;J1; ; ; ; ; ; ; ;611,503166387652
361806;1;1;1;J1;11110101;1;2;1;18;5000;1;491,553402144699
361806;2;1;2;J1;11110102;2;2;1;18;5000;1;491,553402144699
361806;3;1;3;J1;11110103;3;2;1;18;5000;1;491,553402144699
361807;1;1;1;J1; ; ; ; ; ; ; ;602,037030073466
361808;1;1;1;J1; ; ; ; ; ; ; ;1153,08621356447
361809;1;1;1;J1; ; ; ; ; ; ; ;1759,11194086682
361810;1;1;1;J1; ; ; ; ; ; ; ;889,022106747594
361811;1;1;1;J1; ; ; ; ; ; ; ;919,11678579007
361812;1;1;1;J1; ; ; ; ; ; ; ;889,022106747594
361854;1;1;1;J1; ; ; ; ; ; ; ;1149,17639485662
361855;1;1;1;J1; ; ; ; ; ; ; ;1062,03586194643
361856;1;1;1;J1; ; ; ; ; ; ; ;818,600297857849
361857;1;1;1;J1; ; ; ; ; ; ; ;439,777985216704
361859;1;1;1;J1; ; ; ; ; ; ; ;700,984468482955
361863;1;1;1;J1; ; ; ; ; ; ; ;491,553402144699
361871;1;1;1;J1; ; ; ; ; ; ; ;571,743025444012
361872;1;1;1;J1; ; ; ; ; ; ; ;673,707038306047
361873;1;1;1;J1; ; ; ; ; ; ; ;417,203035696402
362080;1;1;1;J1;11110101;1;1;1;18;4000;1;724,950301634674
362632;1;1;1;J1; ; ; ; ; ; ; ;643,855591614852
362633;1;1;1;J1; ; ; ; ; ; ; ;637,385635390278
362634;1;1;1;J1; ; ; ; ; ; ; ;610,678747026266
362635;1;1;1;J1; ; ; ; ; ; ; ;612,885545851094
362636;1;1;1;J1; ; ; ; ; ; ; ;548,496875960533
362638;1;1;1;J1; ; ; ; ; ; ; ;641,454286503812
362639;1;1;1;J1; ; ; ; ; ; ; ;800,973825121249
362640;1;1;1;J1; ; ; ; ; ; ; ;765,168729255405
362641;1;1;1;J1; ; ; ; ; ; ; ;754,666407342728
362642;1;1;1;J1; ; ; ; ; ; ; ;561,403709568307
362643;1;1;1;J1; ; ; ; ; ; ; ;806,321975689203
362644;1;1;1;J1; ; ; ; ; ; ; ;564,189654643365
362645;1;1;1;J1; ; ; ; ; ; ; ;575,640050148973
362646;1;1;1;J1; ; ; ; ; ; ; ;643,855591614852
362647;1;1;1;J1; ; ; ; ; ; ; ;663,20471639337
362648;1;1;1;J1; ; ; ; ; ; ; ;561,403709568307
363614;1;1;1;J1; ; ; ; ; ; ; ;854,092860832856
363615;1;1;1;J1; ; ; ; ; ; ; ;565,851362090647
363617;1;1;1;J1; ; ; ; ; ; ; ;708,371432559212
363621;1;1;1;J1; ; ; ; ; ; ; ;502,765969840959
363622;1;1;1;J1; ; ; ; ; ; ; ;666,596587396077
363623;1;1;1;J1; ; ; ; ; ; ; ;543,560329046511
363624;1;1;1;J1; ; ; ; ; ; ; ;574,210191162467
363775;1;1;1;J1; ; ; ; ; ; ; ;754,666407342728
363776;1;1;1;J1; ; ; ; ; ; ; ;582,245347356689
363777;1;1;1;J1;11110102;2;4;1;18;20000;4;606,770996294588
363778;1;1;1;J1; ; ; ; ; ; ; ;451,886325905625
363779;1;1;1;J1; ; ; ; ; ; ; ;417,203035696402
363780;1;1;1;J1; ; ; ; ; ; ; ;469,94201861895
363781;1;1;1;J1; ; ; ; ; ; ; ;499,658124327003
364193;1;1;1;J1; ; ; ; ; ; ; ;414,064320896506
364199;1;1;1;J1; ; ; ; ; ; ; ;502,765969840959
364200;1;1;1;J1; ; ; ; ; ; ; ;457,064096433076
364201;1;1;1;J1; ; ; ; ; ; ; ;762,378740600805
364203;1;1;1;J1; ; ; ; ; ; ; ;414,064320896506
364204;1;1;1;J1; ; ; ; ; ; ; ;393,978704183387
364493;1;1;1;J1; ; ; ; ; ; ; ;942,505249687003
364544;1;1;1;J1; ; ; ; ; ; ; ;524,793354470078
364545;1;1;1;J1; ; ; ; ; ; ; ;490,910712034054
364547;1;1;1;J1; ; ; ; ; ; ; ;548,778216665127
364548;1;1;1;J1; ; ; ; ; ; ; ;632,07769579354
364549;1;1;1;J1; ; ; ; ; ; ; ;489,557625324975
364550;1;1;1;J1; ; ; ; ; ; ; ;541,716662270568
368970;1;1;1;J1; ; ; ; ; ; ; ;548,778216665127
369104;1;1;1;J1; ; ; ; ; ; ; ;894,852747675152
369105;1;1;1;J1; ; ; ; ; ; ; ;637,025842791989
369106;1;1;1;J1; ; ; ; ; ; ; ;894,416567620134
369107;1;1;1;J1; ; ; ; ; ; ; ;905,622494073705
369112;1;1;1;J1; ; ; ; ; ; ; ;1077,49550460234
369113;1;1;1;J1;11110102;2;6;1;18;30000;1;991,393113011151
369114;1;1;1;J1; ; ; ; ; ; ; ;805,382914151859
369115;1;1;1;J1; ; ; ; ; ; ; ;800,934087174959
369116;1;1;1;J1; ; ; ; ; ; ; ;1413,50778992896
369117;1;1;1;J1; ; ; ; ; ; ; ;718,905716365142
369118;1;1;1;J1; ; ; ; ; ; ; ;1413,50778992896
369119;1;1;1;J1; ; ; ; ; ; ; ;548,778216665127
369120;1;1;1;J1; ; ; ; ; ; ; ;565,851362090647
369122;1;1;1;J1; ; ; ; ; ; ; ;548,778216665127
369123;1;1;1;J1; ; ; ; ; ; ; ;457,064096433076
369124;1;1;1;J1; ; ; ; ; ; ; ;619,669783614759
369127;1;1;1;J1;11110101;2;1;1;18;6000;3;552,393900665494
369128;1;1;1;J1;11110102;2;1;1;20;5000;3;575,640050148973
369129;1;1;1;J1; ; ; ; ; ; ; ;588,359896913195
369130;1;1;1;J1; ; ; ; ; ; ; ;494,467667556848
369131;1;1;1;J1; ; ; ; ; ; ; ;469,94201861895
369133;1;1;1;J1; ; ; ; ; ; ; ;408,196433377645
369137;1;1;1;J1;11110102;2;1;1;18;6000;5;784,919815896252
369140;1;1;1;J1; ; ; ; ; ; ; ;539,464620109291
369141;1;1;1;J1; ; ; ; ; ; ; ;621,097946051335
369143;1;1;1;J1; ; ; ; ; ; ; ;477,875383585863
369144;1;1;1;J1; ; ; ; ; ; ; ;633,58062012765
369145;1;1;1;J1; ; ; ; ; ; ; ;717,402537632591
369162;1;1;1;J1; ; ; ; ; ; ; ;640,028795907396
369163;1;1;1;J1; ; ; ; ; ; ; ;761,03843293909
369164;1;1;1;J1; ; ; ; ; ; ; ;602,037030073466
369165;1;1;1;J1; ; ; ; ; ; ; ;439,777985216704
369166;1;1;1;J1; ; ; ; ; ; ; ;491,553402144699
369170;1;1;1;J1; ; ; ; ; ; ; ;622,303977169652
369171;1;1;1;J1; ; ; ; ; ; ; ;441,195669061904
369172;1;1;1;J1; ; ; ; ; ; ; ;441,195669061904
369173;1;1;1;J1; ; ; ; ; ; ; ;805,382914151859
369175;1;1;1;J1; ; ; ; ; ; ; ;622,303977169652
369176;1;1;1;J1; ; ; ; ; ; ; ;805,382914151859
369177;1;1;1;J1; ; ; ; ; ; ; ;622,303977169652
371938;1;1;1;J1; ; ; ; ; ; ; ;463,508347819806
371939;1;1;1;J1; ; ; ; ; ; ; ;835,788782416382
371940;2;1;2;J1;11110102;2;1;1;18;6000;9;637,385635390278
371942;1;1;1;J1; ; ; ; ; ; ; ;446,735361144959
371943;1;1;1;J1; ; ; ; ; ; ; ;494,467667556848
371948;1;1;1;J1; ; ; ; ; ; ; ;786,010367043786
371949;1;1;1;J1; ; ; ; ; ; ; ;673,707038306047
371950;1;1;1;J1; ; ; ; ; ; ; ;897,030989743049
371951;1;1;1;J1; ; ; ; ; ; ; ;731,633271414693
371952;1;1;1;J1; ; ; ; ; ; ; ;392,677386758503
371955;1;1;1;J1; ; ; ; ; ; ; ;588,359896913195
371956;1;1;1;J1; ; ; ; ; ; ; ;652,865400517666
371957;1;1;1;J1; ; ; ; ; ; ; ;719,085051059044
371958;1;1;1;J1; ; ; ; ; ; ; ;678,538881824076
371959;1;1;1;J1; ; ; ; ; ; ; ;596,4424064456
371961;1;1;1;J1; ; ; ; ; ; ; ;643,855591614852
371962;1;1;1;J1; ; ; ; ; ; ; ;687,904097394958
371963;1;1;1;J1; ; ; ; ; ; ; ;651,582694479189
371964;1;1;1;J1; ; ; ; ; ; ; ;712,074339664788
371965;1;1;1;J1; ; ; ; ; ; ; ;619,329942676953
371966;1;1;1;J1; ; ; ; ; ; ; ;560,121003529831
372000;1;1;1;J1; ; ; ; ; ; ; ;571,743025444012
372001;2;1;2;J1;11110102;2;1;1;18;5000;4;637,385635390278
372002;1;1;1;J1; ; ; ; ; ; ; ;637,385635390278
372003;2;1;2;J1;11110102;2;1;1;6;5000;4;637,385635390278
372004;1;1;1;J1; ; ; ; ; ; ; ;575,640050148973
372005;1;1;1;J1; ; ; ; ; ; ; ;637,385635390278
372007;1;1;1;J1; ; ; ; ; ; ; ;620,61264871543
372010;1;1;1;J1; ; ; ; ; ; ; ;1665,6261910252
372011;1;1;1;J1; ; ; ; ; ; ; ;1247,5303728393
376494;1;1;1;J1; ; ; ; ; ; ; ;510,648173468142
376496;1;1;1;J1; ; ; ; ; ; ; ;302,900443425489
376497;1;1;1;J1; ; ; ; ; ; ; ;566,823459633918
376498;2;1;2;J1;11110101;1;1;3; ;2000; ;422,702917375865
376499;1;1;1;J1; ; ; ; ; ; ; ;505,480201143476
376500;1;1;1;J1; ; ; ; ; ; ; ;658,343470505948
376501;1;1;1;J1; ; ; ; ; ; ; ;343,428857653972
376526;1;1;1;J1; ; ; ; ; ; ; ;517,194040934039
376527;1;1;1;J1; ; ; ; ; ; ; ;422,702917375865
376528;1;1;1;J1; ; ; ; ; ; ; ;552,881504085669
376529;1;1;1;J1; ; ; ; ; ; ; ;455,161834872981
377225;2;1;2;J1; ; ; ; ; ; ; ;1292,35923093061
377226;2;1;2;J1; ; ; ; ; ; ; ;492,895615322607
377227;2;1;2;J1; ; ; ; ; ; ; ;694,213169336468
377229;2;1;2;J1; ; ; ; ; ; ; ;492,895615322607
377231;2;1;2;J1; ; ; ; ; ; ; ;925,81068525375
377232;2;1;2;J1; ; ; ; ; ; ; ;685,362250044972
377233;2;1;2;J1;11110405;3;4;1;19;18500;3;1527,08597437957
377234;2;1;2;J1; ; ; ; ; ; ; ;561,53409674578
377235;2;1;2;J1; ; ; ; ; ; ; ;955,006480296695
377237;2;1;2;J1; ; ; ; ; ; ; ;1458,18956677262
377420;2;1;2;J1; ; ; ; ; ; ; ;492,895615322607
377421;2;1;2;J1; ; ; ; ; ; ; ;921,276880718699
377422;2;1;2;J1; ; ; ; ; ; ; ;508,342493057088
377423;2;1;2;J1; ; ; ; ; ; ; ;615,285614998481
377424;2;1;2;J1; ; ; ; ; ; ; ;1087,837299742
377425;2;1;2;J1; ; ; ; ; ; ; ;492,895615322607
