"DIRECTORIO";"Gto_CapC"
214544;257700
214545;67000
214548;5000
214549;29700
214550;37950
214551;266600
214553;22000
214555;223000
214556;62800
214557;2000
214558;134966.666666667
214559;220366.666666667
214560;24500
214561;84000
214562;146450
214563;174000
214564;62600
214565;21000
214566;88000
214604;133600
214621;191500
214627;53300
214645;210000
214646;14000
214673;379100
214707;1500
214710;188700
214711;10500
214715;202800
214716;125900
214720;360600
214721;457400
214723;1400
214724;10000
214725;28500
214726;118400
214727;14000
214731;27900
214733;116000
214735;473400
214736;265200
214737;68900
214738;74000
214739;1500
214742;353800
214744;144500
214745;367500
214747;10000
214748;15000
214750;210000
214751;191600
214753;3000
214757;259350
214759;3000
214760;72000
214761;25800
214762;24000
214765;12000
214767;30900
214769;29500
214770;11400
214771;16500
214772;3000
214778;69500
214779;110400
214780;112500
214781;4500
214782;28400
214785;29000
214786;21900
214788;29500
214789;25700
214806;192900
214811;37500
214812;55000
214823;111100
214828;34000
214829;3000
214830;10000
214831;2300
214832;9000
214833;6000
214835;36900
214836;20000
214837;40000
214839;4500
214841;1833.33333333333
214843;7500
214845;16700
214978;376600
214979;102500
214980;15500
214987;82000
214991;4000
214992;26000
214993;10500
214994;6200
215056;70600
215073;36000
215089;3000
215094;15000
215095;2200
215096;57000
215098;20000
215113;25000
215114;223000
215115;40000
215117;43000
215118;26600
215119;54300
215121;11500
215143;13800
215144;1500
215147;29300
215148;33000
215149;32000
215150;6200
215152;10400
215158;5000
215165;25000
215166;16200
215174;170500
215175;18500
215234;4000
215238;65000
215242;20900
215243;57000
215246;24750
215248;34200
215250;41000
215251;221633.333333333
215253;153000
215254;63000
215255;35000
215256;45200
215257;94000
215258;34100
215259;8000
215260;96350
215261;48100
215263;8500
215265;150000
215266;3000
215267;22966.6666666667
215268;265000
215270;1500
215271;9000
215272;32000
215273;1700
215274;30000
215277;146200
215278;165000
215282;33400
215283;2700
215284;48000
215285;31500
215286;55900
215288;236000
215289;81400
215291;34000
215292;1000
215296;252600
215297;284700
215307;27000
215308;114875
215309;95000
215310;219200
215311;159800
215312;45000
215314;23100
215315;361900
215316;70000
215317;69200
215319;451666.666666667
215320;362000
215321;4e+05
215322;1000
215325;38500
215326;38000
215327;22000
215328;7000
215329;154600
215330;3000
215331;30000
215332;17000
215334;232600
215335;96000
215336;49000
215339;18800
215342;8500
215346;3500
215348;61033.3333333333
215350;406400
215353;96700
215361;89000
215363;107300
215370;7000
215375;3800
215376;11800
215401;107000
215402;186000
215409;77533.3333333333
215413;32200
215415;33300
215420;13000
215430;61416.6666666667
215431;7000
215432;1000
215434;16500
215436;31000
215437;15800
215438;99000
215439;37850
215443;3000
215446;16900
215449;27000
215450;5000
215453;30000
215454;12000
215456;104000
215457;22000
215458;249000
215460;25000
215466;6700
215467;43000
215468;50000
215471;226200
215477;7200
215478;34500
215479;2200
215483;154000
215484;1200
215489;58500
215495;115400
215496;83700
215497;225300
215499;73200
215501;82000
215503;150300
215505;18700
215508;20200
215516;23800
215520;34200
215521;1100
215531;275900
215532;43100
215533;23000
215549;15000
215550;395500
215551;267800
215561;2000
215565;79966.6666666667
215595;6100
215597;1000
215598;35866.6666666667
215599;20000
215600;30000
215637;3000
215638;52800
215639;55500
215642;210000
215643;12000
215646;48300
215648;219300
215650;364700
215651;56166.6666666667
215654;95616.6666666667
215655;148800
215656;7000
215657;392000
215658;14000
215665;7200
215666;3100
215667;17500
215669;5100
215671;2500
215672;2000
215673;21800
215675;42000
215719;84500
215720;214450
215732;277300
215734;37400
215736;30366.6666666667
216005;12000
216861;27000
216865;7700
216868;94500
216871;57000
216874;52000
216877;42000
217005;11000
217006;13500
217007;10000
217012;61200
217025;25000
217027;8600
217028;4000
217031;86300
217037;300
217528;36400
217540;19900
217541;133000
217543;17600
217544;600
217546;18000
217556;146000
217562;17000
217567;45800
217580;230500
217585;13100
217630;20500
217642;1166.66666666667
217702;157700
217706;29200
217707;7500
217724;25000
218221;3000
218222;2600
218223;30000
218225;42800
218226;21000
218227;20100
218228;177000
218229;77500
218230;43000
218231;4500
218234;30500
218235;77500
218236;47600
218237;3500
218756;132400
218772;470400
218777;59400
218780;27000
219037;21200
219146;13400
219147;199400
219149;8500
219150;112500
219151;3000
219152;27100
219153;16200
219154;1000
219155;81700
219156;8800
219176;42000
219184;19400
219186;70000
219187;11000
219188;86000
219191;14000
219290;59500
219293;137050
219300;360850
219301;200900
219304;6000
219305;600
219459;156400
219461;4500
219560;26800
219570;21700
219573;8000
219574;24000
219577;24200
219578;28500
219579;9000
219580;35500
219581;33900
219582;15850
219587;4800
219589;5100
219625;1000
219665;33000
219684;30000
219709;365763
219716;19600
219719;8000
219724;7000
219725;5800
219726;3000
219729;9400
219730;4500
219744;21400
219748;90500
219749;16000
219750;4500
219751;3000
219757;114000
219785;20000
219788;22500
219789;11500
219790;19800
221052;8500
221053;5000
221054;24500
221078;170600
221085;13100
221285;31000
221582;9500
221776;6666.66666666667
221779;6000
221781;600
221922;57100
221970;158600
221981;20800
222049;113650
222051;12000
222576;2000
222594;99000
222622;497000
222623;197000
223806;122300
224687;34300
224696;101333.333333333
226534;10800
226535;134500
226536;128800
226537;104000
226540;77000
226550;28000
226551;89550
226552;58500
226554;51000
227225;147700
227270;40500
227346;10000
228272;260100
228274;322200
228275;253600
228276;25000
228277;170000
228278;25000
228279;10100
228280;55050
228282;45700
228283;58500
228284;86100
228285;177500
228286;10500
228287;43900
228288;20000
228289;265000
228290;224800
228291;134800
228292;42000
228293;29500
228294;310800
228295;90000
228296;30000
228298;19200
228299;49500
228300;9000
228302;11300
228303;99500
228304;8800
228306;26000
228308;51000
228309;12800
228312;2000
228313;14000
228314;28899
229029;17200
230159;73500
231313;185500
231330;15200
231331;13600
231332;7700
231333;5500
231334;6000
231335;28000
231336;65000
231337;30500
231338;26000
231339;14000
231340;5000
231343;21500
231346;56400
231347;19000
231348;34300
231349;25000
231350;7000
231352;10466.6666666667
231355;32200
231356;35800
231357;40000
231358;28000
231359;110200
231360;28400
231361;16000
231362;19000
231364;28500
231365;13000
231367;7000
231368;26300
231371;39000
231372;12000
231381;43000
231382;290900
231383;563400
231384;49200
231385;97100
231386;32000
231387;67000
231388;40000
231389;331600
231390;25500
231391;7100
231392;228000
231394;77800
231395;11000
231396;33000
231398;18000
231400;35800
231401;26500
231403;2500
231406;161000
231408;1000
231409;35600
231410;136000
231411;24000
231412;87000
231414;46700
231415;57000
231419;4000
231422;300
231423;109000
231424;1500
231425;22000
231428;7966.66666666667
231430;7000
231431;10000
231432;29700
231433;12000
231435;10000
231436;18000
231437;33200
231438;10000
231441;16900
231442;33300
231443;77900
231444;65000
231445;435500
231446;103000
231447;399900
231448;153833.333333333
231449;12000
231452;27100
231453;3100
231454;2000
231455;17200
231456;20400
231457;7400
231458;17500
231459;10000
231460;2700
231461;9000
231462;7900
231463;35000
231464;1800
231470;4200
231473;21000
231474;44800
231475;183100
231478;417400
231479;59100
231481;99000
231482;58000
231483;1000
231484;12000
231486;84500
231487;246400
231489;116900
231491;40900
231500;116700
231511;18000
231525;18000
231526;12000
231527;30000
231528;18000
231547;3000
231550;35000
231552;30000
231553;2000
231559;25800
231560;130100
231561;93600
231562;13900
231566;287000
231567;22200
231570;105100
231572;225500
231574;222500
231575;262400
231576;25000
231578;25133.3333333333
231580;78000
231581;42500
231582;50500
231583;31000
231590;140000
231592;22000
231595;28500
231596;26400
231597;12000
231598;27900
231599;9300
231600;500
231605;5000
231607;10000
231608;27900
231609;11000
231611;39000
231612;25000
231613;72000
231615;25000
231616;36100
231617;3600
231618;10400
231622;2000
231625;12000
231626;7700
231628;10000
231629;12900
231633;77000
231634;217000
231635;194300
231637;166500
231638;98000
231639;50000
231641;49500
231643;67000
231644;63900
231645;102350
231646;60000
231647;58000
231648;29000
231649;31000
231651;42000
231652;40200
231659;109100
231661;235833.333333333
231663;116250
231664;135200
231665;24000
231667;70933.3333333333
231669;83000
231670;35000
231671;59833.3333333333
231672;77400
231673;79800
231674;43500
231675;297500
231676;222800
231677;156000
231678;195000
231679;266000
231680;83100
231681;93000
231682;170900
231683;90600
231689;17000
231691;30000
231693;55300
231694;26000
231695;123300
231696;184500
231697;89600
231698;31366.6666666667
231699;139800
231700;198000
231701;148400
231702;72900
231703;114600
231704;50000
231705;174000
231708;10000
231709;247200
231711;11500
231714;15000
231715;141066.666666667
231716;2500
231717;45200
231718;8000
231721;605400
231722;24200
231723;89000
231725;10000
231726;17500
231727;20012
231728;64300
231729;33900
231732;160500
231733;12000
231736;25000
231737;224800
231739;132000
231740;26400
231743;50000
231744;173300
231745;15000
231747;81000
231748;324700
231749;142000
231751;64500
231752;33900
231753;7250
231754;18400
231755;259600
231756;20000
231757;316300
231759;175000
231761;37200
231762;120000
231763;204700
231764;138200
231765;345000
231767;212100
231769;1000
231770;44000
231771;1000
231774;36000
231775;113900
231778;121200
231779;1000
231780;124466.666666667
231783;114600
231784;114000
231786;15000
231788;1000
231795;5900
231796;49500
231797;12500
231800;111400
231805;182500
231808;62300
231810;9000
231812;14000
231816;54500
231817;7200
231819;500
231820;15000
231821;163800
231822;34000
231823;68500
231824;200900
231825;45600
231826;85500
231827;14500
231828;28000
231830;217800
231832;195300
231833;31200
231834;56000
231835;38000
231836;178800
231837;25000
231838;57509
231839;58600
231841;65800
231842;66700
231843;81700
231844;45200
231845;131600
231846;50400
231847;45600
231848;28000
231849;21500
231850;5500
231851;44800
231852;44000
231853;17000
231854;41333.3333333333
231857;46900
231873;4000
231874;12000
231882;14000
231884;5000
231888;5000
231889;21000
231895;283500
231916;10000
231919;2000
231920;1000
231923;15000
231925;29500
231927;12000
231930;9200
231935;13100
231936;32000
231941;35000
231943;12000
231944;54400
231945;90500
231946;22500
231947;23300
231948;8300
231949;34191.6666666667
231950;155700
231951;44200
231952;21800
231953;212700
231954;140950
231956;159700
231957;35000
231959;26000
231961;32800
231962;26500
231967;12700
231968;132200
231969;22000
231978;25500
231979;16000
231981;17000
231985;52000
231986;14700
231989;98306.6666666667
231990;65000
231991;8600
231994;8325
231995;16000
231996;7000
231997;13000
231998;42900
231999;500
232000;10000
232001;270200
232002;2100
232003;29500
232004;90000
232007;23000
232008;79900
232009;171600
232010;85000
232012;89500
232013;80000
232014;1500
232016;236400
232017;87000
232018;79033.3333333333
232019;16200
232020;39300
232021;11900
232022;167900
232023;1200
232024;1000
232033;15000
232035;2000
232036;11500
232037;18000
232038;1500
232039;27000
232040;22000
232042;137800
232043;113400
232044;25100
232045;86500
232046;20000
232047;176000
232048;79000
232049;25000
232050;1e+05
232053;15000
232055;37000
232056;166300
232057;12666.6666666667
232058;25000
232060;3000
232061;19600
232062;73600
232063;376000
232064;293500
232065;118000
232066;8900
232067;72500
232068;91900
232070;26200
232071;21200
232072;112000
232073;104100
232074;134000
232075;74700
232076;39900
232077;2300
232084;85000
232085;14250
232086;15000
232088;24300
232090;190700
232091;4000
232092;17400
232093;1000
232096;48000
232098;61000
232099;210000
232100;36500
232101;246000
232103;20400
232104;21300
232107;64000
232108;24500
232111;14700
232113;38500
232114;10000
232116;14000
232117;102600
232122;10000
232126;8000
232127;119000
232128;289500
232129;240400
232131;227000
232132;73100
232133;225000
232134;173500
232135;32300
232139;32000
232141;587620
232142;613240
232145;650300
232150;222200
232152;26458
232153;112800
232154;16400
232157;22000
232158;46500
232159;38100
232160;28500
232161;86500
232162;48750
232163;132250
232164;18000
232165;12000
232166;14000
232168;319250
232170;12700
232171;6000
232172;9000
232174;19233.3333333333
232175;61000
232176;149000
232177;221800
232178;1200
232179;92500
232180;65800
232181;299200
232182;50500
232183;208380
232184;308350
232185;20000
232186;80600
232191;24900
232192;42000
232194;4300
232196;87000
232197;55000
232198;38500
232199;10000
232200;7000
232202;8000
232203;12000
232204;1000
232205;20000
232206;10300
232207;27000
232209;7000
232210;14200
232211;83000
232213;86400
232214;7000
232217;142000
232218;70000
232219;86500
232220;28000
232223;31000
232226;180800
232230;58200
232232;39000
232233;5000
232235;199000
232237;21000
232239;25350
232240;21000
232241;17250
232244;1800
232245;85400
232251;35000
232252;21100
232253;41000
232254;11000
232255;5000
232256;125000
232257;1200
232258;1500
232259;253500
232261;31000
232262;20000
232263;10000
232264;251200
232268;11000
232269;84950
232270;63100
232271;4000
232272;2900
232273;24866.6666666667
232275;120333.333333333
232277;9000
232278;29000
232280;5000
232282;30000
232283;13300
232284;5100
232285;38300
232286;18800
232287;27000
232288;72700
232289;363100
232290;27000
232291;39400
232292;289000
232293;10200
232296;70000
232297;2700
232298;1200
232299;13000
232301;3500
232302;7000
232303;128500
232305;5900
232306;19300
232307;18800
232308;33000
232309;9000
232310;9000
232311;125000
232312;14700
232313;16000
232315;41450
232316;11200
232317;3500
232319;5000
232322;69450
232324;2000
232328;10000
232331;41700
232332;25700
232334;21600
232336;41600
232337;44800
232338;82500
232339;22900
232340;62400
232341;25500
232343;25500
232344;7600
232345;98350
232353;218400
232357;87900
232358;20600
232361;29000
232363;39700
232364;142000
232365;265000
232373;41300
232374;25000
232375;103900
232376;12000
232378;33100
232379;3600
232380;2e+05
232381;60000
232383;62500
232384;351650
232385;215650
232387;3500
232390;300800
232391;221800
232394;101266.666666667
232395;55000
232396;757900
232397;7200
232400;15000
232401;84000
232402;40100
232404;5000
232406;121000
232410;52500
232412;51000
232413;43500
232414;39500
232416;356050
232417;3600
232419;45500
232422;90000
232424;47200
232426;39500
232427;42700
232428;5400
232429;48000
232435;2000
232436;63700
232437;168000
232438;131700
232439;71300
232441;34700
232446;55300
232447;141000
232448;79000
232449;146000
232450;181000
232451;64000
232452;190400
232456;9800
232460;72200
232463;389500
232464;8000
232468;7600
232471;107000
232474;55000
232476;41500
232477;138000
232480;34700
232482;81550
232494;3000
232498;8100
232499;20000
232501;54100
232502;32900
232503;3000
232504;37000
232508;150000
232509;5600
232512;142500
232513;5000
232514;2000
232515;159200
232516;83309
232517;5000
232518;109500
232521;211800
232522;20000
232523;10000
232524;52000
232525;50000
232527;33900
232528;34500
232529;54200
232530;35600
232536;41700
232541;50000
232555;48000
232557;197500
232558;79000
232559;3500
232565;4000
232566;4600
232571;39000
232573;182700
232576;2700
232578;4000
232591;7500
232592;36000
232593;18700
232594;34000
232597;10000
232598;5000
232599;16000
232600;3000
232601;17000
232602;12000
232604;2000
232614;2666.66666666667
232616;65200
232617;149600
232638;35000
232647;190400
232648;136000
232649;1100
232650;118450
232651;33500
232652;90300
232653;24290
232654;4200
232655;9000
232656;13500
232658;20500
232659;35500
232660;128500
232662;2300
232663;15000
232674;14200
232675;153400
232676;106500
232679;30000
232680;12000
232681;60000
232685;12000
232688;144000
232691;141000
232695;43000
232698;148833.333333333
232711;5000
232712;106200
232713;170333.333333333
232714;40000
232716;225000
232717;40000
232718;50000
232719;20000
232732;30000
232733;103500
232735;50000
232737;1e+05
232739;17000
232740;32000
232741;40000
232742;40000
232744;29100
232745;10700
232746;10000
232747;4600
232748;78000
232753;3400
232755;102100
232756;2000
232758;2000
232762;70000
232767;199089
232768;5300
232769;48300
232770;34100
232771;17400
232773;13450
232775;59800
232777;4400
232778;14200
232779;2000
232781;11200
232782;26850
232784;36000
232785;7000
232786;15266.6666666667
232787;27000
232788;10600
232789;7000
232790;26200
232791;15433.3333333333
232792;9900
232793;9400
232795;20000
232796;15900
232798;104800
232799;63600
232800;134700
232801;63800
232802;31200
232804;236300
232806;30200
232807;11000
232808;62800
232809;83900
232810;92800
232811;6000
232812;41000
232814;75600
232815;2000
232817;36700
232818;68600
232819;83500
232823;9200
232824;38800
232825;22800
232829;6800
232830;8000
232831;22900
232832;41800
232833;10900
232834;26600
232835;27300
232836;30000
232837;12000
232838;59700
232839;17000
232840;5000
232841;15400
232842;49400
232843;13000
232845;30000
232846;5000
232847;26000
232849;8000
232850;159100
232851;40400
232852;174300
232853;27000
232854;16100
232855;264000
232856;95333.3333333333
232861;40000
232866;10900
232867;30000
232872;5000
232873;20000
232874;5000
232881;30000
232882;4000
232897;192000
232898;42300
232899;30000
232901;14000
232904;53200
232905;15000
232916;61500
232917;10200
232918;1100
232919;16400
232920;507900
232921;246000
232922;181400
232924;5300
232925;90000
232926;18000
232937;12000
232945;10700
232947;24000
232948;26000
232949;2000
232950;1500
232952;7200
232958;20000
232962;4000
232963;1200
232965;3000
232966;13000
232967;35400
232969;1300
232970;13500
232971;3400
232973;50000
232974;68500
232984;197500
232985;349133.333333333
232986;158900
232987;81400
232988;50100
232989;13100
232991;9000
232992;14500
232993;4800
232998;120000
233000;147000
233001;3500
233003;11500
233006;33000
233007;192000
233008;198500
233009;21500
233010;18900
233011;93400
233012;45900
233013;102000
233014;14800
233015;98300
233016;1000
233017;24500
233019;156000
233020;40000
233021;34000
233024;24200
233025;5000
233027;75400
233030;108333.333333333
233031;69166.6666666667
233033;86000
233059;106433.333333333
233060;79000
233074;40000
233075;58500
233077;132500
233079;8400
233081;129066.666666667
233082;31100
233085;29200
233086;12000
233087;55000
233088;40000
233089;25000
233090;41500
233092;103000
233093;15000
233094;262400
233095;39000
233096;104800
233098;151300
233099;181100
233100;164200
233101;104000
233102;130500
233103;63500
233104;74000
233108;428500
233109;150000
233110;53700
233111;88000
233114;44000
233116;10000
233117;11500
233120;11200
233121;1400
233122;42200
233124;17500
233126;216600
233127;5000
233128;25833.3333333333
233132;77300
233133;220700
233134;597100
233135;12000
233137;198000
233139;109000
233140;298900
233141;286200
233142;319100
233143;59000
233144;3000
233146;75966.6666666667
233147;8000
233148;40000
233149;9000
233150;55100
233151;25000
233152;3500
233154;78100
233155;127700
233157;41600
233158;75300
233159;130700
233161;92700
233162;181000
233164;7000
233165;9500
233166;233300
233169;133000
233170;12000
233176;10000
233178;161000
233179;10300
233180;134900
233181;55000
233184;120200
233186;15000
233191;17000
233192;8000
233193;75000
233194;190600
233195;500
233196;221100
233199;24000
233200;54000
233203;5900
233204;272400
233205;33200
233206;48000
233207;67900
233208;177400
233209;44000
233210;62000
233212;19800
233213;42000
233214;15700
233216;15000
233217;263400
233218;157300
233219;123700
233220;121200
233221;58200
233222;38000
233223;176100
233224;68000
233226;307750
233227;199250
233228;124300
233229;11900
233232;500
233234;3500
233235;750
233238;23000
233239;76000
233240;10000
233241;353000
233242;40000
233243;10000
233252;24000
233255;25000
233257;8000
233260;246100
233261;58400
233262;5000
233266;403800
233268;151800
233269;121500
233270;312900
233271;18000
233275;33500
233276;10700
233277;11300
233279;4000
233280;72200
233281;59000
233282;58700
233283;175200
233284;6800
233288;53000
233289;130000
233290;236400
233291;16500
233292;25000
233295;55000
233296;11000
233297;1000
233298;180600
233301;177000
233305;10000
233306;33000
233307;197200
233308;6800
233311;23000
233312;30500
233313;1600
233314;14000
233318;13900
233319;35600
233320;11400
233321;6000
233322;122900
233323;52166.6666666667
233324;9000
233325;60000
233327;31000
233328;33500
233329;1e+05
233332;28000
233333;28000
233334;5000
233335;3000
233337;6000
233338;12000
233339;15800
233341;175350
233344;271600
233345;65000
233347;54500
233353;33500
233354;14500
233355;43800
233358;10000
233360;9800
233361;1e+05
233365;25000
233372;104950
233373;42900
233375;25400
233377;6500
233378;12000
233379;5000
233380;35500
233381;28300
233382;68500
233384;42000
233385;46100
233386;13000
233388;57500
233389;74100
233396;15000
233399;41000
233400;6000
233401;4500
233402;354000
233404;10000
233407;5800
233408;16000
233409;32000
233410;22100
233413;2000
233414;44900
233415;58833.3333333333
233416;24650
233417;167390
233419;43000
233420;7500
233421;18000
233425;17500
233427;800
233428;7500
233429;73700
233430;51600
233431;35666.6666666667
233432;149200
233433;124500
233434;30000
233435;10000
233436;10000
233438;24000
233439;44000
233440;16700
233441;24800
233442;28000
233443;32000
233444;14000
233445;67000
233447;9500
233448;4850
233449;2000
233450;47900
233451;64500
233452;17000
233454;87150
233455;11000
233456;112000
233457;118000
233458;175500
233459;310000
233463;219000
233465;45500
233466;27300
233467;42200
233468;13000
233469;18000
233470;188000
233472;313300
233474;35600
233476;197500
233477;110000
233478;73900
233480;279900
233482;44700
233483;161000
233484;36000
233485;255000
233486;73500
233487;260000
233488;194600
233490;114900
233491;23000
233492;78300
233493;148500
233494;364000
233495;78000
233496;9000
233497;14900
233498;26200
233499;76600
233500;23200
233501;80900
233502;133600
233503;96600
233504;41200
233505;10500
233506;94800
233507;49300
233508;231400
233509;91500
233510;13700
233511;83600
233512;24500
233513;90000
233514;120000
233516;112000
233517;175000
233518;38500
233519;6600
233522;125000
233523;105000
233524;105000
233525;30000
233529;4000
233532;38500
233533;48100
233534;234400
233535;12800
233536;262000
233538;95900
233539;28700
233548;1700
233554;116800
233555;236000
233556;27000
233557;119000
233558;78900
233559;10000
233562;30533.3333333333
233564;21433.3333333333
233571;27166.6666666667
233575;24000
233577;6500
233578;159300
233579;30000
233580;15500
233582;900
233583;5500
233588;229000
233589;43100
233590;39300
233592;3000
233593;18000
233595;31700
233598;184169
233600;304000
233601;2300
233602;29000
233603;30000
233604;52000
233605;2500
233606;27600
233607;25000
233609;8800
233611;5000
233612;151000
233613;50000
233616;265000
233617;159000
233620;90000
233621;14000
233622;9200
233623;46200
233624;35000
233625;121070
233626;10000
233629;1700
233630;11200
233633;293600
233634;15000
233636;43600
233637;2800
233638;22400
233639;1200
233640;21000
233642;29200
233646;46200
233647;77300
233649;22933.3333333333
233650;44500
233651;15000
233652;18000
233653;64500
233654;46400
233655;13800
233656;25800
233657;250000
233658;61100
233659;39400
233660;17600
233661;120200
233664;33000
233665;4250
233666;13000
233668;274300
233669;238000
233670;29500
233678;10000
233679;30500
233684;1700
233685;27000
233686;12000
233687;55300
233688;10000
233689;28600
233690;2000
233691;62000
233695;139500
233707;27200
233708;237500
233709;13500
233710;68700
233711;273500
233714;128733.333333333
233715;55300
233716;76300
233720;118400
233732;96100
233733;140600
233736;51100
233737;19800
233738;31600
233740;45000
233742;217399
233743;11800
233748;10000
233749;30300
233751;32000
233769;5600
233778;39900
233780;20000
233783;18000
233784;14000
233785;65900
233786;13000
233787;25500
233790;25000
233791;121000
233792;26500
233795;126200
233796;20483.3333333333
233799;2500
233800;50500
233801;143000
233809;39500
233810;203000
233812;31000
233813;60100
233814;23200
233817;79300
233878;39500
233879;25000
233880;189100
233881;21600
233884;45000
233885;36500
233886;267000
233887;5000
233889;47900
233890;32400
233891;96800
233892;2300
233893;11600
233894;20800
233895;177900
233897;85000
233898;51050
233899;8000
233904;5200
233905;296500
233913;132200
233915;29333.3333333333
233917;247000
233919;290500
233920;45000
233921;89000
233922;167800
233923;138000
233924;45000
233927;479700
233928;10000
233929;16000
233930;1400
233933;215000
233935;23100
233937;36600
233939;43000
233940;84725
233941;61700
233942;89200
233943;166050
233945;249500
233946;29650
233947;4700
233948;104800
233949;179600
233950;174300
233951;98300
233952;15000
233953;48000
233978;243890
233979;41400
233981;20800
234082;35000
234084;82200
234085;594006
234086;83300
234118;2400
234119;14400
234120;18000
234121;162400
234122;237800
234127;2300
234128;16000
234129;129900
234132;155000
234133;81500
234134;30000
234139;32000
234145;13500
234146;2000
234148;36900
234149;241100
234150;151500
234151;108000
234152;36700
234153;93000
234154;108200
234155;103000
234156;1100
234157;82500
234158;142700
234159;66866.6666666667
234160;204000
234164;9000
234165;19100
234168;34633.3333333333
234169;19000
234181;53050
234185;49300
234186;15000
234188;163000
234189;70500
234190;54800
234191;86000
234192;23000
234193;125000
234194;183500
234195;37000
234196;110000
234197;126000
234198;119000
234199;95500
234229;80300
234230;80300
234231;18900
234232;16000
234233;118800
234234;166400
234235;54000
234236;41000
234238;31580
234241;76433.3333333333
234247;166400
234248;121500
234249;18000
234255;22000
234258;104100
234260;74800
234262;16000
234263;157000
234264;148700
234266;110000
234267;49600
234268;106000
234271;192200
234272;35000
234274;12583.3333333333
234276;22800
234277;15300
234279;116600
234282;76833.3333333333
234283;177000
234284;80000
234285;146500
234289;1000
234290;95900
234291;56800
234295;75000
234296;319900
234300;15000
234301;6500
234304;5000
234314;29500
234315;138000
234328;50000
234329;42000
234646;48000
234647;64750
234648;8500
234649;23333.3333333333
234650;4000
234651;3800
234652;135500
234653;72200
234655;32800
234656;25000
234897;35000
234898;29900
234899;79400
234900;51500
234901;262000
234902;51500
234903;15000
234904;178900
234905;37200
234906;23333.3333333333
234907;60400
234908;20850
234909;28500
234910;23700
234912;55000
234913;60000
234915;99833.3333333333
234918;87100
234919;4600
234921;59000
234922;46000
234923;79000
234924;142000
234925;24300
234926;42100
234927;86000
234929;28800
234932;75000
234934;43500
234935;2000
234937;261250
234938;4700
234939;330800
234940;35500
234941;58000
234942;31800
234943;19000
234944;30000
234945;76400
234946;46833.3333333333
234947;124200
234948;173000
234949;125500
234954;10500
234956;13000
234959;15000
235113;205500
235116;46200
235117;221800
235118;114600
235119;144000
235120;182000
235139;12600
235141;135200
235142;13200
235143;47700
235144;186000
235145;112450
235192;78100
235345;148300
235346;215000
235348;67400
235349;7900
235350;24900
235352;54000
235353;65533.3333333333
235355;242033.333333333
235357;50000
235358;238216.666666667
235360;136500
235362;39600
235363;63500
235364;23000
235365;125766.666666667
235366;25000
235367;4133.33333333333
235369;6400
235371;45300
235372;203600
235373;141833.333333333
235374;98100
235376;73633.3333333333
235377;55000
235380;30000
235383;21200
235384;68000
235385;53500
235386;7000
235389;79200
235390;43000
235391;47000
235392;8000
235394;12000
235395;75500
235396;32000
235399;19600
235400;164100
235401;14700
235402;29300
235403;151100
235404;23300
235405;52000
235419;52600
235422;319000
235446;5800
235447;76400
235448;12000
235450;8000
235451;4000
235452;68400
235456;12300
235457;11000
235458;6400
235461;99700
235465;179400
235466;53700
235467;3200
235468;5900
235469;77200
235470;121400
235553;8000
235588;30000
235589;191000
235972;34900
235973;19750
235974;15900
235975;14000
235976;12000
235977;15000
236033;34000
236034;52400
236035;10000
236036;10000
236037;10000
236038;28200
236096;19200
236150;32300
236152;11100
236180;31700
236181;22450
236182;115000
236183;4200
236184;223466.666666667
236185;87600
236187;83000
236188;113500
236189;28800
236190;21600
236191;24900
236192;73300
236195;69300
236196;7900
236197;84800
236198;16000
236199;7400
236201;50600
236202;50000
236203;21200
236204;11000
236287;85133.3333333333
236288;14900
236289;29200
236290;11800
236291;257600
236292;37000
236293;63700
236294;153700
236297;10000
236298;43700
236299;4000
236300;39500
236303;12000
236306;36666.6666666667
236326;6000
236369;68333.3333333333
236370;88000
236371;53500
236372;10700
236374;5200
236375;210400
236376;167200
236377;10000
236378;137000
236379;282000
236380;143400
236381;29666.6666666667
236382;31500
236383;79000
236384;39600
236385;80275
236386;77500
236387;45600
236388;41433.3333333333
236389;105100
236390;6000
236391;30000
236392;150900
236393;309000
236394;50000
236395;139200
236396;17000
236397;203400
236398;17000
236399;154350
236400;222800
236401;43950
236403;20000
236409;253966.666666667
236480;58400
236481;30700
236489;5300
236515;14000
236516;2500
236517;157500
236519;18000
236520;225000
236521;187400
236522;20100
236524;72000
236527;18000
236528;21400
236529;103700
236535;718900
236543;19000
236554;263400
236555;84000
236558;11000
236578;23000
236580;20900
236581;117000
236582;5400
236583;8000
236584;13000
236585;13200
236586;32700
236587;30500
236588;64000
236726;113583.333333333
236754;27600
236756;11000
236758;11350
236769;9400
236775;30000
236778;20000
236779;6500
236783;218200
236784;3000
236785;73800
236788;5000
236789;12500
236886;251600
236887;319900
236937;6450
236938;14000
236939;28000
236967;7000
236968;4000
237013;26700
237014;133800
237015;38000
237017;47900
237019;14000
237020;59900
237021;219800
237022;58600
237049;51500
237050;49560
237051;1500
237053;600
237056;46833.3333333333
237057;81500
237058;246800
237059;247400
237060;25700
237062;152000
237063;23000
237064;64233.3333333333
237065;113600
237066;20000
237067;34200
237083;83850
237085;6500
237086;47600
237088;6500
237090;50000
237093;133100
237094;29500
237095;306490
237096;45250
237097;47033.3333333333
237098;16200
237099;116500
237102;67500
