"DIRECTORIO";"Gto_CapC"
611240;43000
611241;17900
611242;119400
611244;199300
611248;50000
611251;50000
611252;20000
611256;51900
611257;30800
611258;4200
611259;9000
611260;25900
611261;11000
611262;47900
611263;31400
611264;22800
611265;14100
611266;114400
611267;44000
611268;134300
611269;39600
611270;119800
611271;89400
611272;161500
611273;106300
611274;6600
611275;58700
611276;31600
611277;48300
611282;212000
611283;127700
611298;12000
611299;13000
611301;19200
611302;25600
611303;30500
611304;97800
611305;140050
611306;54500
611307;108100
611308;19300
611309;31700
611310;45200
611311;14400
611312;50000
611314;61400
611315;31100
611316;62200
611317;32800
611318;40000
611319;14000
611320;21900
611321;164300
611322;3000
611323;74800
611324;24000
611325;50000
611326;51000
611327;70000
611328;117500
611329;78500
611330;5000
611331;10000
611332;167300
611333;14000
611334;62000
611335;117000
611347;10000
611348;45000
611349;41200
611350;25000
611351;12000
611352;15000
611370;16000
611371;20000
611372;55000
611374;30000
611378;16000
611380;7500
611381;6500
611382;178900
611383;31500
611384;33500
611385;3500
611386;22000
611402;7000
611403;4000
611418;12000
611430;15000
611432;33000
611433;12500
611434;15000
611436;28000
611437;6000
611439;411500
611440;96700
611442;20000
611443;390500
611445;99683.3333333333
611447;15000
611451;5500
611455;10000
611460;1200
611465;158000
611466;7000
611467;21300
611468;11300
611469;13900
611470;33200
611471;10000
611472;1000
611473;11500
611475;25000
611476;13300
611477;13000
611478;114900
611479;404900
611480;28200
611481;60000
611482;35000
611484;11500
611486;50000
611489;284000
611490;95300
611491;264000
611492;42400
611493;20000
611494;30000
611495;60000
611500;316500
611501;161500
611502;443000
611503;141000
611504;45800
611506;41000
611507;138100
611508;142400
611509;110000
611510;44000
611511;102500
611512;9800
611515;48000
611519;35200
611521;10000
611522;19000
611524;310900
611525;15000
611526;90000
611527;34000
611528;12700
611529;60750
611533;114000
611534;4000
611538;80000
611542;19600
611544;2200
611545;1000
611546;7000
611548;5800
611549;36300
611550;26200
611551;9500
611553;3000
611554;15000
611555;10000
611557;9000
611578;20000
611586;21000
611587;49600
611588;217000
611590;14400
611591;299700
611594;46000
611595;191500
611596;20900
611598;4700
611599;3200
611600;102500
611602;50000
611603;40000
611604;16600
611605;40000
611606;45000
611609;155000
611611;136000
611612;135000
611613;105700
611614;103000
611616;77800
611617;111000
611618;114000
611621;18000
611622;83000
611623;25200
611624;55000
611625;5000
611626;61000
611627;164000
611634;60000
611635;8200
611637;69300
611638;203500
611639;135600
611640;316300
611641;13600
611643;349200
611644;3000
611646;249600
611647;44366.6666666667
611649;73000
611652;517200
611653;249500
611654;58500
611655;296266.666666667
611656;83700
611657;160500
611658;82000
611659;44500
611660;22300
611661;9500
611662;9300
611664;29500
611665;18000
611669;13800
611671;19500
611672;15950
611674;4800
611675;500
611676;44000
611677;168250
611680;86000
611681;98400
611683;2000
611684;39600
611685;23500
611686;90050
611688;77700
611690;94350
611693;12000
611695;188000
611696;167000
611697;221000
611698;14500
611699;93900
611702;66000
611703;102000
611704;116200
611705;59516.6666666667
611706;246900
611708;23000
611709;18000
611710;19000
611711;87000
611713;139600
611714;78000
611715;82000
611716;134200
611717;146000
611718;109000
611719;42000
611720;157700
611721;135000
611722;34700
611723;10000
611724;87000
611725;70500
611730;12600
611731;2000
611732;18500
611733;6300
611734;43800
611735;45100
611736;30000
611737;48500
611738;27000
611739;54000
611742;8000
611756;10000
611758;153000
611759;120600
611760;143700
611761;82700
611768;121900
611784;9000
611786;23200
611796;235000
611797;192500
611799;72000
611800;190700
611802;31700
611803;14000
611804;435700
611805;6000
611806;322000
611807;16000
611808;120200
611809;24000
611810;21000
611811;14800
611812;50100
611813;67500
611814;88300
611815;70500
611819;10000
611821;700
611822;65200
611823;155500
611824;40400
611825;305600
611826;121000
611828;57966.6666666667
611829;76500
611830;29900
611831;185900
611832;92800
611833;112000
611834;32000
611835;65000
611836;245000
611837;20000
611838;32000
611839;15000
611841;9000
611842;51000
611843;56000
611844;57000
611846;32000
611848;178200
611850;85000
611851;131000
611852;155600
611853;36900
611854;39100
611855;54200
611856;100100
611857;10200
611858;146900
611859;244000
611861;182000
611871;20000
611872;3300
611875;169500
611876;81500
611877;150000
611878;16000
611879;6000
611882;99500
611886;1000
611888;27000
611890;102000
611892;20000
611893;29000
611895;300400
611898;84900
611901;1000
611902;5400
611903;6500
611905;22800
611906;1200
611907;7500
611913;23500
611915;7000
611916;30000
611917;22700
611918;1200
611919;54500
611920;37100
611921;13000
611923;18000
611925;41900
611926;4500
611927;67666.6666666667
611928;6000
611929;28000
611930;163100
611931;18000
611932;130000
611933;127200
611935;66250
611936;27900
611937;70000
611938;35000
611940;3000
611942;1e+05
611945;23000
611946;203800
611947;31400
611948;8400
611951;21000
611956;148400
611957;15500
611967;20000
611971;20000
611972;27000
611975;32600
611977;2000
611978;40000
611981;254900
611982;600
611983;12000
611985;20000
611986;288000
611987;28100
611989;15000
611990;6900
611991;35000
611992;25000
611993;15000
611994;800
611995;5600
611997;2500
611999;288000
612002;10000
612003;10000
612005;3800
612007;7100
612008;17000
612011;1000
612012;39100
612014;61800
612015;20000
612017;475000
612018;36000
612031;50000
612032;14000
612036;21766.6666666667
612037;194300
612038;15000
612041;34000
612042;142000
612043;43600
612045;154400
612046;106466.666666667
612047;335000
612049;1000
612050;5500
612052;73800
612054;28800
612056;169500
612058;40000
612059;60500
612060;49200
612061;73050
612062;10000
612066;25000
612070;10000
612073;2800
612074;22800
612075;237000
612076;9000
612080;10000
612081;6000
612082;45300
612083;31000
612084;26000
612086;700
612087;30000
612090;88000
612091;52000
612094;49200
612095;47500
612096;18000
612103;80000
612105;45000
612106;1e+05
612107;25000
612108;2700
612109;3000
612110;36500
612111;50000
612115;60000
612117;38000
612118;33400
612119;14000
612121;11000
612122;18000
612123;3000
612124;1500
612125;3000
612129;134000
612130;43000
612132;21500
612133;22500
612134;32000
612135;136900
612136;36800
612137;53000
612138;56000
612159;7000
612165;2000
612171;11000
612172;23000
612178;2000
612180;88000
612181;37200
612199;25000
612210;31500
612212;46100
612214;2500
612215;26900
612216;384350
612229;12000
612230;36000
612253;12000
612254;6600
612258;148000
612259;10000
612260;92000
612261;74500
612262;262000
612263;46000
612264;174700
612273;126400
612274;37500
612279;21600
612295;13000
612296;24500
612297;500
612298;24000
612300;60000
612301;9000
612302;16200
612303;5500
612316;33800
612317;2000
612319;20000
612327;4000
612328;18266.6666666667
612331;50200
612332;40000
612333;58000
612334;37200
612335;60000
612336;65600
612337;201083.333333333
612338;114100
612339;29700
612340;117300
612341;225633.333333333
612342;120600
612343;181400
612344;52400
612345;146600
612346;55300
612347;144000
612349;218600
612350;46000
612352;74000
612353;68333.3333333333
612355;138000
612356;197400
612357;71333.3333333333
612372;36000
612373;500
612374;49000
612375;22000
612376;86100
612378;20000
612379;19500
612380;80000
612385;31100
612386;13000
612390;24500
612391;227100
612392;40500
612393;20000
612396;82500
612399;32000
612400;51300
612401;182700
612402;14400
612403;23000
612409;3500
612411;16100
612416;274800
612417;492800
612418;60000
612421;17600
612422;1800
612423;54000
612424;600
612425;7000
612427;5500
612430;2300
612435;210600
612436;42000
612437;127500
612438;14000
612439;62200
612443;328400
612444;88800
612447;6000
612448;8500
612449;4600
612454;21000
612456;5000
612457;39000
612458;49000
612459;14700
612460;11300
612461;105400
612463;38200
612464;52000
612468;74716.6666666667
612470;37000
612472;34700
612473;126000
612474;21000
612476;69000
612477;8000
612478;70000
612479;186000
612480;96000
612482;61100
612483;76600
612484;88500
612485;84200
612487;16000
612488;32700
612489;37700
612490;62300
612491;90800
612492;152300
612495;32850
612496;141800
612497;8100
612498;279500
612500;14800
612501;17000
612502;99800
612506;13700
612507;10000
612508;4000
612509;58000
612511;172000
612512;3000
612514;14000
612515;233500
612517;12000
612519;46000
612521;79900
612523;31400
612524;96500
612527;103000
612530;138000
612532;217300
612533;124000
612534;129700
612535;94600
612536;9000
612537;134000
612538;40000
612539;35400
612541;35500
612542;47000
612543;70000
612544;235000
612545;32100
612546;40000
612547;23000
612548;171800
612549;19400
612550;37000
612552;79400
612553;6000
612554;13000
612555;19000
612559;30000
612562;14000
612566;7700
612567;8100
612569;8000
612575;30000
612576;4000
612585;2000
612598;102000
612601;500
612602;43700
612603;107500
612604;60300
612605;79200
612606;18700
612608;258600
612615;5800
612617;2600
612618;25100
612619;2600
612620;35000
612621;3500
612622;4000
612624;21000
612625;70200
612626;500
612629;2000
612634;36500
612643;128100
612644;41900
612648;442000
612649;122000
612650;47000
612835;2400
612885;94800
612886;140300
612887;135000
612888;38000
612889;41600
612892;65200
612893;3000
612894;52900
612896;20000
612897;21200
612899;10400
612900;11000
612902;8000
612903;42000
612904;5000
612906;43000
612908;8100
612910;18000
612915;30000
612916;6000
612917;3000
612919;4800
612926;2000
612927;23000
612931;116600
612943;215500
612945;469000
612946;17700
612947;2000
612948;3000
612949;180400
612950;22000
612951;127900
612952;4500
612962;28500
612963;93000
612968;58100
612970;3600
613010;12000
613011;13900
613012;27000
613014;18000
613034;23000
613045;9000
613046;7000
613047;3800
613048;5000
613050;26000
613055;70000
613057;12000
613058;14000
613061;3500
613062;82233.3333333333
613063;96000
613065;51000
613130;204400
613131;54600
613132;7200
613133;30100
613134;10500
613135;24000
613137;25000
613139;2000
613140;10400
613141;700
613144;103000
613145;390800
613147;31300
613148;8000
613149;2500
613152;18000
613160;95000
613161;600
613174;98300
613175;5500
613176;120000
613180;83600
613530;30900
613540;22500
613543;14500
613544;15850
613549;155000
613564;7000
613565;2400
613568;36800
613569;21000
613571;3800
613588;37100
613591;39000
613598;83150
613749;433.333333333333
613750;67300
613751;260500
613752;252750
613753;131850
613754;30000
613755;140900
613756;158000
613758;109000
613759;55000
613762;15000
613763;55000
613764;8200
613765;40500
613766;122000
613767;122300
613768;112933.333333333
613769;68900
613770;121000
613771;32800
613772;8250
613773;118300
613774;155300
613775;95600
613780;91700
613781;18533.3333333333
613782;48766.6666666667
613783;217100
613785;25000
613786;147200
613788;87300
613790;16000
613794;65000
613795;24000
613796;30666.6666666667
613797;15000
613800;147000
613801;15000
613802;3000
613803;325500
613804;98700
613805;33000
613806;23400
613807;74300
613808;16800
613809;35000
613810;15500
613811;143666.666666667
613812;211500
613813;125950
613814;130500
613815;47000
614275;19250
614276;17650
614280;6600
614281;15000
614282;113000
614285;31700
614286;1000
614287;20000
614291;1400
614293;384800
614294;129800
614295;216000
614296;11000
614297;7600
614298;21000
614299;79000
614300;42000
614301;34000
614302;65500
614306;5700
614307;159000
614317;10000
614320;8000
614321;131000
614333;482000
614336;159900
614348;251000
614359;12400
614360;312500
614365;172000
614367;25000
614368;15000
614385;35000
614386;35000
614387;20000
614388;15000
614401;21900
614402;142500
614406;75200
614430;13100
614431;71900
614435;23600
614447;17700
614448;16000
614449;32133.3333333333
614450;24900
614451;35800
614452;4300
614453;2300
614454;88000
614455;9500
614456;205000
614457;32000
614460;30000
614462;1000
614463;20200
614464;255600
614465;9100
614466;209500
614467;55200
614469;14100
614470;53500
614471;20000
614472;8500
614475;22333.3333333333
614477;20000
614478;1200
614479;30600
614481;4000
614482;1500
614483;2000
614484;54200
614485;35300
614486;283800
614487;3800
614488;73566.6666666667
614489;178700
614490;14400
614491;37700
614496;15000
614500;25500
614503;48000
614505;28000
614560;226000
614561;184500
614565;7000
614917;77300
614923;41000
614932;265500
614934;73200
614935;43800
615108;9900
615110;16800
615111;134900
615249;34000
615251;10000
615252;30000
615257;2000
615258;3300
615265;1200
615266;18000
615297;87900
615300;2500
615400;14200
615401;17000
615403;18900
615405;54583.3333333333
615406;173100
615407;177700
615408;30000
615409;252733.333333333
615410;94000
615411;659600
615412;52500
615414;575000
615415;17500
615417;204250
615420;591100
615422;557500
615423;732000
615424;695000
615425;76000
615426;105000
615428;303500
615429;133900
615430;83033.3333333333
615432;177000
615433;43980
615434;24150
615435;128450
615436;30700
615442;8500
615445;134000
615446;436000
615447;32500
615449;139500
615450;212000
615451;131666.666666667
615452;85000
615453;27000
615454;137500
615458;26666.6666666667
615459;106200
615460;26000
615461;83300
615462;13000
615463;3100
615464;59200
615465;7000
615466;9300
615468;2000
615469;64300
615470;46500
615471;49000
615473;55000
615475;45000
615476;208100
615477;145500
615478;900
615602;14300
615604;151000
615605;120000
615606;110000
615612;11100
615613;22200
615614;160400
615615;5200
615622;51700
615624;50400
615634;58500
615635;127000
615636;61000
615693;89800
615694;56800
615695;6400
615697;14900
615699;118600
615702;10000
615717;14400
615729;148600
615733;17200
615736;353500
615737;2100
615738;35800
615739;17000
615741;258700
615742;144600
615761;550
615762;9100
615764;55800
615765;8600
615766;126000
615767;29000
615768;7000
615769;2200
615770;20000
615771;5500
615772;2300
615773;6000
615775;7000
615776;211766.666666667
615777;9600
615778;11200
615783;7000
615784;63800
615787;74400
615788;7800
615790;232600
615791;30000
615946;49000
615947;128880
615948;131200
615949;13600
615950;17600
615952;41300
615956;7000
615960;38400
615961;16000
615962;2000
615963;43500
615964;62000
615966;7700
616021;28000
616024;50000
616025;3150
616026;2375
616027;2000
616028;475
616029;700
616030;2500
616033;20000
616034;30000
616036;72000
616037;4000
616038;3200
616040;3200
616041;2000
616156;10000
616277;31500
616447;206400
616448;36700
616450;15000
616452;43900
616453;42500
616454;225200
616455;71000
616458;187000
616464;27900
616465;207000
616470;268666.666666667
616471;29900
616472;40750
616476;24790
616478;329100
616481;517600
616482;457300
616483;248010
616484;3500
616485;39300
616486;15000
616487;240000
616488;650500
616489;62666.6666666667
616493;117181
616494;134000
616501;118000
616502;19000
616503;124000
616505;144000
616506;1500
616507;52850
616508;28000
616509;27000
616510;245500
616512;145500
616513;147100
616515;48800
616516;44100
616517;43200
616518;63500
616519;41000
616520;57900
616521;133050
616524;203500
616525;48500
616539;20000
616541;22850
616542;89000
616543;55000
616544;85000
616546;25000
616547;11300
616553;115000
616555;109700
616556;94800
616558;7700
616559;25800
616560;113700
616562;83300
616563;58000
616566;11400
616568;44500
616579;39200
616581;72500
616586;101000
616587;58000
616589;99000
616590;30400
616591;46400
616593;352000
616594;36850
616595;73200
616597;61000
616598;13500
616599;52000
616601;39300
616603;16400
616604;7700
616605;37000
616606;13600
616620;89800
616626;368000
616635;13000
616636;8000
616637;89900
616639;3000
616641;3500
616672;24500
616673;3900
616676;19000
616677;170700
616678;59500
616696;55433.3333333333
616698;58100
616699;32100
616700;182300
616702;40000
616704;67700
616705;1000
616707;29000
616708;9000
616709;86800
616712;5500
616713;22000
616714;18500
616715;49000
616716;4000
616717;9400
616718;4700
616720;2500
616722;41100
616725;14200
616726;23700
616728;47000
616729;12000
616730;49000
616737;11900
616738;32000
616740;32200
616741;67600
616742;164900
616744;125500
616748;12000
616749;1950
616750;5000
616751;5500
616772;7000
616775;10000
616798;259000
616803;24000
616805;5500
616808;16000
616844;1000
616845;35600
616846;56200
616847;55100
616904;15000
616907;3200
616912;248300
616916;67000
616918;107000
616919;59000
616920;80300
616921;35300
616923;153550
616924;20000
616926;14600
616928;32700
616930;19500
616931;16000
616932;25600
616934;102000
616935;18800
616936;90266.6666666667
616937;49000
616938;22700
616939;17000
616941;35000
616942;44000
616943;57000
616945;41000
616946;18500
616947;259500
616948;185100
616955;7000
616966;2000
616967;208000
616968;9000
616973;21800
616974;2000
616975;68200
616976;73800
616977;66000
616979;61600
616980;13800
616981;3000
616982;140600
616984;25000
616985;376000
616989;60000
616990;20000
616991;35000
616997;10000
617006;2000
617008;13700
617009;180200
617012;63000
617038;59600
617039;153800
617043;59750
617045;1000
617046;110100
617047;14000
617058;34000
617061;78200
617065;28400
617071;131500
617075;49700
617159;10000
617165;165000
617212;8000
617391;457200
617394;197500
617400;11000
617626;3333.33333333333
617628;13600
617646;41000
617651;84500
617656;147500
617657;6000
617658;145800
617660;112200
617662;393660
617664;8600
617665;75300
617670;6850
617671;71500
617674;203900
617728;457900
617730;310000
617731;76500
617733;55600
617734;98000
617735;101000
617738;186850
617739;51000
617744;10500
617747;240500
617753;6300
617754;148500
617756;7000
617894;12000
618501;134500
618502;96900
618503;112300
618504;29200
618505;23300
618507;47100
618508;46700
618509;16000
618511;22800
618524;12000
618529;600
618535;230000
618536;26500
618537;112200
618538;37400
618539;201200
618541;22000
618543;5000
618544;132800
618549;52000
618551;255800
618552;46000
618555;32000
618556;23000
618557;50000
618558;27100
618559;6950
618560;152000
618561;5300
618608;3300
618613;158600
618617;43500
618618;188500
618624;232200
618658;1000
618732;95200
618734;5300
618736;129283.333333333
618745;3600
619095;15000
619113;120000
619125;33000
619129;4000
619876;22400
619877;55100
619878;3000
619888;183800
620044;47200
620047;21000
620051;8800
620056;9000
620057;18000
620058;16000
620063;10000
620071;12000
620075;10300
620076;3600
620077;9400
620655;13200
620679;1000
620683;5100
620689;65300
620905;28600
620906;34300
620908;600
620911;29000
620913;35500
620992;120500
620993;18800
620996;59200
620998;202100
621028;1300
621029;8500
621030;11400
621031;34100
621032;282900
621033;23500
621034;49300
621035;51500
621039;22000
621041;15500
621054;35100
621055;1000
621336;27400
621345;32100
622065;154050
622066;291000
622122;46000
622262;13000
622268;10100
622269;38900
622426;21000
622429;224000
622430;14100
622499;69500
622500;431900
622501;217600
622503;63000
622507;30000
622508;14000
622511;26266.6666666667
622529;207733.333333333
622530;54066.6666666667
622532;280300
622533;22100
622534;59800
622536;33000
622537;9200
622538;56000
622547;172333.333333333
622549;188000
622550;41350
622551;221600
622553;168940
622554;4000
622555;451500
622556;48000
622558;34800
622559;78300
622562;160666.666666667
622563;18000
622564;103800
622565;293000
622566;32000
622570;171000
622576;30000
622577;20000
622578;25000
622595;10000
623302;166500
623329;116000
623330;136000
623331;94000
623332;89600
623355;85300
623358;7000
623362;16000
623364;22166.6666666667
623385;27000
624011;12000
625643;218566.666666667
625946;304300
625947;11500
625949;47550
625950;25400
625995;167500
626012;107000
626022;47033.3333333333
627373;5000
629191;93966.6666666667
629333;8600
629471;28000
629550;52400
629551;13200
629552;275550
629553;17000
629556;6000
629557;219900
629558;343000
629559;419000
629561;31500
629563;6000
629566;30000
629571;3000
629573;15500
629575;30000
629576;15000
629580;54000
629581;140000
629582;119000
629584;81000
629585;85700
629588;4000
629591;262700
629592;56900
629593;81300
629594;198700
629599;3000
629600;32400
629602;177500
629603;28400
629604;15000
629606;10000
629607;338500
630240;40000
630346;90300
632473;10800
632614;37500
632627;196000
632652;2000
632658;5200
632685;62000
632686;149000
632687;138000
632688;53200
632689;131000
632690;204000
632691;1000
632693;3100
632696;29100
632697;17000
632698;30000
632700;96833.3333333333
632701;108100
632702;216200
632703;319650
632704;61000
632705;16500
632706;8700
632707;172100
632708;99000
632709;161800
632710;25300
632711;211200
632712;39650
632713;5600
632714;60900
632716;50000
632717;85000
632721;312600
632722;218500
632723;46566.6666666667
632725;108800
632726;68600
632727;214000
632728;8600
632729;106300
632730;21500
632731;255200
632732;2000
632733;98000
632734;178600
632735;47500
632736;4800
632737;38100
632738;45100
632739;8500
632741;101100
632746;138000
632748;69100
632749;21000
632750;57550
632751;2000
632752;111000
632753;109000
632754;143900
632757;48600
632758;66800
632759;8000
632760;147700
632761;100200
632762;129700
632766;2000
632769;38333.3333333333
632771;13200
632774;33000
632776;2500
632777;19000
632779;8000
632780;12000
632781;10000
632782;17000
632793;4200
632794;12000
632795;4000
632796;50000
632797;186890
632798;32800
632800;68000
632801;257000
632802;16300
632803;263500
632805;2700
632807;1000
632808;9600
632810;83800
632811;4000
632812;16000
632813;16300
632815;19500
632817;50000
632829;72300
632830;5000
632831;53900
632833;17500
632835;50000
632837;13100
632839;18700
632841;19800
632842;173100
632843;2400
632844;6500
632845;5000
632846;16450
632847;41000
632848;76500
632849;70000
632851;16000
632852;2e+05
632853;1500
632856;27900
632858;217300
632859;55000
632863;53000
632864;430000
632865;396000
632870;103600
632872;194700
632875;195100
632877;15000
632879;20000
632880;8000
632883;89000
632884;387200
632893;69500
632898;26000
632900;108200
632902;7000
632904;85000
632905;43600
632907;5000
632910;88000
632911;44000
632912;151700
632913;192300
632915;6000
632924;14300
632929;30500
632931;8000
632936;32333.3333333333
632937;30800
632938;156500
632943;47000
632944;25500
632945;2000
632946;123000
632948;352850
632949;750
632950;2300
632951;2500
632952;2900
632962;24800
632965;18000
632966;7600
632970;397000
632971;47000
632973;60000
632974;76000
632975;60000
632976;121000
632977;42600
632978;80000
632979;33000
632980;70000
632981;23900
632982;4900
632983;7500
632984;3700
632985;2100
632987;28600
632988;41700
632989;5000
632990;85000
632995;46000
632996;70000
632997;2200
632998;102000
633011;32000
633028;40000
633029;40000
633030;371900
633031;50000
633035;8000
633038;20000
633039;4000
633040;381000
633042;66200
633043;12433.3333333333
633046;154700
633047;7500
633048;10800
633050;5000
633051;129800
633052;90000
633057;302500
633058;231300
633060;8800
633061;21400
633066;45000
633067;270600
633068;331200
633070;390400
633073;5000
633074;38000
633079;14000
633081;148200
633084;34700
633085;112700
633087;151200
633093;19900
633099;62000
633100;18200
633101;53800
633102;48000
633103;6100
633104;38000
633106;35100
633107;10000
633111;47700
633112;10500
633114;5700
633137;2000
633139;5000
633141;22500
633171;52000
633173;9500
633174;59500
633175;10000
633176;127300
633177;192100
633178;69800
633179;1000
633180;142000
633183;49300
633186;10000
633188;2000
633189;32900
633190;25000
633191;10000
633192;190000
633193;53533.3333333333
633194;132200
633196;3400
633198;38000
633199;58550
633200;35000
633203;26400
633204;22000
633205;4900
633206;245300
633207;79800
633208;15800
633211;115000
633212;42000
633213;34900
633214;229300
633219;37450
633220;144000
633221;24000
633222;210800
633224;103200
633227;37000
633228;25900
633230;81600
633232;5400
633236;76466.6666666667
633238;40500
633240;18000
633241;46000
633242;3550
633244;42000
633245;274200
633249;178000
633251;120000
633252;5000
633253;12000
633254;7000
633255;129000
633259;26600
633262;22600
633263;20000
633264;129400
633265;11500
633266;65100
633268;138000
633269;141000
633270;18000
633273;3200
633274;32000
633275;28200
633278;15000
633280;43000
633282;7000
633285;35000
633286;35000
633287;173500
633288;51500
633289;91000
633290;3500
633292;25500
633293;47500
633295;10200
633297;18200
633298;104200
633303;20000
633304;110100
633305;10000
633306;11700
633307;15500
633309;30000
633310;7800
633311;45800
633313;24000
633318;18700
633351;25500
633357;59500
633359;399200
633360;16800
633363;140200
633366;123500
633372;12000
633377;179700
633378;4400
633379;31200
633380;1600
633381;31000
633382;15000
633384;30000
633385;26000
633386;35000
633387;259400
633388;173000
633391;30000
633396;22000
633397;20000
633399;24000
633400;503000
633401;28200
633402;195600
633403;162900
633404;46000
633405;53500
633407;4000
633408;158000
633410;37000
633411;25000
633412;181000
633413;218900
633414;46000
633415;108000
633416;143000
633417;134000
633418;126000
633434;40000
633437;198000
633439;3000
633441;232000
633444;1200
633445;380000
633453;12000
633454;94700
633455;30000
633978;1500
633991;28500
633992;12200
633994;22200
633995;15000
634002;48000
634003;39000
634004;43000
634005;71500
634006;28700
634007;134600
634008;85800
634009;253800
634010;28633.3333333333
634011;2100
634012;21500
634013;333800
634014;9000
634015;35700
634016;103200
634017;46000
634018;11000
634019;152400
634021;103980
634022;329900
634023;39000
634025;226000
634027;3500
634029;96000
634030;3000
634031;88233.3333333333
634033;31000
634037;71900
634039;25500
634040;14690
634041;10900
634044;6400
634047;8300
634048;5000
634049;6200
634050;30000
634051;28700
634052;34000
634054;4000
634056;30000
634057;5200
634058;4000
634059;52400
634060;249800
634061;31000
634062;144000
634064;189000
634065;133900
634066;202300
634067;226650
634069;78416.6666666667
634070;37350
634071;50600
634073;7000
634075;15000
634076;17000
634078;2300
634079;18000
634080;9600
634081;3050
634084;50000
634085;182000
634086;10400
634087;6500
634088;27600
634089;6666.66666666667
634092;5500
634094;110800
634097;19800
634108;1000
634109;109000
634112;22000
634114;8000
634117;123000
634119;10000
634136;42600
634137;121300
634138;18000
634140;8000
634141;158500
634143;5000
634152;500
634154;10500
634155;507400
634159;5100
634162;7600
634164;30800
634165;3000
634166;33500
634168;5000
634169;3800
634171;23808
634177;36600
634179;14000
634180;9000
634182;1500
634183;32000
634187;102200
634192;56500
634193;20000
634194;5000
634203;193000
634204;15000
634205;76600
634221;12000
634224;4000
634228;20800
634230;21000
634234;14800
634235;55000
634236;45000
634237;40000
634245;45000
634247;110000
634252;1600
634253;22500
634256;7000
634257;6000
634258;16000
634259;64400
634261;202500
634262;276000
634263;53400
634264;42100
634265;68100
634266;409200
634268;28000
634269;33000
634270;657600
634271;257900
634273;3250
634280;8300
634281;7000
634282;44000
634283;21500
634284;120000
634285;5000
634286;61600
634287;6000
634288;3500
634290;5000
634291;25000
634292;52000
634293;457950
634294;8550
634295;15000
634296;32090
634297;35000
634298;32400
634299;60000
634300;7850
634301;28500
634303;2800
634307;19000
634308;63000
634311;10000
634314;107500
634315;259000
634316;236000
634317;407000
634318;29000
634319;32000
634320;134500
634322;30000
634323;54200
634324;24050
634325;10000
634326;7700
634327;24700
634329;16100
634330;208000
634331;186000
634333;20000
634334;32500
634335;15000
634345;19966.6666666667
634352;61000
634353;61000
634354;61000
634355;61000
634358;51000
634361;61000
634362;51000
634363;42000
634364;51000
634365;51000
634366;51000
634367;51000
634369;117500
634370;188950
634371;27900
634372;439000
634373;30000
634374;255000
634378;54666.6666666667
634381;80000
634382;60000
634383;141400
634384;25000
634386;20000
634387;155800
634388;77200
634389;30900
634390;24500
634391;39500
634392;76666.6666666667
634393;59900
634394;65400
634395;90200
634396;62800
634397;222866.666666667
634398;348566.666666667
634400;171000
634401;5000
634402;87500
634403;75200
634404;102950
634405;87200
634409;30850
634411;278800
634412;192500
634414;96000
634415;129000
634417;80000
634418;66000
634419;3000
634420;213000
634421;12800
634422;231900
634423;63800
634424;20000
634427;36000
634429;180600
634430;16000
634431;14900
634432;34000
634433;32500
634435;34500
634437;122600
634438;20600
634439;56800
634440;54000
634441;75000
634442;114000
634443;93000
634444;36200
634445;146100
634446;137500
634447;164700
634448;22000
634449;96000
634450;193000
634451;234500
634452;103200
634453;76000
634454;2000
634455;4000
634456;123700
634457;81000
634458;101000
634459;179000
634460;26000
634461;32500
634462;1e+05
634463;15000
634464;98000
634465;20000
634466;57000
634467;16050
634470;1e+05
634472;28000
634473;1400
634474;91800
634475;145700
634476;3000
634477;99000
634478;33000
634479;115300
634480;8200
634481;103000
634482;165000
634484;570000
634485;66500
634492;18000
634501;36000
634517;92200
634519;2000
634530;74400
634532;12000
634533;14700
634538;12000
634539;46000
634540;16000
634541;30500
634542;101000
634543;382000
634544;385500
634545;86000
634546;53500
634548;7500
634553;48600
634572;24400
634573;8000
634574;7000
634576;19000
634577;7000
634583;45000
634585;36200
634586;19500
634587;1300
634605;20000
634606;25000
634607;15000
634608;2000
634609;55266.6666666667
634610;428566.666666667
634612;3000
634613;29800
634615;17000
634623;66800
634624;129000
634625;75000
634626;42000
634627;70600
634628;1000
634630;12000
634633;163700
634634;85500
634635;9000
634636;41000
634637;137900
634638;20266.6666666667
634639;126700
634640;195800
634641;28000
634642;19800
634643;96100
634644;6800
634646;50100
634648;10500
634650;10200
634652;30500
634653;41700
634654;5000
634655;27700
634656;89200
634658;195800
634659;212300
634665;4500
634669;47800
634670;31500
634671;22000
634673;249100
634675;2400
634676;10200
634677;237100
634678;169000
634679;23000
634680;37000
634681;52000
634682;307000
634683;18000
634684;15000
634687;15000
634688;10000
634689;20000
634690;24000
634691;59300
634692;29600
634693;21100
634694;22400
634696;92800
634698;10000
634700;8000
634701;40000
634702;16000
634704;33200
634705;37850
634706;60800
634707;36500
634708;15800
634710;30000
634711;138500
634712;77400
634713;22700
634714;27000
634715;38900
634717;17000
634718;259100
634719;8000
634720;1300
634721;149000
634724;10600
634725;117600
634726;84733.3333333333
634727;147900
634728;9833.33333333333
634729;133400
634730;13133.3333333333
634731;33500
634732;140500
634735;78300
634736;30000
634737;9000
634739;30000
634741;8000
634742;30000
