"DIRECTORIO";"Viajes";"Servicios"
592231;0;179681
592232;0;75000
592233;0;162630
592234;0;165433
592236;0;83764
592237;0;86890
592238;0;65640
592239;0;245802
592240;0;311039
592242;0;143665
592243;0;171993
592244;0;169000
592245;0;157272
592246;0;189882
592247;0;150904
592248;0;179485
592249;0;239000
592250;0;272173
592251;0;0
592252;0;241866
592253;1500000;143239
592254;0;131000
592255;0;83000
592256;0;310117
592258;0;175645
592259;0;80000
592260;0;65480
592261;0;172580
592262;0;154000
592263;0;351827
592264;8e+05;39117
592265;0;137738
592266;0;87728
592267;0;42626
592269;0;0
592270;0;25400
592271;0;55000
592272;0;0
592273;0;98000
592274;0;62000
592275;0;90000
592276;0;56000
592277;0;8000
592279;1900000;0
592280;0;80000
592282;0;54000
592283;0;72000
592284;0;59000
592285;0;48000
592286;0;46000
592287;0;207000
592288;0;55000
592289;0;45000
592290;0;80000
592291;0;82200
592292;0;250000
592293;0;45000
592294;0;177700
592295;2e+06;220500
592297;0;28000
592298;0;47904
592299;0;38000
592300;0;27900
592301;0;98000
592303;0;49500
592304;0;45000
592305;0;28000
592306;0;42800
592307;0;54000
592308;0;43500
592309;0;67000
592310;0;47000
592312;0;245000
592313;0;68000
592314;0;6000
592326;0;0
592327;0;117299
592328;0;0
592329;0;100
592330;0;56000
592331;0;137000
592332;0;43000
592333;0;135000
592334;0;125500
592335;0;77000
592336;0;93557
592337;0;106000
592338;0;180969
592339;0;140898
592340;0;105292.5
592342;0;263210
592344;0;222700
592345;0;375000
592346;0;215997
592347;650000;73000
592348;0;89511
592349;0;82487
592350;4e+05;88091
592354;0;131000
592355;0;78300
592356;0;2300
592357;0;41600
592358;0;1e+05
592359;0;91400
592360;0;58000
592361;0;50000
592362;0;78000
592364;0;149600
592365;0;61000
592367;0;119000
592368;0;123000
592369;0;74000
592370;0;67000
592371;0;122000
592372;0;99000
592373;0;23000
592374;0;15000
592375;0;25751
592377;0;27751
592378;0;43000
592379;0;27000
592380;0;94300
592381;0;4300
592382;0;55700
592383;0;120700
592384;0;35000
592385;0;38700
592386;0;79000
592387;0;61000
592388;0;203000
592389;0;41000
592390;2e+06;138500
592391;0;20000
592392;0;15000
592393;0;42750
592396;0;176042
592397;0;75011
592398;0;107897
592399;0;53126
592404;0;57066
592717;4e+05;189000
592718;2e+05;179000
592719;0;3e+05
592720;0;117200
592721;0;195206.18556701
592722;0;277000
592723;0;71000
592725;0;142600
592726;0;245000
592727;0;142000
592728;0;87000
592729;0;332700
592730;280000;25000
592731;0;274000
592732;0;317000
592733;0;100425
592734;0;143835
592735;0;225364
592736;0;312000
592764;0;453951
592765;0;529300
592766;0;326000
592767;0;556405
592768;0;527399
592914;0;238700
592915;450000;367700
592916;250000;14870
592917;4e+05;27900
592918;0;49430
592933;0;31760
592934;0;449030
592935;0;45544
592936;3e+05;197070
592937;0;227193
592938;0;133450
592939;0;0
592940;0;35000
592941;0;51101
592942;0;0
592943;0;41845
592944;0;0
592947;0;53000
592948;0;50000
592950;0;0
592951;0;52000
592952;0;60000
592965;4e+06;335000
592974;0;165630
592984;0;10000
593074;0;167000
593075;0;171000
593076;1e+05;153000
593077;0;66000
593078;0;70000
593079;0;55000
593082;0;88000
593083;0;86000
593084;0;35000
593085;0;94300
593086;0;122800
593088;0;83800
593124;2500000;252000
593126;0;351000
593127;0;386480
593129;0;230000
593130;0;267000
593131;0;247000
593132;0;387000
593133;0;177000
593134;1.8e+07;330000
593253;0;318000
593254;240000;316000
593255;0;510000
593256;0;402000
593257;1800000;265000
593258;0;440000
593259;0;440621
593260;1300000;419900
593261;0;3e+05
593262;0;381000
593263;0;354000
593264;4e+05;302000
593265;0;237509
593266;0;254141
593267;0;226608
593269;0;313440
593270;0;285429
593333;0;460000
593335;0;239126
593365;0;48000
593366;0;57000
593367;0;389000
593368;0;199000
593369;0;207000
593370;0;62017
593371;350000;146390
593372;0;95597
593373;3e+05;273292
593374;1e+05;83367
593375;0;274000
593376;5e+05;330000
593378;3500000;258000
593379;2e+05;179000
593382;0;441000
593383;0;296000
593550;4e+05;105090
593551;0;311160
593552;50000;45000
593553;0;15000
593554;5e+05;303928
593560;0;704881
593561;2e+06;537231
593563;1e+05;242490
593564;0;0
593577;0;231000
593578;0;190232
593579;5200000;389960
593581;0;135000
593584;0;289204
593585;0;136000
593592;0;90690
593593;0;162553
593594;0;111470
593600;0;39469
593603;0;186274
593608;0;92467
593610;0;60000
593611;0;211793
593612;0;219829
593613;0;208277
593614;0;146071
593615;5e+05;227944
593616;0;124945
593618;0;213201
593622;5e+05;557000
593623;0;393552
593624;0;108000
593625;0;117425
593626;0;198000
593627;0;137675
593628;0;0
593629;0;135531
593630;0;162483
593631;0;158000
593633;0;147266
593634;0;70000
593635;0;214956
593636;0;128865
593637;0;206400
593638;0;79000
593641;0;65861
593642;0;249000
593643;0;120000
593644;1500000;155362
593645;2e+05;867710
593652;0;253130
593653;2e+05;198585
593763;0;83000
593764;0;160000
593765;0;157000
593769;0;117000
593773;0;122000
593774;0;121000
593777;0;128000
593786;0;0
593791;180000;105348
593793;0;0
593794;0;247160
593795;0;80000
593796;150000;60000
593797;0;30000
593798;80000;115000
593799;0;165677
593801;0;112770
593802;60000;5000
593818;0;184230
593893;1e+06;327604
593922;0;234050
593928;0;60035
593929;0;28686
593935;2e+05;56277
593936;0;50596
593940;5e+05;169053
593947;0;70247
593957;0;182081
593962;0;156545
594200;0;0
594201;0;94500
594202;0;248000
594203;0;143000
594204;0;201000
594205;0;218666.666666667
594206;2e+05;145000
594207;0;106000
594208;0;101000
594209;0;78000
594210;0;75000
594211;0;67000
594212;0;81000
594213;0;114000
594214;0;119000
594215;0;166500
594216;0;105000
594217;0;30000
594218;0;92000
594219;0;60000
594220;0;20000
594221;0;157000
594222;2e+05;82000
594223;0;188200
594224;0;73200
594225;0;107000
594226;0;205000
594227;0;97000
594228;0;40800
594229;0;17000
594230;0;40000
594231;0;73000
594232;0;4000
594233;0;43000
594234;0;12000
594235;0;42000
594236;0;14000
594238;0;67000
594239;0;25000
594240;0;22000
594241;0;59000
594242;0;54000
594243;0;52000
594244;99;208000
594245;99;131600
594246;0;66207
594247;7e+05;200650
594248;0;66978
594249;0;133600
594250;0;144000
594252;0;0
594253;0;142600
594255;0;94600
594256;0;63700
594257;0;125600
594258;8e+05;182080
594259;0;114063
594262;0;131000
594264;0;160000
594265;0;168000
594267;0;51.5463917525773
594268;1e+05;103.092783505155
594269;0;19251.5463917526
594270;0;55000
594271;0;108000
594272;0;42000
594273;0;50600
594274;0;85000
594277;4e+05;38904.6391752577
594278;0;52000
594279;0;68000
594281;0;9500
594282;0;87500
594284;0;70200
594285;0;48150
594286;0;144000
594287;0;71000
594288;0;51000
594289;0;36800
594290;0;103000
594315;2e+05;0
594377;0;159590.5
594383;65000;0
594384;0;0
594385;70000;0
594388;0;0
594390;0;0
594392;0;44000
594393;0;57600
594394;0;110600
594395;0;78600
594396;0;62468
594397;1e+06;75477
594398;0;69200
594399;0;255000
594400;0;134000
594405;99;130000
594406;2e+05;0
594408;0;66260
594409;1e+05;401000
594410;0;274520
594411;0;241000
594414;0;223400
594415;4e+05;30000
594416;3e+06;107000
594417;99;42000
594423;7e+06;36000
594432;0;77000
594440;0;22500
594441;0;59430
594442;0;297697
594443;0;24410
594445;0;10000
594446;0;0
594454;0;83326
594455;160000;118450
594456;250000;0
594457;60000;0
594458;50000;0
594459;0;0
594460;80000;0
594461;0;0
594462;0;0
594463;0;0
594464;0;0
594465;2e+05;0
594466;0;278000
594467;0;66000
594468;0;122600
594469;0;225000
594470;0;201600
594471;0;113290
594472;8e+05;0
594474;0;47000
594475;0;84237
594480;0;46517
594481;0;180558
594487;2e+06;106000
594488;1e+06;99750
594489;0;244760
594491;650000;293200
594492;0;278000
594493;0;0
594497;0;0
594499;0;185101
594653;0;153810
595264;0;52409
595319;0;49878
595320;0;96000
595321;0;56000
595322;0;24800
595324;0;36000
595325;0;0
595342;0;80000
595343;8e+05;35000
595344;0;10783
595345;0;43750
595346;0;72000
595347;0;27000
595348;0;1e+05
595349;0;92386
595350;0;59960
595351;0;90000
595352;0;55000
595353;0;52685.5
595361;0;96000
595364;0;39036
595367;0;35000
595374;0;25000
595375;0;25000
595376;0;30000
595378;0;25000
595379;0;25000
595380;0;25000
595383;0;30000
595384;0;25000
595385;0;25000
595397;0;81609
595398;60000;226325
595399;0;227461
595400;0;134500
595401;1e+05;199780
595403;0;29956
595404;0;91778
595406;0;75401
595408;0;14000
595409;0;59948
595410;0;74330
595413;0;90547
595414;60000;84047
595416;0;69000
595417;0;121500
595418;0;135900
595419;0;131661
595420;0;55400
595421;0;285400
595422;0;91850
595423;5e+05;43000
595424;0;204813
595425;0;129900
595426;0;95048
595427;2300000;319314
595428;0;303023
595429;7e+05;215208.666666667
595430;0;101963
595431;0;103719
595433;0;333445
595434;2e+05;424580
595435;0;105360
595437;0;173000
595439;0;322577
595440;2e+05;127292
595441;0;123291
595442;0;236650
595443;0;150000
595444;0;53425
595445;0;375220.5
595447;0;77000
595448;0;95000
595449;0;79023
595450;0;60000
595451;50000;66535
595452;0;104950
595453;0;143420
595454;0;168900
595455;0;165000
595456;0;141971
595457;4e+05;40000
595458;1e+05;99098
595459;0;150000
595460;0;108100
595461;0;101500
595462;0;145500
595463;0;291000
595464;0;292800
595465;0;153000
595466;5e+05;130000
595467;0;123000
595468;0;15000
595469;0;122780
595470;0;101500
595471;0;208150
595472;0;29742
595473;0;122500
595474;0;113009
595475;0;72743.5
595476;0;103500
595477;0;52200
595478;0;169378
595479;0;118133.166666667
595480;0;177000
595481;0;83467
595483;0;225320
595484;50000;116400
595884;0;182000
595915;0;93000
595929;0;78000
595930;0;137000
596102;0;0
596103;0;114000
596104;3e+05;170000
596106;0;135900
596108;0;84000
596109;0;133100
596110;0;119000
596111;0;223213
596112;0;171994
596113;0;178367
596115;0;147510
596117;0;43000
596119;0;418000
596120;0;158179
596121;0;118050
596123;130000;144300
596126;0;42000
596128;0;248000
596129;0;249584
596130;0;132647
596131;0;0
596132;0;176710
596133;0;133915
596134;0;230703
596135;0;0
596136;0;539814
596137;0;298992
596138;0;245000
596139;1040000;196840
596140;0;102284
596141;0;158280
596142;0;66700
596143;0;77949.5
596144;1e+06;145000
596145;70000;111750
596146;0;154190
596147;0;99841
596148;0;163020
596149;0;168009
596150;0;186970
596151;0;0
596152;5e+05;212347
596153;2e+06;154890
596154;0;90000
596155;2e+05;150000
596156;0;159743
596157;0;114694
596158;0;234359
596159;0;132840
596160;0;0
596164;2e+07;220829
596165;0;373213
596166;0;174035
596167;0;69322
596168;0;111585
596169;0;126779
596170;0;72854
596171;0;122000
596172;0;143700
596173;0;119885
596174;0;98645
596175;0;137123
596176;0;160660
596177;0;142967
596178;0;154971
596194;4e+05;604000
596200;0;0
596201;0;50000
596231;0;180200
596232;0;233466
596233;0;162275
596235;0;50086
596236;0;205178
596242;0;79452
596243;0;121693
596246;0;205288
596248;3e+05;232906
596250;0;216258
596252;0;20000
596258;0;59730
596261;0;136000
596262;0;190000
596263;0;175009
596264;0;177527
596265;0;257202
596266;0;162000
596267;0;133000
596268;0;131000
596269;0;81358
596271;0;22000
596272;0;24000
596274;0;184741
596275;0;50200
596279;140000;219568
596282;0;277000
596283;0;167000
596284;0;243000
596285;0;195000
596286;0;0
596287;0;181590
596288;2400000;385603
596289;1300000;160943
596290;0;275926
596291;0;152098
596292;0;112309
596293;250000;59549
596294;0;132751
596295;0;129896
596296;0;112837.5
596298;0;66905
596299;0;15000
596300;0;56000
596305;0;85000
596321;0;36000
596322;0;42199
596323;0;89450
596326;0;46000
596328;0;216430
596646;0;57500
596654;8e+05;82700
596655;0;91700
596656;0;95400
596659;0;130000
596665;0;123000
596666;0;117600
596751;0;0
596752;0;138160
596753;1e+06;219275
596754;5e+06;186300
596755;2500000;101500
596756;7e+06;3e+05
596757;0;129300
596758;0;115000
596759;0;180900
596760;0;54950
596761;0;1506950
596762;0;46950
596763;2e+06;120700
596764;0;50500
596765;0;55000
596767;0;62170
596768;0;0
596769;0;40000
596770;0;162600
596771;0;83000
596772;1500000;394000
596773;0;93800
596774;5e+05;235600
596775;0;98000
596776;0;152000
596777;0;90500
596778;1e+06;237000
596779;0;229800
596780;0;119100
596781;0;47100
596782;0;125600
596783;0;98000
596784;0;73200
596785;0;179100
596786;0;32600
596787;0;88500
596788;0;56900
596789;0;57000
596857;0;20000
596859;0;25000
596860;0;25000
596862;0;20000
597204;1e+05;139667
597206;0;203000
597207;0;188367
597208;0;0
597209;0;210549
597210;0;30000
597211;3e+05;125000
597212;1e+05;132263
597214;0;60000
597215;0;177000
597216;2e+05;152620
597217;0;171777
597218;1e+06;31649
597219;50000;240312
597221;0;128289
597222;0;412100
597223;0;172000
597225;0;131509
597229;0;134500
597230;0;202700
597231;0;1748423
597232;0;188850
597234;0;194546
597236;0;276258
597237;59000;190893
597238;0;194624
597240;0;288265
597241;0;95000
597242;0;195799
597243;0;134479
597244;0;128600
597246;0;781110
597247;0;146600
597250;0;25268
597251;0;83000
597254;0;118000
597255;0;110736
597256;2e+05;107000
597257;150000;155085
597258;1e+05;129221
597259;0;91716
597260;0;98000
597263;0;180140
597264;0;111000
597265;0;109197
597266;0;230803
597267;0;180000
597268;0;187000
597272;0;124994
597274;0;46000
597275;0;116014
597276;0;86835
597277;0;75000
597279;0;0
597280;0;174000
597283;0;234000
597284;0;84000
597286;0;60000
597287;0;47000
597289;2e+05;189800
597295;0;99000
597296;0;241142.857142857
597445;0;187000
597448;0;110000
597449;0;164110
597450;0;254000
597451;0;85835
597495;140000;372000
597499;0;232000
597500;0;63331
597501;0;79685
597502;3e+05;174000
597505;0;235065
597506;2800000;184913
597510;0;222500
597512;0;231000
597513;2500000;997890
597522;0;97188
597535;0;30000
597547;0;130008
597548;0;173707
597549;0;87000
597550;0;103000
597551;0;55000
597552;0;80000
597553;0;76000
597554;0;223216
597555;0;0
597557;0;10000
597558;0;153224
597559;140000;40406
597560;0;129988
597561;0;112400
597564;0;0
597565;0;159000
597566;0;124000
597567;0;198700
597569;0;166681
597570;0;216260
597648;0;98086
597649;0;77220
597650;0;95974
597651;250000;15369
597732;0;343423
597734;0;120000
597735;0;448726
597744;0;142628
597760;0;16000
597761;4e+05;150000
597762;0;106772
597763;0;8458
597764;0;85208
597765;0;45000
597766;0;0
597767;0;299495
597768;0;80000
597811;0;41000
597841;0;94180
597842;0;34300
597843;3e+06;114600
597852;0;135000
597853;0;126900
597878;0;163000
597879;0;20000
597880;0;20000
597881;0;10000
597894;0;75000
597895;0;0
597896;0;22000
597921;0;127830
597922;0;0
597923;0;113750
597924;0;80720
597925;0;70000
597926;0;0
597927;0;152000
597928;0;138000
597929;0;131300
597930;0;0
597931;0;0
597932;0;142312
597933;4e+06;275852
597934;0;0
597935;0;0
597936;0;0
597937;0;302000
597938;0;60000
597939;0;182000
597940;0;111030
598002;0;0
598004;0;183530
598025;0;215000
598027;150000;109800
598028;0;142800
598029;0;247170
598032;0;103280
598035;0;271800
598047;0;79541
598048;0;162000
598074;0;63000
598075;0;73115
598087;0;157039
598088;2e+05;163125
598090;0;130399
598092;0;108600
598093;0;294300
598095;0;277400
598096;0;107040
598099;0;256627
598100;0;76787
598101;0;169860
598113;0;212066
598114;0;344854
598115;12900000;218840
598116;0;233400
598117;0;113000
598118;0;118000
598119;0;259366
598120;0;233530
598121;0;180000
598122;8e+05;311172
598124;0;39000
598125;0;63100
598126;0;0
598127;0;0
598128;0;0
598129;0;6000
598130;80000;50000
598131;0;10000
598132;0;192800
598133;0;258000
598134;0;25000
598135;0;112000
598136;0;280000
598137;0;170500
598139;0;141012
598140;0;198804
598141;0;190116
598142;2e+05;233360
598143;4e+05;118000
598144;0;122653
598145;0;74000
598146;0;153796
598147;0;95000
598148;0;123000
598149;0;80000
598150;0;46000
598151;0;42293
598152;0;107321
598153;0;8700
598154;0;218000
598155;0;108904
598156;0;0
598157;0;232000
598158;0;104450
598159;0;175000
598160;0;247000
598161;0;562300
598162;7e+05;127500
598164;1300000;182000
598165;0;0
598166;130000;13000
598167;150000;80000
598168;0;133000
598170;0;180450
598171;0;0
598172;0;0
598173;0;78065
598174;0;45500
598175;0;0
598176;1e+05;48000
598218;6e+05;302000
598219;0;0
598220;3e+06;294700
598221;5e+05;186820
598222;0;0
598223;4e+05;224700
598224;1200000;174400
598225;0;26000
598226;0;0
598227;0;54000
598228;0;151000
598229;0;159000
598230;4e+06;257890
598231;8e+05;267000
598232;3e+05;32000
598233;0;232100
598234;1e+06;46000
598235;0;0
598236;0;4000
598237;0;0
598238;0;553000
598251;0;78538
598252;70000;0
598253;1e+05;93002
598254;0;170281
598255;0;63145
598256;0;95820
598257;0;0
598258;0;182000
598259;0;83351
598260;3e+05;98000
598261;0;140000
598262;0;16000
598263;0;147000
598264;0;81850
598265;0;52000
598266;0;226000
598267;0;0
598268;0;0
598269;0;117040
598270;0;25000
598271;0;35000
598272;0;101010
598273;0;20000
598274;0;32876
598275;0;0
598276;2e+05;22950
598277;3500000;55000
598291;0;139000
598292;0;86900
598294;0;216121
598295;0;0
598296;1e+05;84900
598297;0;140000
598298;0;71834
598300;0;187470
598302;0;235000
598303;0;170086
598304;0;162303
598306;0;156000
598309;0;59660
598313;0;34924
598314;0;20350
598318;0;0
598319;0;175000
598325;0;299597
598326;0;74215
598331;0;196200
598332;6e+05;238026
598333;0;90889
598334;0;0
598335;0;75000
598336;0;480119
598338;0;262194
598339;0;340000
598341;8e+05;450567
598342;0;324350
598343;0;395450
598344;0;425000
598345;0;371000
598346;0;97715
598347;2e+05;193200
598349;4e+05;79000
598350;0;0
598351;0;191350
598352;0;138859
598355;2e+05;219900
598356;0;0
598357;0;0
598358;0;144000
598359;250000;97029
598360;250000;28433
598361;2e+05;88000
598362;0;53000
598363;0;76000
598364;0;60000
598365;0;0
598366;1500000;0
598367;3e+05;221000
598368;0;26000
598369;0;112000
598370;0;125000
598371;0;143000
598372;0;54000
598373;0;121000
598374;2e+05;137000
598375;1e+05;262114
598376;2e+06;494500
598377;2300000;249000
598378;0;73663
598379;0;23000
598380;280000;26000
598381;6500000;167880
598397;0;51885
598398;0;52200
598399;0;30800
598400;1e+05;35200
598401;0;44500
598403;0;91620
598404;0;83877
598405;0;0
598408;280000;87000
598409;0;82410
598410;0;131730
598411;0;267236
598412;99;245000
598413;1e+05;0
598414;0;38445
598416;0;34200
598417;0;41600
598418;0;39500
598419;0;16200
598420;0;33200
598421;5e+05;356000
598422;3e+05;16200
598423;2e+05;0
598424;6e+05;79210
598425;0;62800
598426;0;71800
598427;0;305100
598428;0;158000
598429;560000;156000
598439;0;140780
598440;0;277285
598441;0;0
598442;0;123170
598443;0;243000
598444;0;138600
598445;0;41800
598446;0;49000
598447;2e+05;0
598459;3e+05;295000
598464;0;139000
598470;0;261000
598472;2e+06;96200
598473;0;41200
598474;0;72600
598475;1e+05;41200
598476;0;55000
598477;0;84909
598478;0;67553
598480;0;39648.1111111111
598481;0;122423
598482;0;0
598484;0;358925
598486;70000;32850
598487;0;90075
598488;0;463362
598489;0;105000
598490;0;163230
598492;0;328000
598493;0;117000
598494;0;65000
598495;0;142000
598497;0;58000
598498;0;34000
598499;350000;194665
598501;0;63867
598502;0;400450
598503;0;165800
598504;0;20000
598506;4e+05;177000
598507;0;160000
598509;0;3000
598511;0;68900
598513;0;61000
598520;0;220000
598521;2e+05;0
599394;0;173000
599496;0;230238
599497;0;249332
599499;0;185300
599711;0;88906
599725;0;315769
599738;0;46433
599783;0;306766
599784;0;152689
599785;3200000;148144
599803;350000;310075
599804;0;362429
600201;0;210000
600205;1e+05;268500
600207;5e+05;183000
600236;0;80000
600237;0;55000
600240;0;344986
600241;0;281604
600281;0;49095
600283;0;138000
600341;0;58000
600362;0;204000
600380;4e+05;105000
600382;150000;0
600383;0;396665
600402;0;95000
600405;0;165000
600412;0;54482
600415;0;67243
600416;0;39639
600417;0;100216
600418;0;38667
600419;0;235331
600420;0;250463
600421;0;0
600422;0;62059
600423;0;166493
600424;0;105000
600425;0;65000
600654;59000;200640
600655;99;349000
600656;2e+06;280000
600658;0;349000
600659;1.2e+07;282000
600660;0;0
600661;0;264939
600662;0;239000
600663;0;67500
600664;98000;215840
600665;0;248000
600667;0;124000
600668;0;140500
600669;0;127000
600670;5e+05;115750
600671;0;265000
600672;0;44000
600675;0;229634
600676;350000;107467.5
600677;0;121000
600678;2e+05;18000
600679;0;81000
600680;0;48500
600681;0;162500
600682;1200000;317160
600683;6500000;199774
600684;2100000;252500
600685;0;255500
600686;0;186500
600687;0;109500
600688;0;539000
600689;1e+06;140000
600690;0;148000
600691;1e+06;192000
600692;0;286000
600693;0;0
600694;0;0
600695;0;0
600696;0;0
600697;5e+05;55000
600698;3e+05;50500
600699;0;75000
600700;2e+05;55000
600701;0;49000
600702;0;147500
600704;0;136500
600705;160000;335000
600706;0;69000
600707;6e+05;15000
600708;0;0
600709;0;0
600710;0;86000
600711;0;107500
600712;3e+05;164518
600770;0;236730
600846;0;196712
600850;2e+05;194627
600919;0;296000
600920;5e+05;308000
600921;1500000;580000
600922;2e+06;302000
600923;4e+06;496000
600924;4e+05;223000
600925;0;0
600926;0;50000
600927;0;0
600928;4e+05;174000
600930;0;160000
600931;0;191000
600932;1e+06;220000
600933;0;180500
600934;4e+05;80000
600935;0;36000
600936;450000;191666.666666667
600937;0;30000
600938;0;80458
600939;2e+05;174500
600940;7e+05;242000
600941;0;252600
600942;0;180105
600943;0;134000
600944;0;107700
600945;3e+05;105000
600946;1e+06;192500
600947;0;279500
600948;2e+05;125600
600949;0;105500
600950;2e+05;37250
600951;0;261000
600952;0;0
600953;0;0
600954;0;0
600955;0;152000
600956;250000;155000
600957;1800000;55000
600958;0;86000
600959;3e+05;209500
600960;8e+05;142000
600961;0;105000
600962;0;45000
600963;350000;40000
600964;0;72000
600965;370000;122500
600966;0;69000
600967;6e+05;93900
600968;0;28000
600977;0;254900
600982;0;203000
600999;0;330249
601000;0;98000
601001;3e+05;163500
601002;1e+05;334000
601003;3e+05;117500
601004;0;297500
601005;0;295000
601006;0;181000
601007;0;0
601008;0;77990
601009;0;189000
601010;0;177186
601011;0;96000
601012;1e+05;154022
601013;50000;264500
601014;8e+05;385000
601015;0;0
601016;0;289000
601017;6e+06;255078
601018;0;20000
601019;0;207000
601020;0;145000
601021;0;0
601022;0;237000
601023;0;0
601024;0;0
601025;70000;0
601026;1e+05;36000
601027;0;88000
601028;0;123753
601029;0;45000
601044;0;0
601045;1e+05;105000
601046;0;71000
601047;850000;303056
601048;4e+05;164500
601049;0;107500
601050;0;74200
601051;5e+05;76000
601052;0;140000
601053;5e+05;76716.5
601054;0;90000
601055;1200000;352000
601056;0;245000
601057;3e+05;160500
601058;2e+05;67000
601059;250000;0
601060;250000;215320
601061;0;182915.5
601062;4e+05;175688.5
601065;350000;130500
601066;150000;67000
601067;0;110500
601068;0;79730.5
601069;0;35750
601070;2e+05;10000
601071;8e+05;30000
601072;0;73000
601073;0;338000
601074;0;384000
601075;0;325500
601076;0;82000
601077;0;33000
601079;1e+06;81000
601080;0;133000
601082;0;57500
601083;530000;155000
601084;2e+05;217000
601085;0;305000
601086;0;420000
601087;1e+06;435000
601088;0;0
601089;2e+05;216000
601090;1200000;143000
601091;0;114578
601092;0;139500
601093;0;79500
601094;0;200681.5
601095;0;129500
601096;0;12000
601097;5e+05;179000
601212;0;418000
602302;0;219890
602303;0;164000
602304;0;144540
602306;8e+05;240050
602313;0;124780
602315;0;94500
602317;0;213000
602334;3e+05;280800
602372;0;95000
603073;1200000;239600
603074;1200000;102950
604481;60000;107800
604482;0;72000
604483;2e+05;69000
604484;8e+05;67300
604485;0;43650
604486;0;45000
604487;1e+05;141000
604488;0;90000
604489;150000;74800
604490;0;51000
604538;0;70000
604840;0;281765
605022;8e+05;0
605025;150000;112000
605037;0;116000
605038;0;164310
605039;3e+05;48000
605040;0;145000
605041;0;114300
605043;0;31000
605044;0;44971
605046;0;28000
605047;2e+05;116000
605048;50000;162900
605049;0;30900
605051;50000;0
605052;0;615000
605053;99;416000
605054;0;278000
605057;0;0
605058;0;0
605060;0;640000
605061;0;310000
605062;0;840000
605063;3e+05;570000
605064;1e+05;294000
605065;1e+07;1467000
605066;0;320000
605068;2e+06;305000
605069;5e+06;530000
605072;0;0
605074;0;0
605075;0;0
605079;0;62324
605080;0;59400
605083;1e+05;40000
605085;1e+06;47000
605087;0;21000
605089;0;0
605090;85000;0
605091;0;0
605092;0;40000
605093;0;26500
605094;75000;40000
605095;0;53000
605096;0;25000
605098;0;137000
605099;0;126200
605104;0;68000
605105;0;30247
605107;0;100322
605108;0;86000
605109;0;42000
605110;3e+05;379856
605111;0;129000
605112;0;1e+05
605114;0;125083
605115;0;0
605116;0;20000
605117;0;20000
605118;0;0
605119;0;0
605120;0;276384
605121;0;0
605122;0;0
605123;0;55000
605124;0;0
605125;0;79666
605126;0;87000
605127;0;32916.6666666667
605128;0;190000
605145;0;23333.3333333333
606045;0;0
606047;4e+05;0
606048;150000;0
606049;2e+05;0
606050;0;0
606051;0;0
606053;0;0
606054;6e+05;0
606057;70000;0
606058;0;0
606059;80000;0
606060;50000;0
606061;0;0
606062;0;0
606063;0;0
606064;0;0
606065;0;0
606066;0;0
606067;0;0
606068;150000;0
606069;0;0
606070;0;0
606071;0;0
606072;0;0
606073;0;0
606074;0;0
606075;0;0
606076;0;0
606078;140000;239750
606079;0;160000
606080;0;30000
606081;0;130321
606082;0;307000
606083;0;78000
606084;0;178097
606086;0;180518
606087;0;414470
606088;0;21489
606089;0;76370
606090;0;240563
606093;0;110000
606094;0;24000
606095;0;90879
606096;0;107285
606097;0;142027
606098;250000;119100
606099;0;90975
606100;0;103700
606101;0;145000
606102;0;138000
606103;0;70500
606104;0;65000
606105;0;61550
606106;0;126500
606107;0;198200
606108;0;213555
606109;0;157109
606110;0;298504
606111;0;396800
606112;0;369800
606113;0;138103
606114;1e+05;180000
606115;0;602379
606116;0;0
606117;5e+05;123699.5
606118;0;244103
606119;0;96540
606120;0;137358
606121;0;150322
606122;0;195203
606123;0;207968
606124;0;49758
606125;0;82300
606126;0;0
606127;0;51600
606128;0;125993
606129;0;153000
606130;0;55587
606131;0;26413
606132;0;80656
606133;0;102000
606134;0;53000
606135;0;49170
606136;250000;90699
606137;0;147250
606139;0;201331
606222;5e+05;315000
606340;0;111000
606596;150000;117000
606597;0;460000
607020;0;179486
607023;0;93110
607033;0;141751
607052;0;151000
607061;0;291000
607072;5e+05;313000
607102;0;268578
607103;0;271489
607105;2e+05;295000
607110;0;268000
607113;2800000;304659
607295;0;153222
607296;0;104000
607298;0;168000
607299;0;124000
608393;0;313425.5
608394;450000;235000
608701;3e+06;167159
608703;0;158000
608704;0;28000
609168;0;184000
609251;2e+05;111000
609253;0;70000
609254;0;99110
609452;0;69903
609516;0;204204
609737;0;467000
609838;0;0
609840;0;90000
609841;0;0
609842;0;65000
609843;3e+05;65000
609844;0;85300
609845;0;160000
609846;0;120000
609856;0;44500
609857;80000;0
609858;0;26850
609859;0;0
609860;0;0
609862;3e+06;0
609863;0;0
609864;0;15000
609865;0;15000
609866;1e+06;210500
609867;150000;47900
609868;1e+05;36741
609869;0;126991
609870;0;133000
609871;0;102000
609875;0;0
609876;0;22500
609878;0;30870
609879;0;12083.3333333333
609880;0;18333.3333333333
609881;0;23000
609883;0;0
609884;0;0
609885;0;0
609887;0;58787
609888;0;108000
609889;0;64900
609890;0;250000
609898;0;170000
609899;0;73822
609900;0;175870
609901;50000;188000
609902;0;20971
609903;0;255800
609905;2e+06;323000
609906;99;211380
609907;0;106401
609908;0;84179.5
609909;70000;119556
609910;0;45500
