"DIRECTORIO";"Viajes";"Servicios"
167173;0;409370
167175;0;291000
167179;0;57000
167182;0;159675
167192;0;103800
167193;0;100210
167194;0;122000
167202;120000;46000
167203;3500000;547753
167206;0;546277
167207;0;276000
167208;50000;125152
167209;1e+05;27230
167210;2e+06;68179
167211;0;95660
167212;0;134879
167214;0;187382
167215;0;72405
167216;0;148095
167218;0;119958
167219;0;319446
167246;80000;0
167247;0;244290
167248;0;50500
167249;0;140536
167250;0;90000
167252;6e+05;140912
167253;0;60000
167254;3e+05;151621
167255;0;12000
167256;0;206564
167257;50000;102812
167258;50000;49067
167259;0;4000
167260;0;208564
167261;0;0
167262;450000;258024
167263;0;0
167264;0;0
167265;0;190000
167267;350000;0
167269;4e+06;129000
167271;0;25000
167272;0;289000
167273;0;221000
167274;0;35000
167275;0;291000
167276;0;93000
167277;0;107500
167278;0;52000
167279;0;71407
167282;0;90000
167283;0;129500
167284;0;185470
167285;0;0
167319;0;189000
167322;0;33000
167323;8e+06;236000
167324;0;37000
167325;0;23000
167326;0;45000
167333;0;59177
167336;0;49831
167342;0;78700
167344;0;90500
167347;2e+05;185824
167348;0;827105
167349;0;420000
167352;0;0
167353;0;0
167354;1500000;118701.5
167355;0;108750
167356;0;0
167358;0;101000
167359;0;72000
167360;0;35000
167370;0;333197
167371;0;84500
167372;0;139514
167376;0;182695
167377;3e+05;156521
167378;0;102472
167379;0;14000
167380;230000;52709
167386;0;57990
167387;0;134924
167389;0;72498
167390;0;165774
167391;0;120530
167392;0;130175
167395;0;200100
167397;0;144900
167398;3e+05;355443
167399;0;297116
167402;0;385000
167403;0;0
167404;0;97000
167405;0;50000
167411;0;165000
167413;0;234000
169736;0;9450
169737;0;11566.6666666667
169738;0;16180
169740;0;0
169778;0;6436.66666666667
170526;0;0
170527;0;0
170532;0;0
170645;0;278189
171256;0;30000
171257;0;42500
171259;0;48000
171260;0;30000
171261;0;17000
171262;0;0
171263;0;0
171265;0;40500
171266;0;8000
171267;140000;0
171268;0;6000
171270;0;1e+05
171321;0;727800
171459;6e+05;147098
171679;0;123000
171680;0;0
171682;0;5788
171683;0;0
171684;0;0
171685;0;1e+05
171686;0;0
171687;0;0
171688;0;1e+05
171689;0;1e+05
171690;0;0
171745;0;58000
171751;0;285700
171753;0;504331
171754;0;0
171755;0;173793
171757;4e+05;196541
171759;0;10673
171761;0;81679
171763;1200000;150436
171764;0;216680
171765;0;657000
171766;0;221881
171767;0;296036
171768;0;352745
171770;0;300084
171771;0;151286
171772;0;223420
171774;0;293004
171775;0;146281
171777;3e+05;110000
171778;0;34000
171779;0;22000
171784;0;117000
171785;0;120000
171786;0;81700
171818;0;119000
171832;0;0
171834;0;151000
171835;1e+07;43000
171837;0;105000
171839;1e+07;227000
171840;5e+05;26000
171841;0;39296.6666666667
171842;0;4576.66666666667
171843;0;11666.6666666667
171845;8e+05;15000
171851;0;12340
171853;0;16000
171854;0;13666.6666666667
171856;0;25433.3333333333
172168;0;237108
172169;0;279908
172553;0;63726
172555;0;105000
172557;99;59000
172559;0;68000
172560;0;77000
172562;0;82450
172563;0;66905
172564;0;123088
172566;0;60510
172567;0;250287
172578;0;305000
172582;0;248500
172584;0;272201
172585;0;72900
172586;2e+05;175632
172587;0;86080
172588;0;90830
172590;1e+06;106500
172591;0;103400
172596;0;71500
172600;0;223329
172602;0;139900
172609;0;68000
172610;0;10000
172613;0;164000
172614;1e+07;240000
172616;0;56654
172617;0;229434.5
172619;0;12435
172622;0;70000
172642;0;195000
172643;1500000;285000
172644;0;245000
172645;0;126000
172646;1e+05;66117
172647;5e+05;60500
172659;0;440000
172708;0;101400
172813;0;162415
172815;0;222000
172827;0;67100
172828;0;149510
172829;0;82971
172830;0;0
172831;0;67035
172832;150000;117681
172925;0;0
172926;1e+05;191289
172927;2e+05;20000
172928;1e+05;0
172929;120000;85734
172930;0;0
172931;0;135035
172940;0;137217
172948;0;427000
172949;0;193971
172950;5e+06;198445
173129;0;151650
173297;0;181175
173511;0;213000
173513;1e+05;210480
173515;0;188938
173516;0;220717
173517;1200000;365500
173518;60000;202000
173519;0;128570
173520;0;115733
173522;0;217055
173636;0;0
173637;4200000;242260
173641;0;222112
173642;0;176622
173643;0;169356
173644;0;161557
173678;0;0
173679;0;0
173680;0;0
173681;0;0
173682;1e+05;0
173683;2e+05;0
173684;1e+05;0
173685;0;0
173701;0;0
173702;0;0
173703;0;0
173704;0;0
173809;0;17000
173832;0;60000
173839;0;128361
174029;0;108000
174030;0;63000
174031;0;67000
174033;0;67000
174034;0;81000
174035;0;44800
174036;0;77000
174037;0;121000
174039;0;63726
174040;4e+05;49050
174041;0;28961
174042;3e+06;243500
174043;0;67400
174044;0;67965
174046;0;82000
174047;0;118000
174048;0;68079
174050;0;135000
174073;0;192000
174074;0;140700
174075;9e+05;140000
174076;0;74000
174077;0;145850
174078;0;91290
174079;0;355000
174080;150000;176600
174081;0;0
174082;0;95582
174083;0;183000
174084;0;167110
174089;0;180607
174092;0;204000
174105;3e+05;410600
174124;0;188914
174125;0;217875
174128;0;165000
174136;0;50507
174144;4500000;137811
174154;0;123518
174180;0;208000
174183;0;49984
174189;0;474955
174308;1200000;328000
174346;0;179000
174351;0;0
174352;0;74200
174353;1e+06;182000
174378;0;50597
174384;0;143312
174552;0;1e+05
174554;0;248500
174556;0;165420
174557;0;109000
174558;0;84800
174559;0;100421
174561;0;116000
174563;0;156270
174564;0;241361
174566;66000;143000
174567;0;536.082474226804
174568;0;156519
174569;0;177900
174570;240000;167370
174571;0;123937
174573;7e+05;175117
174574;0;322000
174575;0;225630
174576;0;184331
174577;0;408640
174578;180000;230773
174579;130000;272685
174580;0;102197
174581;0;63948
174582;0;115800
174625;0;179709
174637;250000;83434
174638;0;25086
174639;0;119035
174640;0;241353
174641;0;241111.5
174642;0;121859
174644;0;210000
174645;0;127730
174654;0;0
174666;0;0
174667;50000;0
174668;0;0
174742;0;225000
174743;0;97000
174744;0;181000
174745;0;179058
174785;0;152402
174786;0;32200
174787;0;0
174790;6e+05;119000
174791;180000;8000
174792;0;0
174794;0;0
174795;0;16500
174796;0;133700
174803;0;227000
174804;0;193416
174805;0;65000
174806;3e+05;138000
174807;0;322000
174818;0;0
174819;0;169258
174820;0;203154
174821;3e+05;248613
174822;50000;159000
174823;0;95000
174836;0;259000
174864;0;142034
174867;1200000;70000
174868;0;855000
174874;0;119218
174896;1e+06;450000
174903;0;240000
174905;4e+05;133000
174906;0;262100
174908;0;255140
174910;0;0
174911;0;135417
174912;0;210000
174913;0;175306
174914;0;276810
174935;0;137000
174936;0;0
174937;1e+05;96400
174938;0;144418
174939;0;182000
174952;0;75000
174953;0;108000
174954;0;150972
174955;0;145379
174956;0;107000
174957;0;145796
174958;0;130000
174961;1e+06;20000
174963;0;176000
174964;0;0
174965;0;771000
174966;0;0
175047;0;100400
175048;0;185600
175050;0;110550
175051;0;168300
175052;0;1e+05
175053;250000;198900
175054;0;54000
175056;0;206762
175057;0;352487
175058;2e+06;234681
175059;0;177961.5
175060;0;80298
175061;0;104193
175062;0;120339
175064;0;194973
175065;0;123312
175066;0;0
175067;0;92893
175068;564000;275025
175069;0;382914
175070;0;60000
175071;0;268162
175072;0;185041
175073;0;70950
175075;0;0
175077;0;0
175078;0;107642
175088;0;99187
175089;350000;124789
175090;0;111828
175091;0;25000
175093;0;94247
175094;0;0
175095;0;126786
175096;0;157653
175097;0;57000
175098;5e+05;88000
175099;0;70730
175100;0;36000
175101;0;142287
175136;0;26333.3333333333
175137;0;1270
175138;0;55640
175158;0;0
175160;0;208089
175162;0;110000
175171;0;140493
175172;0;175830
175173;0;166231
175175;170000;29600
175176;0;42000
175177;4e+05;17500
175178;0;20000
175179;2e+05;13500
175180;0;16000
175181;0;40000
175182;0;43000
175183;0;17000
175184;0;25000
175185;0;43500
175186;0;15000
175187;0;10000
175188;0;20000
175189;0;208500
175190;1800000;759600
175191;0;120000
175192;0;145000
175193;0;130300
175194;7e+05;63894
175195;0;79600
175196;0;87000
175201;0;197200
175204;120000;55295
175207;8e+05;579853
175208;0;220000
175209;0;230030
175212;2e+06;301000
175214;0;202277
175216;0;217307
175218;0;191209
175219;0;0
175220;1500000;160000
175221;0;0
175222;1e+05;45000
175225;0;1e+05
175237;0;108500
175238;0;206570
175239;0;70000
175242;0;110000
175243;0;225800
175244;0;84329
175245;0;67000
175246;0;179155
175247;0;88414
175248;0;186000
175249;0;36000
175250;0;53136
175252;0;69838
175253;0;45000
175254;0;40295
175256;0;64414
175258;0;0
175259;0;0
175260;0;0
175261;0;0
175262;0;0
175263;0;0
175265;0;17666.6666666667
175268;0;0
175269;0;92000
175270;0;36000
175271;0;86602
175272;0;286000
175275;0;160385
175281;0;155400
175282;0;142000
175283;0;132351
175284;0;45000
175291;0;0
175292;0;199612
175293;0;360600
175295;0;94227
175296;0;147269
175300;90000;4400
175301;0;0
175302;0;0
175303;0;232948
175304;0;146000
175306;0;44041
175308;0;5000
175310;0;60400
175311;0;67951
175314;0;0
175315;0;0
175325;0;78950
175327;0;249600
175329;0;201688
175331;0;169000
175332;0;27000
175333;0;126062
175335;0;0
175338;5e+05;110000
175343;0;0
175345;0;0
175346;0;0
175347;0;0
175348;50000;0
175349;0;0
175350;0;0
175355;0;35276.6666666667
175359;0;351546
175360;0;147000
175362;0;0
175363;90000;0
175364;0;0
175365;1e+05;0
175366;50000;0
175367;0;0
175368;0;0
175370;0;158550
175371;0;73740
175372;0;291621.5
175373;0;101811
175374;0;83967
175376;150000;63303
175378;0;93168
175379;0;80290
175380;3e+05;109790
175382;0;165000
175383;0;105000
175384;2e+06;270000
175385;0;35120
175389;0;65675
175394;0;0
175395;0;0
175396;0;8000
175397;0;356000
175398;0;151033
175399;0;11096.6666666667
175402;4e+05;25666.6666666667
175403;0;17333.3333333333
175404;0;13556.6666666667
175411;50000;110018
175412;4e+05;256718
175414;0;0
175415;0;0
175416;0;20666.6666666667
175417;0;2333.33333333333
175419;0;14000
175573;0;165960
175574;0;0
175575;0;58486
175576;0;80000
175577;2e+05;311054
175578;0;61000
175579;0;0
175580;0;207000
175588;0;51750
175597;2e+05;382367
175598;120000;109554
175599;0;168834
175600;0;207230
175601;0;201000
175602;0;532010
175603;0;0
175605;0;259593
175606;0;73700
175607;0;121617
175608;0;123000
175609;0;158000
175610;0;102000
175611;0;27000
175612;0;301000
175690;0;31702
175919;5e+05;240000
176031;0;134000
176097;0;162000
176114;0;129000
176115;0;240572
176119;0;0
176121;0;118957
177965;0;63850
178521;0;25000
178908;0;322920
178934;0;288760
178995;0;41250
178996;360000;127974
178997;0;41213
178998;90000;0
179001;0;58000
179003;0;100065
179004;0;58000
179006;0;38794
179008;5e+05;89927
179010;0;71653.5
179021;0;241000
179023;0;55801
179024;0;123232
179025;0;42781
179026;50000;25800
179027;150000;47545
179028;130000;10000
179029;0;113424
179030;0;402000
179031;0;36615
179032;0;132140
179033;0;69435
179034;0;78000
179036;0;19016
179037;0;75564
179038;0;34313
179048;320000;87612
179049;0;145230
179051;0;61991
179052;0;99424
179053;0;117850
179054;0;44143.3333333333
179057;0;18000
179058;2e+05;18333.3333333333
179059;0;10000
179062;2e+05;16666.6666666667
179064;0;12000
179065;0;8333.33333333333
179181;0;0
179182;60000;0
179183;0;0
179184;0;0
179185;0;0
179186;0;0
179187;0;0
179188;0;0
179189;0;0
179190;0;0
179191;120000;0
179192;0;0
179193;0;0
179194;0;0
179195;0;0
179196;0;0
182058;0;362140
182144;0;0
182145;0;0
182146;0;40000
182156;0;0
182159;0;3600
182162;0;5000
182163;0;13176.6666666667
182991;0;679000
183019;0;0
183022;0;0
183023;180000;0
183025;0;0
183026;0;0
183029;0;0
183030;60000;50000
183031;0;50000
183032;0;0
183033;0;0
183034;1e+05;0
183035;0;0
183036;0;0
183037;0;0
183038;0;0
183039;0;0
183040;0;0
183041;0;0
183042;0;0
183043;0;0
183044;0;0
183045;0;0
183046;0;0
183051;0;0
183052;0;135843
183053;50000;0
183054;0;0
183055;0;0
183057;1e+05;0
183058;0;178320
183059;250000;246845
183060;0;343590
183061;0;384400
183062;0;403000
183063;0;226544
183064;0;270230
183065;0;168129
183066;0;11257
183067;0;46410
183068;0;179475
183069;0;103531
183074;0;214714
183075;0;136839
183076;2500000;231921
183077;2500000;216175
183078;0;208900
183079;0;175926
183080;0;63056
183081;90000;130802
183082;0;215095
183084;0;193598
183085;2500000;242976
183086;2e+05;264000
183087;0;342123.711340206
183088;0;310000
183089;5e+05;0
183093;0;295000
183094;0;299000
183095;0;260494
183096;0;347000
183099;0;197000
183101;0;308476
183102;0;249365
183104;2e+06;226064
183105;0;359538
183106;0;362494
183110;0;310747
183111;0;487085
183112;0;198697
183113;0;247439
183115;2e+05;222469
183116;6e+05;283364
183117;2e+05;187293
183119;1200000;270422
183121;0;43600
183122;7e+05;238353
183123;0;0
183124;0;0
183125;0;0
183126;0;56000
183127;1.2e+07;164300
183128;0;68000
183129;1200000;30000
183130;0;1e+05
183131;450000;45000
183132;5e+05;31900
183133;0;52000
183134;0;55000
183135;0;160000
183136;0;62750
183137;0;53382
183138;0;40550
183139;0;122500
183140;99;249000
183142;1e+06;103000
183144;180000;232000
183145;1800000;116000
183146;0;273263
183147;0;299000
183148;0;88533
183149;56000;249350
183150;1e+06;130526
183151;0;288022
183152;0;215108
183155;0;254134
183156;0;103934
183157;3e+05;182738
183159;0;129431
183161;0;41833.3333333333
183165;0;38228.3333333333
183167;0;6033.33333333333
183168;0;42800
183169;0;19062
183170;0;15966.6666666667
183174;0;39000
183175;0;20916.6666666667
183176;0;90000
183177;0;39000
183178;98;40000
183179;0;31800
183180;7e+05;26000
183181;50000;64429
183186;5e+05;177900
183189;0;96000
183190;0;161762
183191;0;57879
183192;0;98000
183193;0;126173.5
183194;0;131686
183195;0;131810
183196;0;77428
183197;0;184610
183198;0;165434
183199;0;68433
183209;2e+05;305000
183210;0;266631
183211;4e+06;151494
183212;0;233654
183213;0;212935
183214;0;228063
185239;0;25500
185240;0;0
185244;0;26000
185247;0;80000
185248;0;38000
185919;0;0
185955;0;0
185981;0;12340
185982;7e+05;75200
185983;0;37700
185999;0;230990
186016;2e+05;50000
186017;0;367206
186018;0;62483
186019;0;59700
186020;50000;49855
186021;0;28944
186022;1200000;61450
186023;2500000;0
186024;0;18302
186025;0;24219
186026;0;14908
186027;0;14000
186028;4e+05;19450
186029;50000;57550
186030;0;0
186031;0;10000
186032;0;0
186033;0;20000
186034;0;0
186035;0;143000
186036;0;130000
186037;0;49000
186038;0;40000
186039;0;89146
186040;5e+05;188980
186042;0;40000
186043;80000;53105
186044;0;70777
186045;5e+05;275510
186046;0;0
186047;0;199613
186048;0;0
186049;0;185119
186050;4e+06;301478
186051;0;210819
186052;0;209823
186053;0;202242
186054;0;307551
186055;0;393896
186056;0;168664
186057;3e+05;205553
186058;1500000;312000
186060;5e+06;121252
186061;0;325884
186062;250000;209917
186063;1e+05;495619
186064;7e+05;378162
186065;2e+06;319000
186066;0;316107
186067;0;477958
186068;0;585535
186069;0;490646
186071;0;0
186072;4e+05;388974
186073;6e+05;440527
186074;0;393899
186075;8e+05;390547
186076;0;279000
186077;1.5e+07;630000
186078;0;412000
186079;0;282000
186081;0;1e+05
186083;0;64679
186084;99;179153
186085;0;195502
186086;0;276344
186087;580000;107695
186088;2e+06;133870
186089;0;93504
186090;0;64357
186091;0;202149
186092;0;102208
186093;0;139323
186094;0;70000
186095;0;0
186096;0;118700
186097;0;199138
186098;0;539123
186099;6e+05;115489
186100;1.5e+07;729790
186101;0;396941
186103;0;39572
186105;2800000;518651
186106;0;131800
186107;150000;503738
186109;0;289244
186110;0;156492
186111;0;0
186113;680000;452156
186114;0;476700
186115;0;893067
186116;0;784280
186117;0;559750
186119;0;325411
186120;0;760834
186121;0;395000
186122;0;218000
186123;0;516000
186124;0;275000
186125;0;346000
186126;0;352000
186127;0;285000
186129;0;0
186131;0;310739
186132;0;208733
186134;0;423600
186135;0;192402
186136;0;296790
186137;0;374624
186138;0;309272
186139;0;355350.5
186140;0;96039
186141;0;104396
186142;0;104396
186143;0;161710
186145;0;0
186146;0;10000
186147;0;68660
186148;0;49000
186151;0;32000
186152;0;143000
186154;0;126359
186155;0;69930
186156;0;69262
186157;0;84045
186158;0;0
186159;0;55000
186160;0;15000
186161;0;0
186162;0;0
186163;0;0
186164;0;0
186165;0;12670
186166;0;0
186167;0;376200
186169;0;335000
186170;0;335900
186171;0;366510
186172;0;244600
186174;0;346257
186175;0;409000
186176;0;131220
186177;0;321281
186178;0;357887
186179;0;167480
186180;0;240200
186181;0;145000
186182;0;36206.1855670103
186183;0;55000
186184;0;56000
186185;0;171600
186186;0;45000
186187;0;60056
186188;0;0
186189;0;142627
186191;0;141581.583333333
186192;0;108393
186194;0;305294
186195;0;281691
186196;0;135214
186197;0;178681
186198;0;145672
186200;0;363200
186201;0;90800
186202;5e+05;77232
186203;0;103890
186204;3e+05;55000
186205;1e+05;0
186206;0;38286
186207;350000;42506
186208;0;43000
186209;0;42092
186210;0;388608
186212;0;230000
186213;0;126000
186214;0;316000
186215;0;100800
186216;0;221700
186217;0;114000
186218;0;15000
186219;0;180000
186220;0;184000
186221;0;193068
186223;0;381051
186224;0;178000
186225;0;315000
186226;0;148477
186227;0;108000
186228;0;199443
186229;0;369000
186230;0;155000
186232;0;160070
186234;0;219070
186235;0;109000
186236;0;326070
186237;0;279000
186238;0;192000
186239;0;269989
186240;0;433000
186241;0;277756
186242;6e+06;459000
186243;0;504950
186244;50000;226490
186245;0;294502
186246;0;511265
186248;0;242097
186249;3e+05;200646
186250;150000;173000
186253;4e+05;150000
186254;2800000;145000
186255;0;560000
186256;0;185000
186257;0;206700
186258;0;110834
186261;0;39809
186262;0;203595
186263;0;109200
186264;0;0
186265;0;90000
186266;0;185532
186267;0;120000
186268;0;186840
186269;0;10000
186270;0;170552
186271;0;411685
186273;0;229000
186274;1100000;278794
186275;0;132280
186276;3e+06;215205
186277;0;187000
186278;0;228000
186279;0;168000
186280;0;147000
186281;0;163000
186282;0;221000
186283;0;288000
186284;0;338000
186285;0;70757
186286;0;168000
186287;0;197005
186288;0;240111.5
186291;0;0
186292;2e+06;154054
186293;0;370894.5
186294;0;125754
186295;0;0
186296;7e+05;0
186297;0;185336
186298;0;0
186299;650000;0
186300;0;0
186301;0;0
186303;0;322875
186306;0;343876
186307;5e+05;223089
186308;0;307000
186309;0;323559
186310;1200000;351804
186311;0;438129
186312;0;255000
186313;0;197000
186314;0;0
186315;0;158000
186316;0;365186
186317;0;213000
186318;0;122000
186319;5e+05;153000
186320;0;0
186321;0;200659
186322;0;143480
186323;0;0
186324;0;533732
186326;120000;273842
186327;0;300087
186328;99;0
186329;2e+05;51883
186330;98;335401
186331;0;373466
186332;0;246432
186335;0;126900
186337;0;307500
186338;0;0
186339;0;461607
186340;98;319432
186341;0;268610
186342;0;207830
186343;60000;145240
186344;0;246031
186345;50000;341495
186346;2e+06;272241
186349;0;336631
186351;0;413372
186352;0;201827
186353;2e+05;293000
186354;5e+05;326000
186355;0;149300
186356;0;149675
186357;2e+05;301360
186358;0;283000
186360;1e+05;0
186361;1e+05;395000
186362;0;98000
186363;0;157000
186365;0;234145
186366;0;0
186367;0;198153
186368;0;157990
186369;0;292117
186370;0;124000
186371;0;155000
186372;0;61600
186374;0;269338
186375;110000;165154
186376;4e+05;1e+05
186377;0;240000
186378;6e+05;229200
186379;0;302500
186380;0;272900
186382;0;179000
186383;0;221742
186384;0;63651
186385;0;270932
186386;0;324791
186387;0;327897
186389;0;113000
186390;0;235182
186391;0;178700
186392;50000;159674
186393;0;368435
186394;4e+05;243085
186395;0;263049
186396;50000;0
186397;0;35000
186398;0;61865
186399;0;78730
186400;0;196865
186401;0;138365
186402;0;0
186403;0;60000
186404;0;167000
186405;0;174000
186407;350000;144000
186408;0;127000
186409;0;293380
186410;0;600
186411;0;116580
186413;0;69500
186414;0;147300
186415;0;71898
186416;0;54367
186417;0;86201
186418;0;90000
186419;0;118000
186420;0;65600
186421;0;89000
186422;0;163105
186424;0;43000
186425;0;210000
186426;0;225000
186427;0;160000
186428;0;348500
186429;150000;169442
186430;0;332000
186432;5e+05;430000
186434;0;58000
186435;0;65000
186436;140000;119000
186438;80000;65000
186439;0;116000
186440;0;125000
186441;0;41955
186442;0;143000
186443;0;76000
186444;0;115728
186445;0;70441
186446;0;163123
186447;0;0
186448;0;87875
186449;0;69765
186451;0;81000
186452;0;65800
186453;0;93916
186454;0;99000
186455;0;0
186456;0;255140
186457;0;113500
186458;0;276000
186459;0;131247
186460;0;161290
186461;0;63300
186462;0;110200
186463;0;0
186464;2500000;290000
186465;0;356500
186466;2e+06;193000
186467;0;0
186468;9e+05;0
186469;0;54071
186470;0;128206
186472;0;177000
186473;0;68000
186474;0;101000
186475;0;58200
186476;0;102650
186477;0;69000
186478;8e+05;94000
186480;0;245400
186481;0;145000
186482;0;223000
186483;0;137500
186484;0;282000
186487;0;0
186488;3e+05;121000
186489;0;216400
186490;0;180224
186491;50000;106700
186492;0;424000
186493;0;410000
186494;0;191000
186495;0;74770
186496;0;151000
186497;0;194000
186498;0;99500
186499;50000;340518
186500;0;504078
186501;0;171370
186502;98;144000
186504;0;258000
186505;0;155200
186506;0;168000
186507;0;203000
186508;0;151666
186509;50000;229000
186510;0;316000
186511;0;304100
186512;0;39000
186513;0;255000
186514;0;25000
186515;450000;187378
186516;0;123936.5
186517;0;283068
186518;0;211000
186519;0;0
186520;0;60000
186521;0;105000
186522;98;57000
186523;0;304400
186524;1e+06;386000
186525;0;344000
186526;1e+06;172000
186527;0;287000
186528;0;389000
186529;0;520000
186530;0;140996
186531;3e+05;204591
186532;60000;154000
186533;95000;239801
186534;0;518000
186535;0;528990
186536;5e+05;230000
186537;1e+05;638000
186538;4e+05;179500
186539;0;622900
186540;0;242078
186541;0;364000
186543;0;269000
186544;0;656804
186545;0;333000
186546;0;87000
186547;0;64000
186548;80000;0
186549;0;137300
186550;0;75000
186551;0;45000
186552;0;0
186553;0;0
186554;0;20000
186555;2e+05;37800
186556;1e+05;0
186557;0;52000
186558;0;270000
186559;0;99000
186560;0;150500
186561;3e+05;203000
186563;0;84499
186564;0;0
186565;0;235290
186567;0;64122
186568;0;159631
186569;0;110000
186570;0;150000
186571;0;378000
186573;0;188000
186574;0;286000
186575;0;147900
186576;0;447000
186577;0;128100
186578;0;232000
186579;0;166000
186580;0;91000
186581;0;62000
186582;0;244104
186583;0;74733
186584;0;631000
186585;0;160000
186586;0;81000
186587;0;152780
186588;0;285113
186589;0;225018
186590;0;383700
186591;0;175000
186592;0;220810
186593;0;140260
186594;50000;149102
186595;0;110916
186596;0;200465
186597;0;342256
186598;0;165912
186600;1e+06;142540
186601;0;157626
186602;0;265000
186603;0;2e+05
186604;0;122000
186605;0;0
186606;0;242998
186607;0;102500
186609;0;211271
186610;0;160213
186611;0;139800
186612;0;63100
186613;0;167092
186614;0;279738
186615;0;373613
186616;0;7031
186617;0;139957
186618;0;228880
186619;0;115944
186620;0;24758
186621;3e+05;172808
186622;0;39261
186623;0;40455
186624;0;45733
186625;0;47015
186626;160000;25000
186627;465000;194367
186628;0;255200
186630;0;225142
186631;1e+05;164696
186632;0;454000
186633;0;224688
186634;0;366557
186635;0;204000
186636;0;333349
186637;0;92000
186638;0;279036
186639;80000;0
186641;0;323590
186642;0;446840
186643;0;220628
186644;0;26359
186646;2e+07;291500
186647;1500000;251528
186648;6e+05;398327
186649;2200000;274150
186650;1200000;523680
186651;0;46378
186652;0;61847
186653;160000;96209
186654;0;83630
186655;0;22314
186656;0;49974
186657;250000;28727
186658;1e+05;31155
186659;0;35547
186660;0;39100
186661;0;88400
186662;0;37000
186663;0;50003
186664;5e+05;34500
186665;1e+05;104178
186666;0;173200
186667;2500000;0
186668;0;269100
186669;80000;83600
186670;0;252330
186671;9e+05;259156
186672;0;55000
186673;0;145955
186674;0;165918
186675;0;62416
186677;0;92000
186678;0;179000
186679;0;157000
186680;5e+05;140000
186681;0;146000
186682;7e+05;150000
186683;2e+05;251733
186684;5e+05;111047
186685;0;197557
186687;0;67000
186688;1e+06;0
186689;0;528509
186691;0;201574
186692;0;260675
186693;0;199035
186695;0;55015
186696;0;345000
186697;0;265000
186698;260000;175000
186699;0;210924
186700;0;293682
186701;0;132824
186702;0;70080
186703;230000;102000
186704;0;128158
186705;0;73889
186706;0;77187
186707;70000;98076
186708;0;69573
186709;70000;133000
186710;60000;37916
186711;1e+05;30375
186712;0;30600
186713;0;52576
186714;230000;101159
186715;70000;206895
186716;150000;90999
186717;50000;73804
186718;1e+06;143825
186719;3e+05;271902
186721;4e+05;164215
186723;5e+05;119555
186724;0;213165
186725;0;121080
186726;5e+05;59706
186727;3e+05;181918
186728;0;112099
186729;0;164077
186731;0;206480
186734;0;335824
186735;0;272270
186736;0;292808
186737;0;125000
186738;0;459173
186739;0;137057
186740;0;201460
186741;0;244624
186742;0;226933
186743;0;317500
186745;0;186023
186747;0;314753
186748;1e+06;378177
186749;0;210968
186750;0;138797
186751;0;136000
186752;0;72987
186753;0;200371
186754;0;137327
186755;0;269119.5
186756;3e+06;226000
186758;8e+05;137389
186759;0;173150
186760;0;187000
186761;0;0
186762;0;234367
186763;0;235236
186764;0;122313
186765;0;218858
186766;0;99468
186767;0;302864
186768;1200000;250553
186769;0;77216
186770;0;122600
186771;0;126000
186772;0;137000
186773;0;145800
186774;0;115719
186776;0;128434
186777;0;148863
186778;0;194669
186779;0;266598
186780;5e+05;211081
186792;350000;251000
186793;0;295206
186794;0;407000
186795;3e+05;307967
186796;0;245000
186797;0;240447.5
186798;1e+05;205000
186799;8e+05;266162
186800;0;543745
186801;0;313643
186802;0;115045
186803;0;443180
186804;0;179091
186805;0;273584
186806;0;37987
186807;1e+05;403000
186808;0;737000
186809;5e+05;0
186810;5e+06;667677
186811;0;388526
186813;1200000;335218
186814;8e+06;527470
186815;0;420693
186817;0;269171
186818;0;173214
186819;0;253717
186820;0;196193
186821;0;145428
186822;0;119934
186823;3e+05;138575
186826;0;145810
186827;0;0
186828;350000;273566
186829;1e+05;97884
186830;0;173491
186831;0;72411
186832;0;176282.5
186833;0;85456
186834;450000;208856
186843;6e+06;491550
186844;1e+06;670297
186861;0;145100
186863;0;64108
186864;0;203685
186865;0;172344
186867;6e+05;198567
186868;1700000;153200
186870;0;92000
186871;0;192000
186872;0;220000
186873;1800000;205261
186875;0;120700
186876;0;253000
186878;50000;442107
186879;0;236696
186880;0;112000
186881;0;187000
186882;150000;309000
186884;0;207216
186885;0;113000
186886;0;292453
186888;0;0
186890;0;247400
186892;0;87000
186893;0;79500
186894;0;51350
186895;0;18000
186896;0;331677
186897;2e+05;81000
186898;6e+05;237830
186899;0;119395
186900;0;140854
186901;0;30000
186902;0;30000
186903;0;126523
186904;0;519436
186905;0;109863
186906;0;172370
186907;2e+05;139343
186909;0;190625
186910;0;249091
186911;0;50000
186912;7e+05;316891
186913;0;186740
186914;0;58000
186916;50000;250000
186917;1500000;292000
186918;0;260000
186920;0;607385
186921;0;171110
186922;0;424629
186924;0;286000
186925;0;267000
186926;0;93375
186927;0;130024
186928;55000;229098
186929;0;78186
186930;0;89900
186931;0;240484
186932;0;204578
186933;460000;213623
186934;0;356661
186935;0;265734
186936;0;360000
186937;0;163086
186938;0;254581
186940;0;0
186941;0;26000
186942;2500000;340000
186943;0;160000
186944;0;0
186946;0;143000
186947;8e+05;0
186948;0;135000
186949;1e+05;76000
186950;2e+06;97900
186951;0;89300
186952;0;124000
186953;6e+05;229000
186955;0;0
186956;0;0
186957;0;96000
186958;0;116000
186960;0;94000
186961;0;130000
186962;0;114000
186963;0;131000
186965;0;160000
186966;0;225000
186967;0;101000
186968;0;85000
